Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta,Date
-0.3284707130651307,-0.343548279097938,-0.26392432931756266,-0.3561851804896528,-0.38445407594353914,-1.4972998536482747,-1.3330832064328786,-1.4355615681991647,-2.0591864263887336,-2.1105480218658816,-1.987506861398615,0.4728112941225592,0.7276519512066009,1.1625216289265967,1.2475739748300458,2015-01-01
-0.3284707130651307,-0.343548279097938,-0.28388515994918845,-0.3561851804896528,-0.38445407594353914,-1.488514931513636,-1.3330832064328786,-1.4380398471031928,-0.8610912147850137,-1.1840227965484615,-0.8450119965810762,0.5382885940573878,0.7926412420746075,1.1625216289265967,1.2475739748300458,2015-01-02
-0.3284707130651307,-0.343548279097938,-0.36372848247569184,-0.3561851804896528,-0.38445407594353914,-1.488514931513636,-1.3445731819170232,-1.4330832892951297,-0.8398232524488531,-0.9292283595861709,-0.9719558704496917,0.661820343057227,0.8613013431850065,1.1625216289265967,1.2475739748300458,2015-01-03
-0.3284707130651307,-0.343548279097938,-0.22400266805431102,-0.3561851804896528,-0.38445407594353914,-1.488514931513636,-1.3445731819170232,-1.4256484525830455,-0.6129649875298055,-0.8983441854089235,-0.5687223887493837,0.45784791138568703,0.7700995956536658,0.8443158927969944,0.6696895620076166,2015-01-04
-0.3284707130651307,-0.343548279097938,-0.32380682121244014,-0.3561851804896528,-0.38445407594353914,-1.488514931513636,-1.4824528877267849,-1.4293658709390877,-1.1588426874912636,-1.2303490578143323,-1.2183763314887686,0.6522833253965467,0.8658895857917421,1.1625216289265967,1.2475739748300458,2015-01-05
-0.3284707130651307,-0.343548279097938,-0.32380682121244014,-0.3561851804896528,-0.38445407594353914,-1.488514931513636,-1.4824528877267849,-1.4268875920350597,-0.9461630641296567,-1.0064387950292892,-0.9644885837515378,0.7098806147444594,0.8613013431850065,1.1625216289265967,1.2475739748300458,2015-01-06
-0.3284707130651307,-0.343548279097938,-0.22400266805431102,-0.3561851804896528,-0.38445407594353914,-1.4797300093789911,-1.47096291224264,-1.4293658709390877,-0.9319844225722161,-1.0527650562951603,-1.1063670310164608,0.6855440576241547,0.8658895857917421,1.1625216289265967,1.2475739748300458,2015-01-07
-0.3284707130651307,-0.343548279097938,-0.36372848247569184,-0.3561851804896528,-0.38445407594353914,-1.4797300093789911,-1.47096291224264,-1.4318441498431156,-0.9816096680232578,-1.0373229692065367,-1.1437034645072301,0.7223936117714221,0.8280185157651023,1.1625216289265967,1.2475739748300458,2015-01-08
-0.3284707130651307,-0.343548279097938,-0.36372848247569184,-0.3561851804896528,-0.38445407594353914,-1.4797300093789911,-1.47096291224264,-1.4293658709390877,-0.8398232524488531,-0.8906231418646117,-1.001825017242307,0.7223936117714221,0.8613013431850065,1.1625216289265967,1.2475739748300458,2015-01-09
-0.3284707130651307,-0.343548279097938,-0.36372848247569184,-0.3561851804896528,-0.38445407594353914,-1.4797300093789911,-1.47096291224264,-1.4206918947749825,-0.74766208232549,-0.8211337499658051,-0.8748811433736915,0.7098806147444594,0.8280185157651023,1.1625216289265967,1.2475739748300458,2015-01-10
