,actual,predicted,error,error_abs,error_sq
2018-09-10,-0.9231888240303356,0,-0.9231888240303356,0.9231888240303356,0.852277604814514
2018-09-20,-0.9231888240303356,0,-0.9231888240303356,0.9231888240303356,0.852277604814514
2018-09-30,-1.2462556602407036,0,-1.2462556602407036,1.2462556602407036,1.5531531706819919
2018-10-10,-1.226136802790717,0,-1.226136802790717,1.226136802790717,1.5034114591578414
2018-10-20,-1.2784121494809753,0,-1.2784121494809753,1.2784121494809753,1.6343376239405674
2018-10-30,-1.0179957813460285,0,-1.0179957813460285,1.0179957813460285,1.036315410838311
2018-11-09,-0.9580990843821287,0,-0.9580990843821287,0.9580990843821287,0.9179538554938733
2018-11-19,-0.9580990843821287,0,-0.9580990843821287,0.9580990843821287,0.9179538554938733
2018-11-29,-1.2152154665251351,0,-1.2152154665251351,1.2152154665251351,1.4767486300819017
2018-12-09,-1.3411287987152802,0,-1.3411287987152802,1.3411287987152802,1.7986264547434907
2018-12-19,-1.2892057923539688,0,-1.2892057923539688,1.2892057923539688,1.6620515750390246
2018-12-29,-1.3663894285184928,0,-1.3663894285184928,1.3663894285184928,1.8670200703670932
2019-01-08,-1.3272028741870834,0,-1.3272028741870834,1.3272028741870834,1.761467469250455
2019-01-18,-1.3272028741870834,0,-1.3272028741870834,1.3272028741870834,1.761467469250455
2019-01-28,-0.747986714042793,0,-0.747986714042793,0.747986714042793,0.5594841243845351
2019-02-07,-0.2799332514359266,0,-0.2799332514359266,0.2799332514359266,0.07836262525948971
2019-02-17,-0.3374946516549382,0,-0.3374946516549382,0.3374946516549382,0.11390263989568808
2019-02-27,-1.0826605593836982,0,-1.0826605593836982,1.0826605593836982,1.1721538868450223
2019-03-09,-1.365447607075689,0,-1.365447607075689,1.365447607075689,1.8644471676687249
2019-03-19,-1.3136612235736167,0,-1.3136612235736167,1.3136612235736167,1.7257058103209317
2019-03-29,-1.0967020295723404,0,-1.0967020295723404,1.0967020295723404,1.2027553416680907
2019-04-08,-0.9900304263038188,0,-0.9900304263038188,0.9900304263038188,0.9801602450073211
2019-04-18,-0.9900304263038188,0,-0.9900304263038188,0.9900304263038188,0.9801602450073211
2019-04-28,-1.2272080319400989,0,-1.2272080319400989,1.2272080319400989,1.5060395536582907
2019-05-08,-1.266176627179191,0,-1.266176627179191,1.266176627179191,1.603203251214872
2019-05-18,-1.3182282878689127,0,-1.3182282878689127,1.3182282878689127,1.7377258189378049
2019-05-28,-1.067251281481617,0,-1.067251281481617,1.067251281481617,1.1390252978241537
2019-06-07,-0.9065035276998834,0,-0.9065035276998834,0.9065035276998834,0.8217486457323333
2019-06-17,-0.9065035276998834,0,-0.9065035276998834,0.9065035276998834,0.8217486457323333
2019-06-27,-1.0671015196622131,0,-1.0671015196622131,1.0671015196622131,1.1387056532654045
2019-07-07,-1.246428961341403,0,-1.246428961341403,1.246428961341403,1.5535851556706088
2019-07-17,-1.1939739336770832,0,-1.1939739336770832,1.1939739336770832,1.4255737543003277
2019-07-27,-1.216461868720825,0,-1.216461868720825,1.216461868720825,1.479779478051762
2019-08-06,-1.1260738126358858,0,-1.1260738126358858,1.1260738126358858,1.26804223150432
2019-08-16,-1.1260738126358858,0,-1.1260738126358858,1.1260738126358858,1.26804223150432
2019-08-26,-1.0046663948917625,0,-1.0046663948917625,1.0046663948917625,1.0093545650248108
2019-09-05,-0.7577360536031796,0,-0.7577360536031796,0.7577360536031796,0.5741639269301207
2019-09-15,-0.812628164283586,0,-0.812628164283586,0.812628164283586,0.6603645333869108
2019-09-25,-0.8518056388092905,0,-0.8518056388092905,0.8518056388092905,0.7255728463073035
2019-10-05,-1.0917012668373232,0,-1.0917012668373232,1.0917012668373232,1.1918116560142162
2019-10-15,-1.0383769826892135,0,-1.0383769826892135,1.0383769826892135,1.0782267581787552
2019-10-25,-0.9482102195212114,0,-0.9482102195212114,0.9482102195212114,0.899102620404464
2019-11-04,-0.6348807176246042,0,-0.6348807176246042,0.6348807176246042,0.40307352561153237
2019-11-14,-0.6348807176246042,0,-0.6348807176246042,0.6348807176246042,0.40307352561153237
2019-11-24,-0.734641221114941,0,-0.734641221114941,0.734641221114941,0.5396977237612517
2019-12-04,-0.8376649975758338,0,-0.8376649975758338,0.8376649975758338,0.7016826481637216
2019-12-14,-0.8921105782660602,0,-0.8921105782660602,0.8921105782660602,0.7958612838542044
2019-12-24,-0.8285384425955759,0,-0.8285384425955759,0.8285384425955759,0.6864759508587024
2020-01-03,-0.7559823300257117,0,-0.7559823300257117,0.7559823300257117,0.5715092833111041
2020-01-13,-0.7559823300257117,0,-0.7559823300257117,0.7559823300257117,0.5715092833111041
2020-01-23,-0.7559823300257117,0,-0.7559823300257117,0.7559823300257117,0.5715092833111041
2020-02-02,-0.041165864716758455,0,-0.041165864716758455,0.041165864716758455,0.0016946284178784587
2020-02-12,0.01806030379801844,0,0.01806030379801844,0.01806030379801844,0.00032617457327671927
2020-02-22,-0.09687277324152033,0,-0.09687277324152033,0.09687277324152033,0.009384334195503016
2020-03-03,-0.506757413120124,0,-0.506757413120124,0.506757413120124,0.2568030757522
2020-03-13,-0.506757413120124,0,-0.506757413120124,0.506757413120124,0.2568030757522
2020-03-23,-0.506757413120124,0,-0.506757413120124,0.506757413120124,0.2568030757522
2020-04-02,-0.06468535566764314,0,-0.06468535566764314,0.06468535566764314,0.004184195237849492
2020-04-12,-0.12344925795662683,0,-0.12344925795662683,0.12344925795662683,0.015239719290041791
2020-04-22,-0.06468535566764314,0,-0.06468535566764314,0.06468535566764314,0.004184195237849492
2020-05-02,-0.3719511449861919,0,-0.3719511449861919,0.3719511449861919,0.13834765425653917
2020-05-12,-0.31458332088440955,0,-0.31458332088440955,0.31458332088440955,0.09896266577866339
2020-05-22,-0.31458332088440955,0,-0.31458332088440955,0.31458332088440955,0.09896266577866339
2020-06-01,0.14011259137808438,0,0.14011259137808438,0.14011259137808438,0.019631538262682043
2020-06-11,0.14011259137808438,0,0.14011259137808438,0.14011259137808438,0.019631538262682043
