Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Temperature_Firenze,Hydrometry_Nave_di_Rosano,Date
-0.3911082870127147,-0.3540256286892189,-0.31867243941927054,-0.37350624283413747,-0.3722362157224802,-1.0370707752223598,0.5587857618939644,2004-01-01
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.2457077180506624,0.7081131726707622,2004-01-02
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.4610748848411683,0.17717126768659167,2004-01-03
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.7235536193670973,-0.2542190301130472,2004-01-04
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.34144562771589393,-1.8379674267245536,-0.10489161933624938,2004-01-05
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.5351073484254047,-0.1380754883977601,2004-01-06
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.5081864525765913,-0.2044432265207815,2004-01-07
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.2838930277945716,-0.3722362157224802,-0.9832289835247333,-0.2210351610515365,2004-01-08
0.5708948677374344,0.3821974293806687,0.15128000686086918,0.2761895662027152,0.33594730842900355,-1.0639916710711732,-0.03852388121322795,2004-01-09
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.0101498793735466,-0.08829968480549402,2004-01-10
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.3264704055971022,-0.4367303099513561,2004-01-11
0.052893169025815596,0.0929669422817843,-0.20809539323570828,-0.1942798127550057,-0.09512092366320393,-0.8822756240916837,-0.2874028991745579,2004-01-12
-0.3171080443396263,-0.19626354481710012,-0.2633839163274894,-0.08226329395554834,-0.31065503970930775,-0.22271367579575962,-0.15466742292851543,2004-01-13
-0.3911082870127147,-0.3540256286892189,-0.3739609625110517,-0.35110293907424595,-0.3722362157224802,-0.17560210806033627,-0.07170775027473866,2004-01-14
0.3488941397181691,0.8028963197063189,1.008252114783477,1.0827085015588083,0.7054343645080386,-1.0168801033357497,0.04443579144054882,2004-01-15
0.15156015925660016,0.3821974293806687,0.26185705304443146,0.9034820714796763,0.12041319238289987,-1.4610748848411683,0.26013094034036804,2004-01-16
1.853565740737633,4.43142424876505,2.418109453623896,5.182513089618947,2.6452414089229728,-0.7611315927720242,0.4094583511171663,2004-01-17
2.6675684101416053,2.9589781326252753,3.302725823092395,4.129557812904048,3.784493165166664,-1.0101498793735466,2.732329185422914,2004-01-18
-0.3911082870127147,-0.32773194804386574,-0.3739609625110517,-0.37350624283413747,-0.3722362157224802,-1.4072330931435417,2.56640984011536,2004-01-19
