,actual,predicted,error,error_abs,error_sq
2015-10-06,-1.002971155051739,-0.3322534078051183,-0.6707177472466208,0.6707177472466208,0.44986229647158194
2015-10-16,-0.9837889777752545,-0.790705398317618,-0.19308357945763654,0.19308357945763654,0.03728126865617345
2015-10-26,-0.9171561514464117,-0.2389196672779767,-0.678236484168435,0.678236484168435,0.46000472845715973
2015-11-05,-0.8744169143567007,-0.5169026383017307,-0.35751427605497,0.35751427605497,0.12781645758310928
2015-11-15,-0.8518694428211832,-0.16336679545193558,-0.6885026473692476,0.6885026473692476,0.4740358954344625
2015-11-25,-0.83908132463686,-0.3577770062242095,-0.48130431841265053,0.48130431841265053,0.23165384692266608
2015-12-05,-0.7832174399369216,-0.07420395806364208,-0.7090134818732795,0.7090134818732795,0.5027001174780712
2015-12-15,-0.7832174399369216,0.0617163570474539,-0.8449337969843755,0.8449337969843755,0.7139131212864339
2015-12-25,-0.78826538132547,0.27169358800091004,-1.05995896932638,1.05995896932638,1.123513016655442
2016-01-04,-0.7653813803640501,0.3445474807295672,-1.1099288610936173,1.1099288610936173,1.2319420766885745
2016-01-14,-0.6805759650364337,-0.41695599863127264,-0.26361996640516105,0.26361996640516105,0.06949548668745824
2016-01-24,-0.6465864930202051,0.060244537235647266,-0.7068310302558524,0.7068310302558524,0.4996101053325497
2016-02-03,-0.5685116662106524,0.028654134945682308,-0.5971658011563348,0.5971658011563348,0.3566069940706872
2016-02-13,-0.5728865487473952,-0.08599033305780376,-0.4868962156895914,0.4868962156895914,0.2370679248528451
2016-02-23,-0.6189910800961402,-0.8715007349957176,0.25250965489957733,0.25250965489957733,0.06376112581750364
2016-03-04,-0.59004954946846,-1.042358975449448,0.452309425980988,0.452309425980988,0.20458381683125088
2016-03-14,-0.5493294889341678,-0.8146249458264101,0.2652954568922423,0.2652954568922423,0.0703816794476636
2016-03-24,-0.56918472506246,-0.6067551202205188,0.03757039515805882,0.03757039515805882,0.0014115345923326897
2016-04-03,-0.5503390772118766,-0.7124602461147549,0.1621211689028783,0.1621211689028783,0.026283273406435596
2016-04-13,-0.4904368394011007,-0.6518455446810452,0.16140870527994444,0.16140870527994444,0.026052770140147966
2016-04-23,-0.5321664882131029,-0.421481118415622,-0.11068536979748084,0.11068536979748084,0.012251251087205083
2016-05-03,-0.5321664882131019,-1.0720208934830149,0.539854405269913,0.539854405269913,0.2914427788893315
2016-05-13,-0.5466372535269414,-0.8502745681140014,0.30363731458706,0.30363731458706,0.09219561880964124
2016-05-23,-0.6159623152630095,-1.1543376560354692,0.5383753407724597,0.5383753407724597,0.28984800755186213
2016-06-02,-0.7011042600165304,-1.1751147790005319,0.4740105189840015,0.4740105189840015,0.22468597210748242
2016-06-12,-0.6852873769990776,-1.2133940949599606,0.528106717960883,0.528106717960883,0.2788967055554157
2016-06-22,-0.6630764348894655,-1.3404813126305322,0.6774048777410666,0.6774048777410666,0.4588773683873894
2016-07-02,-0.5399066650088765,-1.058957417676411,0.5190507526675344,0.5190507526675344,0.26941368384473396
2016-07-12,-0.5735596075992018,-0.8996932058037889,0.3261335982045871,0.3261335982045871,0.10636312387787106
2016-07-22,-0.5399066650088776,-0.9630256704209228,0.42311900541204517,0.42311900541204517,0.17902969274087832
2016-08-01,-0.4402939549415172,-0.8931585679784885,0.4528646130369713,0.4528646130369713,0.20508635774112574
2016-08-11,-0.40361224751806446,-0.6737800490506336,0.27016780153256914,0.27016780153256914,0.07299064098494167
2016-08-21,-0.3702958343536425,-0.31057452057513335,-0.059721313778509144,0.059721313778509144,0.0035666353194311463
2016-08-31,-0.4631779559029381,-0.1965551011742775,-0.2666228547286606,0.2666228547286606,0.07108774666366045
2016-09-10,-0.39721818842590184,-0.6603248218490724,0.26310663342317053,0.26310663342317053,0.06922510055127463
2016-09-20,-0.5436084886938138,-0.6758373063369614,0.13222881764314753,0.13222881764314753,0.017484460215304764
2016-09-30,-0.5099555461034886,-0.618372065825781,0.10841651972229238,0.10841651972229238,0.011754141748694213
2016-10-10,-0.5227436642878117,-0.788119344282417,0.2653756799946053,0.2653756799946053,0.07042425153259917
2016-10-20,-0.5466372535269425,-0.5524360999701399,0.005798846443197392,0.005798846443197392,3.362662007178304e-05
2016-10-30,-0.5580792540076523,-0.5690208117140656,0.010941557706413252,0.010941557706413252,0.00011971768504277123
2016-11-09,-0.6085586678931381,-0.389149662753402,-0.21940900513973605,0.21940900513973605,0.04814031153640872
2016-11-19,-0.6842777887213678,-0.35825616601351185,-0.32602162270785595,0.32602162270785595,0.10629009847306357
2016-11-29,-0.7081713779604984,-0.7173391890466625,0.009167811086164046,0.009167811086164046,8.404876011159238e-05
