Rainfall_Terni,Flow_Rate_Lupa,Date
0.14630078686854772,4.25424504176224,2009-02-19
0.14630078686854772,4.313466665893902,2009-02-20
0.14630078686854772,4.360220579682056,2009-02-21
0.14630078686854772,4.418195432779369,2009-02-22
0.14630078686854772,4.466196117601873,2009-02-23
0.14630078686854772,4.515443573458731,2009-02-24
0.14630078686854772,4.57092488448734,2009-02-25
0.14630078686854772,4.607704630000688,2009-02-26
0.14630078686854772,4.631393279653353,2009-02-27
0.14630078686854772,4.647601303099914,2009-02-28
-0.18828002613249642,4.669419796201053,2009-03-01
-0.18828002613249642,4.68188750654456,2009-03-02
-0.18828002613249642,4.698718915508296,2009-03-03
-0.18828002613249642,4.723654336195312,2009-03-04
-0.18828002613249642,4.741109130676223,2009-03-05
-0.18828002613249642,4.8576822223880205,2009-03-06
-0.18828002613249642,4.929994942380368,2009-03-07
-0.18828002613249642,4.992333494097908,2009-03-08
-0.18828002613249642,5.057165587884148,2009-03-09
-0.18828002613249642,5.130725078910845,2009-03-10
-0.18828002613249642,5.153790343046333,2009-03-11
-0.18828002613249642,5.209271654074945,2009-03-12
-0.18828002613249642,5.2360772313134865,2009-03-13
-0.18828002613249642,5.232336918210434,2009-03-14
-0.18828002613249642,5.239817544416539,2009-03-15
-0.18828002613249642,5.237947387865013,2009-03-16
-0.18828002613249642,5.244181243036767,2009-03-17
-0.18828002613249642,5.241687700968066,2009-03-18
-0.18828002613249642,5.251661869242872,2009-03-19
-0.18828002613249642,5.259142495448975,2009-03-20
-0.18828002613249642,5.269740049240958,2009-03-21
-0.18828002613249642,5.2585191099318,2009-03-22
-0.18828002613249642,5.252908640277221,2009-03-23
-0.18828002613249642,5.25041509820852,2009-03-24
-0.18828002613249642,5.2522852547600465,2009-03-25
-0.18828002613249642,5.24231108648524,2009-03-26
-0.18828002613249642,5.227973219590205,2009-03-27
-0.18828002613249642,5.213011967177997,2009-03-28
-0.18828002613249642,5.181842691319227,2009-03-29
-0.18828002613249642,5.1637645113211414,2009-03-30
-0.18828002613249642,5.151920186494807,2009-03-31
0.1594502511349644,5.136958934082599,2009-04-01
0.1594502511349644,5.122621067187564,2009-04-02
0.1594502511349644,5.120750910636037,2009-04-03
0.1594502511349644,5.118880754084511,2009-04-04
0.1594502511349644,5.121997681670389,2009-04-05
0.1594502511349644,5.144439560288704,2009-04-06
0.1594502511349644,5.152543572011983,2009-04-07
0.1594502511349644,5.153790343046333,2009-04-08
0.1594502511349644,5.15441372856351,2009-04-09
0.1594502511349644,5.152543572011983,2009-04-10
0.1594502511349644,5.118880754084511,2009-04-11
0.1594502511349644,5.152543572011983,2009-04-12
0.1594502511349644,5.152543572011983,2009-04-13
0.1594502511349644,5.144439560288704,2009-04-14
0.1594502511349644,5.136958934082599,2009-04-15
0.1594502511349644,5.136958934082599,2009-04-16
0.1594502511349644,5.121997681670389,2009-04-17
0.1594502511349644,5.118880754084511,2009-04-18
0.1594502511349644,5.121997681670389,2009-04-19
0.1594502511349644,5.152543572011983,2009-04-20
0.1594502511349644,5.121997681670389,2009-04-21
0.1594502511349644,5.121997681670389,2009-04-22
0.1594502511349644,5.144439560288704,2009-04-23
0.1594502511349644,5.152543572011983,2009-04-24
0.1594502511349644,5.136958934082599,2009-04-25
0.1594502511349644,5.121997681670389,2009-04-26
0.1594502511349644,5.136958934082599,2009-04-27
0.1594502511349644,5.152543572011983,2009-04-28
0.1594502511349644,5.121997681670389,2009-04-29
0.1594502511349644,5.152543572011983,2009-04-30
