Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate,Date
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.1565055457438642,0.7587777779764974,-0.5515119630966757,2004-01-02
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.4517477271076242,0.7908414985079245,-0.5515119630966757,2004-01-03
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.8045981389813865,0.8229052190393515,-0.5515119630966757,2004-01-04
-0.34160253417289843,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.963020772883892,0.8320662820483363,-0.5515119630966757,2004-01-05
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.7685929949126353,0.8549689395707787,-0.5515119630966757,2004-01-06
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.5669641881276282,0.8595494710752776,-0.5515119630966757,2004-01-07
-0.37167801337725476,-0.28543220826952487,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.61017036101013,0.8687105340842494,-0.5515119630966757,2004-01-08
0.32005800832293974,0.2761743226837522,0.15761488745480978,0.3820404315081098,0.5818814512431663,-1.293325093205119,0.8870326601022188,-0.5515119630966757,2004-01-09
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.214113776253866,0.9007742546156894,-0.5515119630966757,2004-01-10
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.1925106898126154,0.9053547861201753,-0.5515119630966757,2004-01-11
-0.1009987005380482,-0.1955751633170005,-0.20518004788955302,0.09467543777073632,0.058518233129102294,-1.127701430488863,0.9145158491291601,-0.5515119630966757,2004-01-12
-0.3115270549685422,-0.08325385712634509,-0.2609946533271473,-0.19268955596663714,-0.315312636952372,-0.8540623355663538,0.9282574436426306,-0.5515119630966757,2004-01-13
-0.37167801337725476,-0.3528249919839181,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.33558826097633593,0.9328379751471165,-0.5515119630966757,2004-01-14
0.6809637587752152,1.0848877272564712,1.022741271737521,0.8000258769442895,0.35758292919428175,-0.7820520474288513,0.9557406326695589,-0.5515119630966757,2004-01-15
0.10952965389244582,0.9051736373514226,0.2692440983299983,0.3820404315081098,0.1582064651508288,-1.3077271508326191,0.9832238216965001,-0.5515119630966757,2004-01-16
2.575718948649661,5.19584753383446,2.446013710396175,4.405150343831338,1.8778284675256105,-1.386938467783872,1.0290291367414108,4.5564158863539825,2004-01-17
3.688511679210843,4.140027255642299,3.339047397397684,2.94220128480471,2.700256381704854,-0.890067479635105,1.2672167749748842,7.267733038669023,2004-01-18
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.32331000766544327,-0.39007881096866687,-1.293325093205119,1.2168309284255006,8.284476970787164,2004-01-19
-0.34160253417289843,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.6389744762651308,1.1435424243536616,3.927002975995134,2004-01-20
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.4877528711763754,1.1114787038222216,2.111388811498454,2004-01-21
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.4805518423626254,1.0794149832907944,1.3851431456997825,2004-01-22
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.6965827067751327,1.0565123257683522,1.0220203128004466,2004-01-23
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.7469899084713845,1.0381901997503826,0.7799384242008892,2004-01-24
-0.34160253417289843,-0.12818237960260723,-0.28890195604594443,-0.19268955596663714,-0.1657802889197823,-1.819000196608887,1.0336096682458966,0.7799384242008892,2004-01-25
-0.2814515757641859,-0.3752892532220492,-0.3447165614835387,-0.32331000766544327,-0.3402346949578037,-2.107041349158897,1.0198680737324262,0.6588974799011106,2004-01-26
0.8914921132057092,0.38849562887440764,0.7157609418307526,0.8000258769442895,0.5569593932377347,-1.934216657628891,1.0152875422279402,0.5741688188912657,2004-01-27
0.16968061230115838,-0.17311090207886942,-0.28890195604594443,-0.2710618269859208,0.20805058116169198,-1.7829950525401357,1.0061264792189555,0.5257524411713541,2004-01-28
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.36515675296323524,-2.0062269457663935,0.9923848847054849,0.537856535601332,2004-01-29
0.6508882795708589,1.0848877272564712,2.3064771968021893,1.2963835933997525,2.17689316359079,-2.107041349158897,0.9969654162099707,0.5499606300313098,2004-01-30
0.5005108835490775,-0.3528249919839181,-0.37262386420233584,0.35591634116834864,0.13328440714539716,-1.847804311863888,0.987804353200999,0.537856535601332,2004-01-31
0.8614166340013528,-0.3078964695076559,-0.37262386420233584,1.3225076837395142,-0.39007881096866687,-1.8550053406776381,0.9832238216965001,0.4894401578814205,2004-02-01
-0.37167801337725476,-0.3528249919839181,-0.37262386420233584,-0.14044137528711467,-0.39007881096866687,-1.4373456694801239,0.9832238216965001,0.441023780161509,2004-02-02
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.120500401675113,1.0061264792189555,0.5983770077512213,2004-02-03
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.9116705660763558,1.024448605236912,0.7315220464809777,2004-02-04
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.149304516930114,1.024448605236912,0.7557302353409336,2004-02-05
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.32331000766544327,-0.36515675296323524,-0.9908818830276084,1.0152875422279402,0.7799384242008892,2004-02-06
0.10952965389244582,0.5457454575413252,0.5204098227991727,0.22529588946954252,0.13328440714539716,-0.7388458745463496,1.0061264792189555,0.7315220464809777,2004-02-07
-0.19122513815111705,-0.2180394245551316,-0.14936544245195874,-0.16656546562687594,-0.2903905789469404,-0.8108561626838522,1.0107070107234413,0.8041466130608449,2004-02-08
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.7244438169188492,1.0061264792189555,0.9251875573606235,2004-02-09
-0.34160253417289843,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.9620777677726075,0.9969654162099707,0.973603935080535,2004-02-10
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.8972685084488551,0.9832238216965001,0.8525629907807564,2004-02-11
-0.34160253417289843,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.36515675296323524,-1.0772942287926115,0.9740627586875283,0.1747337027019961,2004-02-12
-0.37167801337725476,-0.3752892532220492,-0.3447165614835387,-0.3494340980052045,-0.39007881096866687,-1.1925106898126154,0.9740627586875283,0.1747337027019961,2004-02-13
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.3149281796463697,0.9740627586875283,0.19894189156195183,2004-02-14
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-1.2573199491363678,0.9740627586875283,0.2231500804219076,2004-02-15
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.8324592491251029,0.9740627586875283,0.24735826928186322,2004-02-16
-0.37167801337725476,-0.3752892532220492,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.8252582203113527,0.9694822271830295,0.2957746470017747,2004-02-17
1.1320959468405594,0.9276378985895536,0.7715755472683468,0.8000258769442895,1.055400553346367,-1.149304516930114,0.9649016956785437,0.3441910247216862,2004-02-18
3.14715305353243,2.0283866992579767,2.5018283158337695,2.6809603814070977,2.7251784397102856,-1.6389744762651308,0.9969654162099707,0.6104811021811991,2004-02-19
-0.16114965894676078,-0.2180394245551316,-0.1772727451707559,-0.2710618269859208,-0.04116999889262422,-1.6533765338926314,1.0656733887773238,0.7799384242008892,2004-02-20
1.7937564893363978,2.5450647077349915,1.552980023394667,2.0017340325733057,1.9525946415419055,-1.2645209779501179,1.0702539202818098,0.9493957462205794,2004-02-21
1.823831968540754,2.702314536401909,1.9157749587390294,2.94220128480471,3.148853425802623,-0.774851018615101,1.1847672078940605,3.588088331955754,2004-02-22
1.61330361411026,2.904492887545089,2.6692721321465522,3.4385590012601734,2.575646091677696,-0.6452324999675964,1.2488946489569277,10.100091135283844,2004-02-23
-0.37167801337725476,-0.3528249919839181,-0.37262386420233584,-0.3494340980052045,-0.39007881096866687,-0.9044695372626055,1.171025613380603,7.437190360688714,2004-02-24
0.13960513309680206,0.006603187826179228,0.01807837386082408,0.06855134743097513,0.25789469717255525,-1.8550053406776381,1.1023176408132498,1.2883103902599595,2004-02-25
