,actual,predicted,error,error_abs,error_sq
2013-01-29,1.72596645159098,0,1.72596645159098,1.72596645159098,2.978960192017559
2013-02-08,1.6471248163951675,0,1.6471248163951675,1.6471248163951675,2.713020160784814
2013-02-18,1.2439061678222956,0,1.2439061678222956,1.2439061678222956,1.547302554346349
2013-02-28,1.505209873042704,0,1.505209873042704,1.505209873042704,2.265656761905233
2013-03-10,4.296203758974476,0,4.296203758974476,4.296203758974476,18.45736673862642
2013-03-20,1.910681139764027,0,1.910681139764027,1.910681139764027,3.6507024178499616
2013-03-30,2.455814731689361,0,2.455814731689361,2.455814731689361,6.031025996382487
2013-04-09,1.0524336252038937,0,1.0524336252038937,1.0524336252038937,1.1076165354598098
2013-04-19,0.20094396508911574,0,0.20094396508911574,0.20094396508911574,0.04037847710573577
2013-04-29,0.14688112952627236,0,0.14688112952627236,0.14688112952627236,0.0215740662109136
2013-05-09,0.4577424340126199,0,0.4577424340126199,0.4577424340126199,0.20952813589579766
2013-05-19,0.8632137007339431,0,0.8632137007339431,0.8632137007339431,0.7451378931347895
2013-05-29,0.8136561014680032,0,0.8136561014680032,0.8136561014680032,0.6620362514561094
2013-06-08,-0.0017916682715463249,0,-0.0017916682715463249,0.0017916682715463249,3.2100751952657954e-06
2013-06-18,-0.4815993338917778,0,-0.4815993338917778,0.4815993338917778,0.23193791840500405
2013-06-28,-0.6190090409473376,0,-0.6190090409473376,0.6190090409473376,0.3831721927745426
2013-07-08,-0.709113766885409,0,-0.709113766885409,0.709113766885409,0.5028423343864141
2013-07-18,-0.8217446743079987,0,-0.8217446743079987,0.8217446743079987,0.6752643097535589
2013-07-28,-0.8667970372770353,0,-0.8667970372770353,0.8667970372770353,0.7513371038322461
2013-08-07,-0.9095967820976189,0,-0.9095967820976189,0.9095967820976189,0.8273663060023431
2013-08-17,-0.8938284550584561,0,-0.8938284550584561,0.8938284550584561,0.7989293070721865
2013-08-27,-0.9321229635821372,0,-0.9321229635821372,0.9321229635821372,0.8688532192371463
2013-09-06,-0.8758075098708421,0,-0.8758075098708421,0.8758075098708421,0.7670387943461652
2013-09-16,-0.8194920561595475,0,-0.8194920561595475,0.8194920561595475,0.6715672301086029
2013-09-26,-0.587472386869012,0,-0.587472386869012,0.587472386869012,0.3451238053335742
2013-10-06,-0.22705348311672535,0,-0.22705348311672535,0.22705348311672535,0.05155328419543708
2013-10-16,1.068201952243056,0,1.068201952243056,1.068201952243056,1.141055410775876
2013-10-26,-0.033328322349870966,0,-0.033328322349870966,0.033328322349870966,0.0011107770706569086
2013-11-05,2.0143015745928095,0,2.0143015745928095,2.0143015745928095,4.057410833407071
2013-11-15,1.4849363097066373,0,1.4849363097066373,1.4849363097066373,2.2050358438851663
2013-11-25,0.5140578877239155,0,0.5140578877239155,0.5140578877239155,0.2642555119311737
2013-12-05,-0.27661108238266535,0,-0.27661108238266535,0.27661108238266535,0.07651369089690968
2013-12-15,-0.44555744351654974,0,-0.44555744351654974,0.44555744351654974,0.1985214354730034
2013-12-25,0.7303092299752864,0,0.7303092299752864,0.7303092299752864,0.5333515713870957
2014-01-04,1.0141391166802125,0,1.0141391166802125,1.0141391166802125,1.0284781479809217
2014-01-14,1.9872701568113875,0,1.9872701568113875,1.9872701568113875,3.949242676153157
2014-01-24,3.2937886829134286,0,3.2937886829134286,3.2937886829134286,10.849043887688579
2014-02-03,4.577781027530951,0,4.577781027530951,4.577781027530951,20.95607913602233
2014-02-13,2.0233120471866166,0,2.0233120471866166,2.0233120471866166,4.0937916402904975
2014-02-23,1.6921771793642033,0,1.6921771793642033,1.6921771793642033,2.863463606360991
2014-03-05,1.566030563050902,0,1.566030563050902,1.566030563050902,2.4524517244095247
2014-03-15,0.43521625252810203,0,0.43521625252810203,0.43521625252810203,0.18941318646460467
2014-03-25,0.8767294096246533,0,0.8767294096246533,0.8767294096246533,0.7686544577007931
2014-04-04,0.4915317062393967,0,0.4915317062393967,0.4915317062393967,0.24160341823861256
2014-04-14,-0.024317849756064183,0,-0.024317849756064183,0.024317849756064183,0.0005913578167585108
2014-04-24,-0.08739115791271392,0,-0.08739115791271392,0.08739115791271392,0.0076372144813249
2014-05-04,0.6221835588496009,0,0.6221835588496009,0.6221835588496009,0.38711238090275474
2014-05-14,-0.447810061665001,0,-0.447810061665001,0.447810061665001,0.20053385132841198
2014-05-24,-0.4906098064855855,0,-0.4906098064855855,0.4906098064855855,0.24069798221982364
2014-06-03,-0.7113663850338611,0,-0.7113663850338611,0.7113663850338611,0.5060421337561435
2014-06-13,-0.7271347120730234,0,-0.7271347120730234,0.7271347120730234,0.5287248895015186
2014-06-23,-0.7361451846668311,0,-0.7361451846668311,0.7361451846668311,0.5419097329081629
2014-07-03,-0.8510287102378725,0,-0.8510287102378725,0.8510287102378725,0.7242498656491367
2014-07-13,-0.74740827540909,0,-0.74740827540909,0.74740827540909,0.5586191301499902
2014-07-23,-0.5649462053844946,0,-0.5649462053844946,0.5649462053844946,0.3191642149783395
2014-08-02,-0.7316399483699269,0,-0.7316399483699269,0.7316399483699269,0.5352970140507493
2014-08-12,-0.8285025287533547,0,-0.8285025287533547,0.8285025287533547,0.6864164401507034
2014-08-22,-0.8735548917223904,0,-0.8735548917223904,0.8735548917223904,0.7630981488521172
2014-09-01,-0.7834501657843186,0,-0.7834501657843186,0.7834501657843186,0.6137941622674763
2014-09-11,-0.6685666402132766,0,-0.6685666402132766,0.6685666402132766,0.44698135240606884
2014-09-21,-0.7068611487369577,0,-0.7068611487369577,0.7068611487369577,0.49965268359373144
2014-10-01,-0.8893232187615527,0,-0.8893232187615527,0.8893232187615527,0.7908957874284086
2014-10-11,-0.5784619142752057,0,-0.5784619142752057,0.5784619142752057,0.3346181862669354
2014-10-21,-0.8577865646832272,0,-0.8577865646832272,0.8577865646832272,0.7357977905510523
2014-10-31,-0.19551682903840026,0,-0.19551682903840026,0.19551682903840026,0.03822683043723103
2014-11-10,0.6356992677403115,0,0.6356992677403115,0.6356992677403115,0.4041135590055682
2014-11-20,0.6807516307093481,0,0.6807516307093481,0.6807516307093481,0.4634227827134366
2014-11-30,1.092980751876026,0,1.092980751876026,1.092980751876026,1.194606923971483
2014-12-10,0.05001854914284493,0,0.05001854914284493,0.05001854914284493,0.0025018552583551935
2014-12-20,-0.11442257569413607,0,-0.11442257569413607,0.11442257569413607,0.013092525828480297
2014-12-30,-0.16848541125697902,0,-0.16848541125697902,0.16848541125697902,0.028387333806433355
