,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-09-08,692.0,634.5999999999999,670.4,497.79999999999995,589.5999999999999,586.6,678.6,302.6,590.2,832.4000000000001,14.834748603351956,6.538603351955307,2.1763128491620116,6.774413407821228,3.92949720670391,10.322067039106145,7.7762569832402235,1.5974860335195533,10.667318435754188,1941154.0580050005,2739581.3784299996,2075235.3954200002,0.0,0.0,0.19960893854748604,0.10899441340782126
2008-03-06,572.6,401.8,609.0,390.40000000000003,551.8,517.4,552.2,428.40000000000003,554.4,806.6,14.417932960893857,6.152625698324022,2.054972067039106,5.797541899441339,3.650614525139665,18.720111731843577,14.549720670391059,18.62960893854749,19.5449720670391,1884155.122088,2809904.8836700004,2059905.6165899995,0.0,0.0,0.2916759776536313,0.21156424581005584
2008-09-02,1621.8,1041.2000000000003,1098.0,935.8,1420.4,990.7,1423.8,487.0,1374.6,1959.0,14.726536312849163,5.67659217877095,1.8083798882681563,6.064581005586592,3.4569832402234635,10.791899441340782,8.050837988826816,11.324581005586591,10.995530726256984,1872893.229809,2904478.4573399997,2192218.05487,0.0,0.0,0.38932960893854746,0.1903351955307263
2009-03-01,509.6,369.00000000000006,510.79999999999995,359.20000000000005,395.6000000000001,393.8,458.8,432.79999999999995,492.40000000000003,568.8,14.175977653631286,5.794636871508379,2.2143016759776537,5.857262569832402,3.7168156424581,19.13240223463687,15.236033519553073,14.248603351955307,19.972346368715083,1903465.6019100002,2873127.8173,2262305.05729,0.0,0.0,0.27960893854748603,-0.42519553072625704
2009-08-28,1420.0,845.2,932.6000000000001,839.6,1174.0,1100.9,1333.1999999999998,437.59999999999997,1227.4,1793.6,14.441508379888267,5.851061452513967,1.9889385474860335,6.83122905027933,3.698435754189944,11.344692737430167,8.14441340782123,2.998324022346369,11.67932960893855,2012114.398252,2968890.43726,2291066.5535999998,0.0,0.0,0.34083798882681565,-0.022569832402234653
2010-02-24,830.0,712.4,882.4000000000001,689.6,661.1999999999999,796.5,782.4000000000001,537.2,668.6,942.2000000000002,13.827430167597763,5.655251396648045,1.7147486033519552,5.696983240223464,3.546145251396648,17.558100558659216,13.03659217877095,17.581005586592177,18.43854748603352,1907660.9804619998,2873442.9024,2364972.1632000003,0.0,0.0,0.31910614525139663,-0.6443016759776536
2010-08-23,1453.1999999999998,990.2,1037.2,773.4,1163.1999999999998,1108.0,1243.0,566.2,1206.2,1742.6,13.47195530726257,5.380391061452515,1.6212290502793296,6.131229050279329,3.269832402234637,11.358659217877094,8.101675977653631,11.801396648044692,11.709217877094972,1883381.3992609996,2875240.913080001,2373596.2224000003,0.0,0.0,0.45173184357541907,-0.42134078212290504
2011-02-19,423.2,319.20000000000005,398.0,275.6,411.8,330.6,420.2,451.00000000000006,416.40000000000003,481.99999999999994,13.198603351955308,5.828100558659218,2.2285474860335195,6.575865921787709,3.7164245810055867,17.50977653631285,13.171508379888268,17.50167597765363,18.331564245810053,1856572.22243,2866842.5169599997,2254102.56,0.0,0.0,0.2308379888268157,-0.9431843575418993
2011-08-18,915.6,347.20000000000005,299.79999999999995,296.6,664.0,504.6,771.0,374.2,660.8,1026.0,13.35854748603352,6.137150837988828,2.7399441340782125,8.476312849162012,4.351675977653631,12.400837988826815,10.10977653631285,13.184636871508381,12.810335195530724,1873815.009671,2884085.784,2262811.2479999997,0.0,0.0,0.23430167597765367,-0.9598324022346368
2012-02-14,555.2,321.20000000000005,331.4,312.6,464.4,439.6,566.2,317.8,450.40000000000003,700.1999999999999,13.694581005586592,6.2460893854748605,2.707206703910615,7.524357541899442,4.479720670391061,17.330167597765364,13.444692737430167,17.25558659217877,18.1804469273743,1886697.6852180003,2781697.8096000003,2256284.9808,0.0,0.0,0.243463687150838,-0.9740782122905028
