,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-01-27,114.60000000000001,149.39999999999998,118.00000000000001,152.60000000000002,153.20000000000002,5.956896551724139,251.78034482758622,7.896551724137931
2004-02-26,63.60000000000001,93.0,62.199999999999996,90.0,102.0,7.193103448275862,251.91275862068966,7.0310344827586215
2004-03-27,74.8,88.8,81.4,85.4,105.6,11.572413793103447,251.91689655172408,3.2103448275862068
2004-04-26,86.8,143.8,95.6,119.6,134.8,14.32068965517241,252.08517241379312,10.048275862068966
2004-05-26,40.6,36.800000000000004,33.2,31.8,37.599999999999994,18.72241379310345,251.99931034482756,1.541379310344828
2004-06-25,0.0,0.2,0.0,0.0,0.0,22.68965517241379,251.6351724137931,1.4000000000000001
2004-07-25,35.599999999999994,40.99999999999999,33.0,27.4,40.8,23.725862068965522,250.35931034482758,2.7586206896551726
2004-08-24,29.599999999999998,27.6,41.800000000000004,41.199999999999996,46.6,21.420689655172417,248.5641379310345,3.193103448275862
2004-09-23,86.4,141.6,54.599999999999994,112.00000000000001,98.8,16.324137931034485,247.01551724137923,2.117241379310345
2004-10-23,110.2,151.2,70.8,134.0,136.6,12.724137931034482,246.9927586206897,0.6000000000000001
2004-11-22,124.20000000000002,161.79999999999998,108.39999999999999,123.39999999999999,138.4,8.375862068965517,248.19275862068966,0.6000000000000001
2004-12-22,73.4,119.20000000000002,84.6,99.8,89.8,5.622413793103449,249.74034482758623,0.6000000000000001
2005-01-21,3.4000000000000004,1.8,4.800000000000001,1.7999999999999998,2.6,3.620689655172414,250.6213793103448,0.6000000000000001
2005-02-20,71.8,70.0,57.8,79.8,94.8,4.668965517241379,250.9203448275862,0.6000000000000001
2005-03-22,91.4,119.4,137.6,106.6,98.0,11.582758620689656,251.9989655172414,8.393103448275863
2005-04-21,39.8,49.60000000000001,44.8,38.8,58.00000000000001,15.539655172413791,252.0613793103448,6.886206896551725
2005-05-21,20.599999999999998,23.8,35.599999999999994,23.8,37.8,19.900000000000002,251.96344827586205,1.193103448275862
2005-06-20,16.4,34.599999999999994,30.4,18.799999999999997,23.599999999999998,23.16034482758621,251.63172413793103,0.8896551724137929
2005-07-20,54.4,50.599999999999994,59.4,36.4,46.60000000000001,22.891379310344828,250.72,2.1724137931034484
2005-08-19,83.20000000000002,76.19999999999999,97.2,76.0,95.8,21.47241379310345,249.47172413793098,2.5
2005-09-18,88.60000000000001,94.99999999999999,99.39999999999999,85.6,101.0,15.862068965517242,248.4858620689655,1.206896551724138
2005-10-18,163.39999999999998,181.2,166.59999999999997,162.79999999999998,172.0,14.00689655172414,249.02103448275864,0.5862068965517241
2005-11-17,187.59999999999994,241.6,202.6,211.8,229.0,5.0120689655172415,251.04931034482757,6.548275862068966
2005-12-17,67.60000000000001,77.4,67.0,63.2,84.19999999999999,3.6241379310344826,251.9086206896552,6.410344827586207
2006-01-16,77.6,99.60000000000001,61.199999999999996,73.2,113.8,4.972413793103448,251.78206896551725,6.820689655172414
2006-02-15,132.2,172.20000000000002,125.2,141.79999999999998,164.8,6.260344827586207,251.89068965517242,8.182758620689654
2006-03-17,29.599999999999998,58.8,34.4,32.400000000000006,48.4,11.049999999999997,251.98931034482763,4.5793103448275865
2006-04-16,69.60000000000001,79.60000000000001,73.4,70.00000000000001,84.6,15.386206896551725,252.05586206896558,5.948275862068965
2006-05-16,58.6,47.800000000000004,80.2,34.6,53.199999999999996,16.841379310344827,251.9893103448276,0.9310344827586208
2006-06-15,9.0,11.4,9.4,12.6,13.0,24.367241379310347,251.72689655172417,1.0
2006-07-15,31.4,150.4,43.8,27.4,42.199999999999996,24.48103448275862,250.7075862068966,2.4482758620689653
2006-08-14,29.199999999999996,26.4,30.399999999999995,18.4,35.800000000000004,21.320689655172412,249.42206896551727,2.603448275862069
2006-09-13,78.4,151.6,124.6,64.99999999999999,107.8,18.96034482758621,248.14,2.589655172413794
2006-10-13,31.999999999999996,37.99999999999999,28.799999999999997,28.200000000000003,34.6,14.241379310344827,246.83793103448278,2.279310344827586
2006-11-12,161.39999999999998,225.2,159.6,124.8,201.20000000000002,11.248275862068963,246.24482758620687,2.1999999999999997
2006-12-12,35.99999999999999,57.6,30.800000000000004,21.799999999999997,66.2,7.782758620689655,246.80344827586205,2.013793103448276
2007-01-11,66.8,117.6,55.8,71.6,101.2,8.424137931034483,247.16896551724136,0.7344827586206899
2007-02-10,72.00000000000001,111.4,71.8,85.4,123.8,10.555172413793102,249.94103448275865,1.2620689655172417
2007-03-12,44.4,89.4,53.6,47.6,56.8,10.910344827586208,250.93689655172415,1.737931034482759
2007-04-11,44.800000000000004,63.6,45.400000000000006,45.4,64.2,17.23620689655172,251.10241379310344,0.6000000000000001
2007-05-11,70.4,78.00000000000001,63.00000000000001,79.0,93.4,18.66206896551724,251.0427586206897,0.6000000000000001
2007-06-10,1.8,1.8,12.4,0.0,1.8,21.556896551724137,250.83068965517242,0.8724137931034484
2007-07-10,2.6,8.6,3.0,1.6,2.2,24.13103448275862,249.85172413793097,2.355172413793103
2007-08-09,65.8,54.4,64.0,62.60000000000001,95.4,21.268965517241377,248.3851724137931,2.789655172413793
2007-09-08,91.4,78.00000000000001,97.6,64.8,115.60000000000001,18.843103448275862,246.94586206896548,2.4737931034482763
2007-10-08,69.2,111.6,75.2,54.8,76.8,13.258620689655174,245.76310344827584,2.0086206896551726
2007-11-07,44.800000000000004,75.4,46.39999999999999,40.800000000000004,59.400000000000006,9.651724137931033,244.92241379310343,1.509310344827586
2007-12-07,62.8,68.2,78.59999999999998,45.4,71.8,5.400000000000002,244.8434482758621,0.9517241379310348
2008-01-06,132.79999999999998,148.2,126.6,97.2,152.6,7.998275862068966,246.6379310344828,0.6000000000000001
2008-02-05,10.6,9.8,12.8,6.0,21.2,8.274137931034483,248.20344827586206,0.6000000000000001
2008-03-06,71.8,77.6,66.0,71.6,103.4,9.331034482758621,248.77586206896552,0.6000000000000001
2008-04-05,106.80000000000001,138.8,86.2,99.59999999999998,132.2,13.179310344827586,250.40275862068964,0.6000000000000001
2008-05-05,73.2,100.80000000000001,79.2,55.6,76.19999999999999,18.21206896551724,251.39379310344825,1.0934482758620692
2008-06-04,57.6,64.0,52.8,38.4,59.2,21.391379310344828,251.47586206896545,1.12
2008-07-04,4.0,1.6,3.6,4.0,6.6000000000000005,22.96379310344828,250.91999999999996,1.9110344827586208
2008-08-03,20.4,24.599999999999998,17.799999999999997,25.200000000000003,33.0,23.95689655172414,249.55137931034486,2.8386206896551722
2008-09-02,30.0,37.0,44.0,37.8,29.399999999999995,18.931034482758626,247.88034482758624,2.89551724137931
2008-10-02,46.6,118.2,61.6,51.0,49.6,16.577586206896548,246.3558620689655,2.1217241379310345
2008-11-01,133.2,201.99999999999997,135.2,139.6,146.2,10.813793103448276,246.23862068965516,1.0
2008-12-01,126.19999999999999,198.59999999999997,127.0,153.59999999999997,135.6,6.255172413793104,250.6548275862069,3.187586206896551
2008-12-31,107.00000000000001,145.0,97.2,88.0,128.4,5.489655172413793,251.16137931034478,4.016206896551724
2009-01-30,101.0,124.20000000000002,98.4,81.60000000000001,108.2,6.405172413793104,251.87413793103448,8.297931034482758
2009-03-01,129.2,155.2,127.19999999999999,136.0,175.8,10.072413793103449,251.5131034482759,4.120689655172414
2009-03-31,68.39999999999999,90.39999999999999,64.80000000000001,48.8,98.60000000000001,14.937931034482759,251.6048275862069,6.365172413793105
2009-04-30,6.200000000000001,4.800000000000001,10.2,0.2,5.2,19.063793103448276,251.25034482758622,0.6000000000000001
2009-05-30,26.6,25.000000000000004,39.2,16.599999999999998,39.60000000000001,20.50172413793103,251.07034482758618,0.6000000000000001
2009-06-29,8.600000000000001,47.400000000000006,9.0,11.399999999999999,13.8,23.94137931034483,250.64655172413794,1.2051724137931035
2009-07-29,26.6,0.2,16.6,10.200000000000001,10.2,26.308620689655175,249.50379310344826,2.455172413793103
2009-08-28,44.800000000000004,53.599999999999994,59.800000000000004,40.8,73.19999999999999,22.067241379310346,247.91379310344828,2.8393103448275863
2009-09-27,40.800000000000004,0.0,47.6,25.0,52.400000000000006,16.051724137931036,246.2551724137931,2.6744827586206896
2009-10-27,61.0,102.0,63.6,69.0,83.8,11.705172413793104,245.3465517241379,0.7972413793103451
2009-11-26,258.2,346.20000000000005,251.79999999999998,233.0,276.6,7.139655172413794,246.03068965517244,0.6306896551724137
2009-12-26,160.99999999999997,176.6,151.79999999999998,151.2,215.2,5.998275862068966,251.7489655172414,9.590689655172413
2010-01-25,99.20000000000002,127.79999999999998,92.39999999999999,107.4,119.0,5.21551724137931,251.56241379310342,4.156206896551724
2010-02-24,65.4,67.8,66.6,47.800000000000004,77.60000000000001,8.53793103448276,252.06344827586202,6.25586206896552
2010-03-26,65.4,65.0,62.80000000000001,48.800000000000004,82.80000000000001,12.767241379310343,251.87241379310345,3.6348275862068964
2010-04-25,98.8,131.8,123.0,83.4,161.4,16.225862068965515,251.8596551724138,4.668275862068966
2010-05-25,54.8,82.8,68.4,70.80000000000001,103.2,19.784482758620694,251.72379310344834,0.9375862068965519
2010-06-24,12.2,4.2,2.2,10.4,4.6,25.018965517241377,251.66862068965517,0.8017241379310345
2010-07-24,115.80000000000001,104.0,98.0,129.0,159.20000000000005,21.577586206896548,250.92931034482757,2.2610344827586206
