,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-03-30,38.5,11.5551724137931,274.24093317241375
2015-04-29,82.1,16.339655172413792,274.51783262068966
2015-05-29,117.89999999999999,19.218965517241376,267.0107801206897
2015-06-28,72.4,24.855172413793102,254.32510436206897
2015-07-28,82.60000000000001,22.970689655172414,253.3545100482758
2015-08-27,39.9,20.982758620689655,267.2078214413793
2015-09-26,172.29999999999998,13.898275862068964,251.64460920689658
2015-10-26,78.60000000000001,11.99655172413793,246.82953283448276
2015-11-25,10.0,7.356896551724137,278.22003116206895
2015-12-25,138.89999999999998,5.584482758620688,272.02555695862065
2016-01-24,138.90000000000003,7.251724137931036,277.1931688724138
2016-02-23,161.0,7.291379310344827,264.9844849931034
2016-03-24,35.2,13.525862068965518,251.6416835413793
2016-04-23,205.49999999999997,12.275862068965518,274.9325834103448
2016-05-23,84.2,17.024137931034485,276.8490170275862
2016-06-22,46.3,22.57413793103448,279.17761982413793
2016-07-22,63.1,21.956896551724142,291.7568836137931
2016-08-21,105.90000000000002,20.324137931034485,293.7761519793104
2016-09-20,105.8,15.068965517241377,284.6736890344827
2016-10-20,150.6,11.129310344827584,291.5976942551723
2016-11-19,53.5,8.243103448275862,296.6075439
2016-12-19,69.6,3.1758620689655173,296.6075439
2017-01-18,75.39999999999999,6.1517241379310335,296.6075439
2017-02-17,79.1,8.14310344827586,290.2402093034483
2017-03-19,65.5,12.632758620689653,278.8842995275862
2017-04-18,132.8,12.39137931034483,284.53265300689657
2017-05-18,54.5,18.824137931034485,286.2560674310345
2017-06-17,104.20000000000002,23.101724137931033,293.29736345517244
2017-07-17,21.8,24.89137931034482,286.2830665413793
2017-08-16,220.50000000000003,21.78965517241379,219.71828888620686
2017-09-15,57.1,15.189655172413794,270.1840287793103
2017-10-15,86.7,12.351724137931033,206.04897463793102
2017-11-14,183.3,6.310344827586208,291.59843606206897
2017-12-14,253.70000000000002,5.908620689655172,285.17821124482765
2018-01-13,201.6,5.85,282.99435023448274
2018-02-12,270.7,4.746551724137931,273.60735415172417
2018-03-14,149.0,8.6,250.1110086137931
2018-04-13,114.39999999999999,15.715517241379313,269.60448724137933
2018-05-13,117.30000000000001,18.075862068965513,263.3262000275862
2018-06-12,51.6,19.953448275862073,268.5523434344828
2018-07-12,72.4,23.429310344827584,270.2167868931034
2018-08-11,54.099999999999994,21.13275862068966,280.6892729689655
2018-09-10,103.39999999999999,18.58448275862069,291.1783099896552
2018-10-10,438.5,14.606896551724137,282.2222336413793
2018-11-09,212.79999999999998,9.455172413793104,272.5237047965517
2018-12-09,197.39999999999998,6.705172413793103,271.73434824827586
2019-01-08,113.60000000000001,13.786206896551722,275.6241798137931
2019-02-07,138.10000000000002,17.736206896551725,228.87365804137934
2019-03-09,52.699999999999996,15.337931034482759,224.60825215517244
2019-04-08,56.9,13.48793103448276,209.5063131448276
2019-05-08,421.3,14.131034482758619,217.27582101379306
2019-06-07,46.300000000000004,17.348275862068963,230.78401309310348
2019-07-07,130.29999999999998,12.943103448275865,282.01907218275863
2019-08-06,112.2,15.808620689655172,285.792646462069
2019-09-05,63.7,13.039655172413791,290.0736948275862
2019-10-05,137.8,14.346551724137932,234.0360649965517
2019-11-04,76.9,15.010344827586206,235.61233153448273
2019-12-04,81.2,14.70862068965517,223.0094815103448
2020-01-03,92.40000000000002,13.868965517241381,229.54496381724135
2020-02-02,131.89999999999998,14.613793103448279,221.68163271034484
2020-03-03,64.7,16.543103448275865,224.61075965862074
2020-04-02,61.1,16.627586206896552,224.5961965827586
2020-05-02,51.7,14.886206896551723,224.43128491034489
2020-06-01,108.30000000000001,14.351724137931035,224.16942114827592
