,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2015-01-09,0.0,0.2,1.2,1.0,1.2,36.59111111111112,50.528888888888886,293.1,6.477777777777778,5.633333333333332,5.15,0.3509157128888889,2.9552807753333337,5.873399988555556,23.37953376
2015-01-19,17.0,32.6,29.599999999999998,39.6,42.199999999999996,36.58555555555555,50.519999999999996,293.2266666666667,2.872222222222222,3.038888888888889,2.1888888888888887,0.3487534963333333,2.941690761777777,5.873399988555556,23.37953376
2015-01-29,105.2,145.8,121.0,156.8,79.8,36.56666666666667,50.50888888888889,293.3033333333334,1.3944444444444442,1.3722222222222222,0.5611111111111111,0.35459414077777773,2.9717606305555555,6.245635930777778,25.084808975555557
2015-02-08,14.2,30.6,24.799999999999997,18.8,33.599999999999994,36.57,50.513333333333335,293.2355555555556,4.388888888888889,4.072222222222222,2.8944444444444444,0.35783343933333334,3.0239472721111107,6.39737759488889,25.799669641111112
2015-02-18,34.800000000000004,43.7,34.2,40.6,50.99999999999999,36.61333333333334,50.54666666666667,293.4522222222222,4.461111111111111,4.449999999999999,3.172222222222222,0.3603638781111111,3.0330483485555555,6.433317918444446,25.944611605555554
2015-02-28,34.4,54.0,47.800000000000004,50.4,18.8,36.62111111111111,50.55222222222222,293.4911111111111,4.816666666666666,4.694444444444445,3.7277777777777774,0.34860173944444445,2.9431955224444444,5.814475450444444,23.62668007888889
2015-03-10,64.80000000000001,95.50000000000001,77.00000000000001,114.6,99.0,36.61555555555556,50.54555555555555,293.56777777777774,5.533333333333333,5.305555555555556,4.438888888888888,0.34769577811111113,2.9457449482222224,5.772941438444444,23.482806974444443
2015-03-20,51.6,94.49999999999999,76.20000000000002,94.8,88.2,36.559999999999995,50.5,293.6088888888888,7.733333333333334,7.605555555555556,6.699999999999999,0.3493872817777778,2.951982033,5.772941438444444,23.482806974444443
2015-03-30,17.6,32.5,31.4,31.6,20.8,36.53777777777778,50.47888888888888,293.3,7.083333333333333,7.038888888888888,6.483333333333334,0.3554668114444444,3.0059409811111113,6.130786421555555,24.14191901222222
2015-04-09,0.0,0.6000000000000001,7.0,0.6,0.4,36.56444444444444,50.49888888888889,292.9122222222222,12.0,10.21111111111111,10.127777777777778,0.35942119766666664,3.032860527333333,6.2337633951111115,24.33159154111111
2015-04-19,1.2,0.8,14.399999999999999,1.4,2.0,36.55777777777778,50.48777777777778,292.6044444444444,11.894444444444446,11.066666666666666,10.433333333333334,0.35881269322222226,3.0190210914444444,6.198937901222222,24.195660862222223
2015-04-29,8.0,5.800000000000001,8.6,5.2,11.4,36.55,50.48,292.16555555555556,15.355555555555554,14.18888888888889,14.266666666666667,0.3574440734444444,2.976015498,6.210159653777778,23.607318728888888
2015-05-09,0.4,0.0,3.0,0.2,0.8,36.55555555555556,50.477777777777774,291.8588888888889,16.583333333333332,14.86111111111111,14.988888888888889,0.35249079322222227,2.949474668222222,6.168711527444444,23.268174815555554
