,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-01-13,38.400000000000006,27.799999999999997,48.4,57.8,33.8,32.6,30.0,11.210714285714285,1.986428571428571
1998-01-28,38.2,26.799999999999997,32.8,39.199999999999996,21.4,26.399999999999995,38.2,12.87857142857143,1.7221428571428568
1998-02-12,48.20000000000001,25.400000000000002,42.8,55.0,24.0,53.199999999999996,41.2,13.728571428571431,1.6321428571428573
1998-02-27,40.6,40.0,23.4,30.0,27.599999999999998,36.8,37.6,13.37857142857143,1.5964285714285715
1998-03-14,20.4,15.000000000000002,16.0,26.4,13.999999999999998,25.0,20.4,11.964285714285712,1.729285714285714
1998-03-29,25.999999999999996,20.0,18.2,23.199999999999996,14.799999999999999,23.4,12.8,9.625,1.8214285714285714
1998-04-13,49.4,50.2,41.4,45.800000000000004,42.4,39.8,65.0,9.510714285714286,2.407857142857143
1998-04-28,28.800000000000004,21.8,27.000000000000004,39.2,25.2,48.8,33.00000000000001,11.539285714285715,2.087857142857143
1998-05-13,12.0,6.8,8.8,13.6,18.6,8.4,8.4,14.764285714285714,1.4978571428571428
1998-05-28,56.400000000000006,25.799999999999997,28.599999999999998,28.400000000000002,19.200000000000003,62.99999999999999,80.4,14.860714285714284,1.4935714285714285
1998-06-12,6.0,4.0,6.0,8.2,10.600000000000001,5.6,22.599999999999998,12.649999999999997,1.3942857142857144
1998-06-27,28.400000000000002,12.0,58.4,33.8,24.2,49.39999999999999,43.0,21.639285714285712,1.1885714285714286
1998-07-12,50.6,34.8,51.8,49.2,31.0,45.8,19.6,22.650000000000002,1.147857142857143
1998-07-27,31.0,17.6,30.799999999999997,14.000000000000002,15.6,29.8,9.799999999999999,20.97142857142857,1.1078571428571429
1998-08-11,34.99999999999999,17.2,25.999999999999996,28.799999999999997,23.2,34.2,18.6,23.13571428571429,1.094285714285714
1998-08-26,28.800000000000004,17.599999999999998,21.8,28.200000000000003,16.0,20.799999999999997,18.999999999999996,17.735714285714288,1.105714285714286
1998-09-10,29.6,18.6,24.799999999999997,34.0,19.400000000000002,27.6,21.799999999999997,22.275000000000002,1.1207142857142858
1998-09-25,27.2,25.599999999999998,21.0,29.6,28.6,41.800000000000004,27.6,13.771428571428572,1.6207142857142858
1998-10-10,31.2,14.399999999999999,24.2,36.8,19.599999999999998,31.0,16.599999999999998,10.614285714285716,1.7571428571428573
1998-10-25,59.400000000000006,85.6,58.800000000000004,58.599999999999994,62.00000000000001,80.8,76.2,11.664285714285715,1.772857142857143
1998-11-09,22.0,9.399999999999999,11.6,20.200000000000003,9.6,25.4,8.200000000000001,11.99642857142857,1.7114285714285717
1998-11-24,35.4,28.599999999999998,31.200000000000003,38.4,27.0,32.2,23.4,12.057142857142859,1.5835714285714284
1998-12-09,24.2,17.599999999999998,23.0,28.599999999999998,30.599999999999998,20.0,36.8,18.025,1.3764285714285711
1998-12-24,52.0,32.800000000000004,26.2,53.8,35.800000000000004,71.4,32.0,13.946428571428571,1.5614285714285716
1999-01-08,68.4,74.39999999999999,61.400000000000006,81.80000000000001,71.6,91.0,37.00000000000001,10.792857142857143,2.029285714285714
1999-01-23,22.4,13.6,18.799999999999997,22.8,18.4,20.8,22.400000000000002,12.671428571428569,1.672142857142857
1999-02-07,27.400000000000006,23.8,23.799999999999997,35.0,25.2,22.2,36.400000000000006,12.039285714285715,2.1314285714285717
1999-02-22,38.0,20.8,30.0,55.0,29.0,47.800000000000004,70.60000000000001,11.767857142857142,2.187142857142857
1999-03-09,28.799999999999997,17.6,21.799999999999997,44.199999999999996,10.4,21.8,22.2,12.571428571428573,1.9321428571428574
1999-03-24,37.4,23.799999999999997,33.4,57.400000000000006,31.8,48.800000000000004,57.40000000000001,11.903571428571428,1.8400000000000003
1999-04-08,36.0,16.2,36.800000000000004,65.2,27.0,61.39999999999999,69.60000000000001,10.032142857142857,2.3207142857142857
1999-04-23,17.0,10.6,14.0,24.0,11.599999999999996,7.0,9.0,9.500000000000002,1.9249999999999994
1999-05-08,23.0,9.4,21.0,36.0,22.6,28.2,13.6,11.74642857142857,1.6985714285714286
1999-05-23,12.6,9.399999999999999,7.800000000000001,31.200000000000003,5.200000000000001,17.2,30.200000000000003,14.903571428571428,1.4414285714285717
1999-06-07,39.800000000000004,19.8,39.400000000000006,29.999999999999996,27.2,36.800000000000004,21.6,14.157142857142858,1.3771428571428574
1999-06-22,38.800000000000004,25.6,34.0,32.2,31.999999999999996,23.8,14.0,12.896428571428572,1.3564285714285713
1999-07-07,28.4,19.599999999999998,20.4,44.0,19.2,45.0,32.2,17.77142857142857,1.2521428571428572
1999-07-22,32.4,27.2,45.8,62.0,24.200000000000003,62.6,45.000000000000014,17.517857142857146,1.2092857142857143
1999-08-06,11.799999999999999,11.599999999999998,23.399999999999995,13.8,15.6,40.4,26.4,21.542857142857144,1.2107142857142859
1999-08-21,14.0,9.4,30.4,20.6,12.0,19.599999999999998,24.2,16.817857142857143,1.2164285714285714
1999-09-05,21.8,33.4,30.8,50.0,30.4,50.800000000000004,17.2,17.217857142857145,1.2371428571428569
1999-09-20,30.0,25.0,30.999999999999996,35.8,19.8,33.8,24.8,16.614285714285714,1.317142857142857
1999-10-05,39.39999999999999,21.599999999999998,38.2,16.6,37.599999999999994,26.799999999999997,44.0,18.614285714285717,1.217142857142857
1999-10-20,63.00000000000001,39.00000000000001,31.0,48.8,30.0,47.00000000000001,87.80000000000001,15.257142857142856,2.251428571428572
1999-11-04,58.199999999999996,54.0,56.4,62.4,34.0,64.4,31.0,11.921428571428573,1.8885714285714283
1999-11-19,52.60000000000001,30.4,37.00000000000001,42.2,30.0,33.4,66.6,11.17857142857143,2.152857142857143
1999-12-04,19.0,11.600000000000001,26.599999999999998,29.6,14.0,18.799999999999997,17.2,11.242857142857146,1.747142857142857
1999-12-19,32.400000000000006,18.4,23.800000000000004,35.6,24.999999999999996,34.199999999999996,9.4,17.75,1.4364285714285716
2000-01-03,33.8,23.0,26.4,38.599999999999994,21.6,40.2,32.400000000000006,13.092857142857142,1.6500000000000001
2000-01-18,41.2,23.2,22.399999999999995,35.4,36.6,61.800000000000004,22.599999999999998,11.571428571428571,1.5607142857142857
2000-02-02,28.599999999999998,21.0,14.4,12.8,11.4,18.0,35.4,14.732142857142858,1.6614285714285715
2000-02-17,30.6,29.599999999999998,26.8,31.0,36.0,43.4,18.4,13.95,1.5771428571428572
2000-03-03,44.800000000000004,42.4,18.6,45.4,25.6,42.599999999999994,29.2,13.817857142857145,1.6392857142857142
2000-03-18,55.6,35.2,47.4,66.8,41.8,54.0,68.8,14.953571428571431,1.7035714285714287
2000-04-02,48.8,59.2,42.6,53.4,41.0,73.6,74.8,10.753571428571428,2.201428571428571
2000-04-17,24.000000000000004,15.200000000000001,24.400000000000002,36.0,16.0,29.000000000000004,14.4,11.092857142857142,1.6828571428571428
2000-05-02,47.6,30.400000000000002,32.6,39.199999999999996,29.0,37.599999999999994,28.799999999999997,11.546428571428574,1.4214285714285715
2000-05-17,56.199999999999996,62.4,48.00000000000001,48.800000000000004,43.0,62.60000000000001,35.6,16.857142857142858,1.259285714285714
2000-06-01,60.199999999999996,41.6,48.6,41.0,55.400000000000006,59.8,19.400000000000002,18.282142857142855,1.2857142857142854
2000-06-16,47.2,26.799999999999997,40.6,34.6,26.0,75.4,20.200000000000003,17.117857142857144,1.1871428571428575
2000-07-01,69.6,39.4,60.800000000000004,69.4,42.400000000000006,66.8,51.8,17.678571428571423,1.1578571428571427
