,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-09-07,1078.0,1138.2,850.8,799.6,916.8,2899.2,683.2,8.567657992565055,0.0,0.0,10.76096654275093,11.37806691449814,41464.4075555,38590.91201289999,41496.331285800006
2009-06-04,652.0,858.4,685.5999999999999,345.79999999999995,394.19999999999993,4441.999999999999,429.4,7.741263940520445,0.0,0.0,14.125092936802975,14.50167286245353,39359.4089468,37566.73389309999,39796.09803555
2010-03-01,812.8000000000002,864.6,1032.4,758.2,501.0,1671.7999999999997,591.2,6.80371747211896,0.0,0.0,15.729925650557622,16.155204460966544,33442.42336942001,33254.64228472,38149.07036072
2010-11-26,600.2,598.8,689.0,542.8,543.2,3509.8,527.6,6.400000000000001,0.0,0.0,12.975836431226766,13.28085501858736,29061.844780320003,28868.754886700004,36372.93592456
2011-08-23,502.19999999999993,516.4000000000001,472.0,410.8,420.8,1301.1999999999998,337.2,7.493308550185872,0.0,0.0,11.598698884758363,10.772118959107805,38755.39209687,36756.003634060005,39177.202141539994
2012-05-19,816.8,781.6,1012.2,750.8,799.0,8640.400000000001,798.5999999999999,7.868773234200743,0.0,0.0,15.298513011152417,14.927323420074348,40126.83881488,38558.15624429,41217.42193314001
2013-02-13,811.5999999999999,879.5999999999999,821.6,820.8000000000001,676.8,2263.0,869.5999999999999,6.591449814126394,0.0,0.0,16.06375464684015,15.820817843866172,30514.97469545,30499.08020039,37796.872152769996
2013-11-10,652.4,965.4,957.8,804.4,1780.8,6479.0,709.4,5.483271375464684,0.0,0.0,9.039776951672861,12.332342007434942,23483.255212170003,23050.27470994,30348.937787208997
2014-08-07,716.2,761.4,866.4,761.5999999999999,2401.2,12230.2,713.0,5.334944237918215,0.0,0.0,3.844981412639405,11.884572490706319,23588.86697966,22568.703054949998,29007.959614779997
2015-05-04,538.1999999999999,522.8,878.0,526.1999999999999,568.8,1653.1999999999998,585.4000000000001,5.934200743494425,0.0,3.9455390334572487,16.21189591078067,15.831970260223049,26666.89281692,26348.11027592,37809.22237937999
2016-01-29,785.4000000000001,727.4000000000001,979.1999999999999,810.5999999999999,672.8,1016.8000000000002,752.5999999999999,6.887732342007435,0.0,16.883271375464684,15.907806691449814,15.576208178438662,31954.869008029997,34203.001668150006,34860.30890053
2016-10-25,439.6,444.0,506.4000000000001,448.80000000000007,380.2,925.8000000000001,342.2,7.825278810408922,0.0,13.184572490706321,12.834944237918217,10.174907063197027,48783.9234495,45286.69880319999,35817.910148874995
2017-07-22,879.4000000000001,821.5999999999999,870.2,782.0,699.0,877.4,622.8,8.098884758364314,4.377695167286246,12.75167286245353,12.339405204460967,12.193122676579927,53349.46383119999,55191.3770931,55084.955786000006
2018-04-18,738.8,712.1999999999999,772.5999999999999,711.1999999999999,599.0,661.0,592.4,7.5193308550185884,18.15557620817844,17.291263940520448,17.05074349442379,16.842193308550186,51786.449580500004,51034.5883608,42230.949973899995
