,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-04-25,168.0,112.4,222.4,153.20000000000002,202.6,270.2,137.2,9.091044776119404,0.0,0.0,20.0544776119403,20.832835820895525,19690.8638663,19191.0656932,21491.640699500003
2008-09-07,636.2,659.2,493.4,468.0,667.1999999999999,1864.6,401.19999999999993,9.222388059701494,0.0,0.0,10.480970149253732,11.247014925373133,20964.826107399997,19632.8675114,20781.219306200008
2009-01-20,441.6,479.0,357.4,330.79999999999995,246.4,1034.2,282.0,7.91268656716418,0.0,0.0,11.048880597014927,11.527985074626866,20364.299208100005,18823.4720933,20558.633847700003
2009-06-04,226.59999999999997,272.6,261.6,216.39999999999998,158.0,232.79999999999998,195.40000000000003,7.723134328358208,0.0,0.0,21.199626865671643,21.513059701492537,19100.189399000003,18493.977040700003,20610.9237479
2009-10-17,425.4,585.8,423.99999999999994,129.4,236.2,4203.2,234.0,7.75820895522388,0.0,0.0,7.090671641791046,7.533208955223881,20104.0336847,18947.469120499994,19035.235727650004
2010-03-01,366.4,407.0,506.8,355.0,215.40000000000003,647.1999999999999,324.0,6.911940298507463,0.0,0.0,14.305223880597014,14.80671641791045,17212.15721294,17031.4984402,19066.71490845
2010-07-14,446.4,457.6,525.6,403.20000000000005,285.6,1024.6,267.20000000000005,6.696268656716419,0.0,0.0,17.084701492537313,17.43432835820896,16101.909356480002,16096.09358852,18925.599239969997
2010-11-26,434.59999999999997,449.0,469.00000000000006,341.4,342.79999999999995,3117.4000000000005,357.4,6.2828358208955235,0.0,0.0,6.910447761194031,7.3720149253731355,13460.57856536,13236.91355506,17179.66884816
2011-04-10,165.6,149.8,219.8,201.39999999999998,200.2,392.20000000000005,170.2,6.522388059701494,0.0,0.0,18.998880597014924,19.161194029850744,15492.888694960002,15520.987251640003,19043.328516400004
2011-08-23,247.79999999999995,324.79999999999995,254.6,175.0,220.8,1032.8,162.0,7.494029850746269,0.0,0.0,14.167537313432835,13.51865671641791,19465.822721400004,18436.201250799997,19830.971856869997
2012-01-05,254.19999999999996,191.40000000000003,217.4,235.60000000000002,199.79999999999998,268.0,174.8,7.491044776119404,0.0,0.0,9.075000000000001,8.069029850746269,19126.215835370003,18182.896783259996,19195.10676627
2012-05-19,192.8,149.20000000000002,249.99999999999997,168.0,236.4,225.0,171.99999999999997,7.790298507462689,0.0,0.0,21.788805970149255,21.307089552238804,19391.028581180006,19089.693936789998,21071.809604500006
2012-10-01,602.6,626.5999999999999,753.8,578.5999999999999,547.4,8412.2,626.4,7.9447761194029844,0.0,0.0,8.786567164179104,8.511194029850746,20601.110745700003,19329.070607199996,19980.68624864
2013-02-13,331.2,430.59999999999997,376.0,349.20000000000005,341.4,1752.8,339.0,6.707462686567163,0.0,0.0,12.184701492537316,11.866044776119404,15807.235768450002,15619.42348303,18078.84682097
2013-06-28,480.4,449.0,445.59999999999997,471.6,335.4,510.19999999999993,530.5999999999999,6.47686567164179,0.0,0.0,19.93097014925373,19.76753731343284,14605.030455,14783.0478516,19564.6850337
2013-11-10,380.79999999999995,585.2,555.0,452.79999999999995,451.1999999999999,3915.0,389.5999999999999,6.014925373134329,0.0,0.0,9.74179104477612,7.832089552238806,12039.63957137,11984.6775341,16696.805382090002
2014-03-25,262.79999999999995,366.99999999999994,395.2,343.79999999999995,1320.0,2560.4,309.0,4.954477611940298,0.0,0.0,8.27686567164179,16.869402985074625,11358.746116549999,10978.019094210002,13533.944885119
2014-08-07,389.19999999999993,449.8,477.6,452.0,1566.1999999999998,8117.4,457.79999999999995,5.294776119402983,0.0,0.0,0.0,15.926119402985075,12383.10604582,11678.05185294,14644.54764955
2014-12-20,327.00000000000006,311.59999999999997,388.59999999999997,309.4,835.0,4107.4,255.20000000000005,5.374626865671642,0.0,0.0,7.71865671641791,7.873880597014924,11107.81156443,10793.4159325,14265.93640227
2015-05-04,248.6,236.2,560.2,255.2,257.59999999999997,361.19999999999993,439.59999999999997,5.67089552238806,0.0,0.0,21.70597014925373,21.297761194029857,13701.291228040003,13344.90001858,18794.911512880004
2015-09-16,289.4,284.2,313.79999999999995,263.0,311.20000000000005,1283.2,145.20000000000002,6.19776119402985,0.0,7.920522388059701,10.685820895522388,10.325746268656717,12851.51998888,12881.22785734,18862.561746499996
2016-01-29,514.5999999999999,431.4,557.6,519.0,455.40000000000003,717.6,456.19999999999993,6.280597014925374,0.0,12.50261194029851,11.899253731343284,11.836940298507463,14640.25863853,14535.075791749998,13899.310375330002
2016-06-12,270.8,295.99999999999994,421.4,291.59999999999997,217.4,299.0,296.4,7.4970149253731355,0.0,21.248507462686568,19.89813432835821,19.290298507462683,17186.2535695,19546.119156400007,20823.330685200002
2016-10-25,360.8,360.4,411.6,354.79999999999995,306.8,818.2,244.8,7.913432835820896,0.0,8.37313432835821,7.7664179104477595,5.923507462686567,23539.862962699997,19420.386558500002,11992.244469674999
2017-03-09,78.80000000000001,83.4,94.80000000000001,94.0,73.4,107.6,97.39999999999999,7.736567164179105,0.0,18.028358208955225,17.92649253731343,14.43507462686567,25064.303533600003,25734.430421599995,23668.909466899997
2017-07-22,305.0,325.79999999999995,253.20000000000002,300.79999999999995,269.4,330.40000000000003,192.0,8.046268656716418,0.7313432835820896,17.842537313432832,17.470149253731343,17.342910447761195,27583.567433000004,26423.108970300003,28575.616620599998
2017-12-04,574.4000000000001,495.8,616.8,481.19999999999993,429.6,547.0,430.79999999999995,8.15,8.01679104477612,7.732835820895521,7.276865671641791,7.107089552238805,25591.549424599994,28588.881898500003,26329.904256799997
2018-04-18,352.4,370.0,432.0,340.0,275.8,272.4,269.79999999999995,7.4358208955223875,22.496268656716417,21.277238805970146,21.12537313432836,21.07835820895522,27373.7343083,27364.045759099998,21994.246111
2018-08-31,386.4,342.19999999999993,340.59999999999997,371.20000000000005,323.20000000000005,388.59999999999997,322.59999999999997,7.597761194029853,13.767910447761194,13.263059701492534,12.930597014925374,12.553731343283584,24226.7772576,23487.672191700003,20071.990039799995
