,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-01-28,246.4,191.0,193.39999999999998,240.2,193.2,240.60000000000002,233.99999999999997,11.739325842696626,1.838876404494382
1998-04-28,189.0,110.4,195.8,182.0,135.0,224.99999999999997,214.0,16.314606741573037,1.4665168539325848
1998-07-27,195.79999999999998,118.39999999999999,164.39999999999998,192.6,128.39999999999998,207.0,121.2,17.92022471910112,1.2982022471910113
1998-10-25,264.79999999999995,251.4,214.4,283.2,239.0,323.0,220.8,13.378089887640451,1.6611235955056176
1999-01-23,192.39999999999998,116.39999999999999,165.0,283.00000000000006,143.2,223.39999999999998,278.79999999999995,11.906741573033711,2.0069662921348317
1999-04-23,161.40000000000003,95.6,140.59999999999997,197.8,119.6,158.4,124.8,13.373033707865169,1.5161797752808988
1999-07-22,171.4,144.0,219.6,214.39999999999998,147.0,254.39999999999998,205.0,18.00056179775281,1.236067415730337
1999-10-20,274.8,186.2,215.79999999999998,277.59999999999997,168.39999999999998,250.99999999999997,254.2,13.46685393258427,1.8406741573033711
2000-01-18,266.2,227.6,185.2,265.59999999999997,206.6,321.0,260.2,13.141011235955055,1.7332584269662923
2000-04-17,310.6,224.4,265.4,273.6,217.20000000000005,345.99999999999994,186.20000000000002,15.461797752808987,1.3293258426966292
2000-07-16,264.79999999999995,183.79999999999998,257.2,262.59999999999997,196.0,266.0,202.20000000000002,23.479213483146065,1.1716853932584268
2000-10-14,243.8,159.2,196.8,218.2,150.8,205.60000000000002,224.6,12.468539325842697,2.0367415730337077
2001-01-12,154.99999999999997,90.60000000000001,155.8,171.6,117.19999999999999,160.60000000000002,227.20000000000002,11.63820224719101,2.109550561797753
2001-04-12,193.20000000000002,124.0,155.2,234.6,124.8,248.0,131.40000000000003,20.091011235955058,1.4634831460674158
2001-07-11,253.39999999999998,206.60000000000002,281.20000000000005,299.4,223.2,310.0,131.0,23.583146067415733,1.175056179775281
2001-10-09,151.39999999999998,118.19999999999999,139.2,186.99999999999997,149.79999999999998,208.4,181.0,10.823595505617979,1.2314606741573033
2002-01-07,165.6,97.6,113.99999999999999,128.2,83.0,162.6,150.39999999999998,10.768539325842696,1.4187640449438204
2002-04-07,262.6,188.8,225.2,304.40000000000003,232.39999999999998,361.4,192.39999999999998,20.20112359550562,1.2824719101123594
