,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-02-25,31.799999999999997,36.6,22.200000000000003,18.799999999999997,22.200000000000003,99.4,14.2,8.628571428571428,0.0,0.0,8.071428571428571,8.757142857142856,2290.7918243,2121.7792889,2218.0550079000004
2008-03-11,67.39999999999999,55.800000000000004,50.800000000000004,38.8,33.8,107.6,58.2,8.657142857142855,0.0,0.0,8.614285714285716,8.65,2182.6456983,2043.7661287000003,2185.6073300000003
2008-03-26,12.2,14.6,18.0,12.2,15.2,541.0,6.600000000000001,8.599999999999998,0.0,0.0,10.807142857142855,10.067857142857141,2307.1450821,2129.2085998999996,2184.5137215
2008-04-10,51.6,50.2,50.2,35.6,20.6,73.19999999999999,77.2,8.700000000000001,0.0,0.0,11.48214285714286,12.182142857142859,2237.5384679,2014.9381139,2158.711461
2008-04-25,10.399999999999999,3.0000000000000004,11.0,6.6,3.2,11.200000000000001,4.8,8.721428571428572,0.0,0.0,14.549999999999997,13.307142857142859,2251.7822928,2194.824804,2237.2381236
2008-05-10,36.4,34.2,56.20000000000001,26.799999999999997,52.60000000000001,22.199999999999996,19.8,8.799999999999999,0.0,0.0,15.285714285714286,15.839285714285717,2256.1058242,2136.2507826,2164.4253654000004
2008-05-25,27.2,16.8,27.4,21.599999999999998,21.0,26.8,32.199999999999996,8.885714285714288,0.0,0.0,17.65,18.360714285714288,2133.5823235,2011.7744184999997,2184.8820889000003
2008-06-09,59.2,34.2,31.999999999999996,52.199999999999996,48.4,137.99999999999997,34.2,8.900000000000002,0.0,0.0,18.75,20.025000000000002,2015.6574704,1988.4563782000002,2209.0057888
2008-06-24,0.0,0.0,2.8000000000000003,8.0,4.4,12.799999999999999,0.4,9.035714285714283,0.0,0.0,23.557142857142857,25.678571428571427,2025.4463582999992,1950.8105071,2292.2249062000005
2008-07-09,1.4,0.0,5.4,0.0,2.8000000000000003,28.999999999999996,2.8,9.200000000000001,0.0,0.0,21.335714285714285,23.37857142857143,1936.3599713,1913.5253067999997,2270.2595712
