,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2012-06-03,1.2,12.8,53.7175,92.22,106.99,96.52250000000001,99.005,89.27499999999999,92.965,93.8575,95.57249999999999,2877.6299999999997,12151.26,13612.18,12729.17,17097.230000000003,10137.779999999999,11242.149999999998,12334.824,17.842499999999998,19.5275
2012-06-08,0.4,0.0,54.165000000000006,92.255,107.0325,96.52250000000001,99.03,89.3125,93.0025,93.9,95.6625,4047.16,10676.130000000001,13927.580000000002,13341.42,18070.96,10336.25,12916.2,12785.938,20.495,21.8675
2012-06-13,0.0,0.0,54.4625,92.32,107.10499999999999,96.5775,99.07999999999998,89.37,93.05999999999999,93.97500000000001,96.29750000000001,4098.16,12688.77,15003.36,13548.13,18441.0,10865.52,13743.369999999999,12972.78,19.705000000000002,21.4775
2012-06-18,0.0,0.0,54.394999999999996,92.37,107.1775,96.5125,99.0975,89.41000000000001,93.10249999999999,94.03000000000002,97.0625,4012.86,11908.18,13711.109999999999,12288.25,17525.09,9710.75,12326.4,11270.48,25.722499999999997,26.8975
2012-06-23,0.0,0.0,53.84,92.40500000000002,107.2225,96.64,99.125,89.44749999999999,93.14500000000001,94.07,97.02250000000001,3809.89,14054.400000000001,14712.45,14710.029999999999,19892.73,11300.470000000001,15389.21,13048.349999999999,24.137500000000003,25.982499999999998
2012-06-28,0.0,0.0,48.775,92.4325,107.26499999999999,96.565,99.16250000000001,89.45,93.31750000000001,94.0975,96.69749999999999,3848.6499999999996,12687.77,14137.49,13595.369999999999,17959.78,10535.080000000002,12390.624,12318.88,25.742500000000003,27.315
2012-07-03,0.4,0.0,54.4825,92.465,107.32250000000002,96.58500000000001,99.19,90.9575,93.14500000000001,94.14,97.105,4105.469999999999,8651.838,14563.59,13083.16,18650.27,9537.34,11004.908,12229.52,22.4425,24.21
2012-07-08,0.0,0.0,54.625,92.525,107.38749999999999,96.705,99.23,90.9225,93.26499999999999,94.09000000000002,97.22250000000001,3025.7000000000003,13110.199999999999,15321.25,14437.41,20046.2,11215.3,15479.46,13592.26,25.1725,26.51
2012-07-13,0.0,0.0,54.7375,92.57249999999999,107.4425,96.6925,99.26249999999999,90.7075,93.30499999999999,94.13,97.36,4011.5200000000004,13669.518,14665.54,14337.369999999999,20056.07,11095.380000000001,14780.16,13759.130000000001,23.7225,25.014999999999997
2012-07-18,0.0,0.0,54.9575,92.605,107.4825,96.6925,99.31,90.69,93.3375,94.1375,97.2275,3188.9900000000002,12643.85,14517.43,12988.66,19580.72,9596.439999999999,13630.68,12850.89,24.41,26.0575
2012-07-23,10.0,20.4,33.71,92.61,107.46249999999999,96.78250000000001,99.32749999999999,91.02749999999999,93.3275,94.41,96.69500000000001,3760.4600000000005,11627.46,13407.66,12967.380000000001,18695.34,10103.65,11666.09,12027.274,20.7425,22.534999999999997
2012-07-28,0.0,0.0,51.642500000000005,92.6475,107.51499999999999,96.84249999999999,99.345,91.0025,93.3425,94.30749999999999,97.25500000000001,3386.9100000000003,10219.029999999999,12940.806,11295.32,17906.940000000002,8900.816,11796.01,11148.16,26.58,27.987499999999997
2012-08-02,0.0,0.0,56.1975,92.72,107.5925,96.795,99.39750000000001,91.06,93.415,94.38499999999999,97.63749999999999,3295.55,13887.83,14995.8,14161.220000000001,20455.27,11098.880000000001,14964.95,13765.369999999999,25.755000000000003,26.520000000000003
2012-08-07,0.0,0.2,52.607499999999995,92.755,107.65500000000002,96.81,99.445,91.09,93.4675,94.4375,97.4275,4052.8800000000006,12458.45,14474.669999999998,13126.460000000001,18598.5,10170.722000000002,12776.62,12841.67,25.9275,27.9225
2012-08-12,0.0,1.0,43.88,92.7975,107.705,96.88,99.4775,91.14249999999998,93.505,94.4825,97.57249999999999,4149.4,13051.25,14755.76,14548.349999999999,21212.63,11187.171999999999,15776.95,13530.489999999998,23.479999999999997,25.2175
2012-08-17,0.0,0.0,33.3125,92.86,107.7575,96.915,99.51749999999998,91.19749999999999,93.53750000000001,94.53250000000001,97.20500000000001,1610.24,9103.53,11998.2,11750.039999999999,19854.43,8430.150000000001,13024.989999999998,11324.449999999999,26.3975,27.742499999999996
2012-08-22,0.0,0.0,33.307500000000005,92.9,107.80499999999999,96.97,99.5525,91.2375,93.565,94.57999999999998,97.29249999999999,2923.77,12270.3,13523.25,12115.11,22447.77,10191.6,12286.72,11295.51,25.909999999999997,26.7725
2012-08-27,0.0,0.0,33.43,92.945,107.8575,97.015,99.60000000000001,91.2925,93.6025,94.6325,97.27000000000001,2760.09,8333.02,12828.93,11139.978,18740.85,9039.25,12172.789999999999,10687.72,23.435,25.065
2012-09-01,40.0,67.39999999999999,33.38250000000001,92.9325,107.87,97.11999999999999,99.63749999999999,91.2775,93.62,94.64750000000001,97.01249999999999,1039.43,12566.15,13779.87,13503.85,16695.68,11012.43,13717.9,12728.169999999998,17.395,19.6225
2012-09-06,2.0,2.0,33.655,92.95250000000001,107.89499999999998,97.08,99.64250000000001,91.2575,93.625,94.645,97.26,3665.13,9884.880000000001,10929.99,10327.93,18767.23,7824.92,10848.17,9693.65,20.29,22.15
