,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-04-28,292.6,166.8,281.0,264.20000000000005,192.2,324.0,262.6,17.786567164179104,1.3442537313432836
1998-09-10,366.6,318.20000000000005,292.79999999999995,392.0,330.79999999999995,432.6,290.59999999999997,13.96417910447761,1.6064179104477614
1999-01-23,248.8,149.0,216.20000000000002,374.4,185.8,276.0,346.6,11.941044776119403,1.90955223880597
1999-06-07,280.2,209.20000000000005,314.20000000000005,320.6,226.2,360.80000000000007,273.0,16.96231343283582,1.2697761194029848
1999-10-20,380.79999999999995,263.0,283.8,362.2,255.40000000000003,378.20000000000005,340.2,13.333208955223881,1.759402985074627
2000-03-03,476.8,376.4,389.79999999999995,459.4000000000001,339.19999999999993,544.4000000000001,373.80000000000007,14.635074626865674,1.504328358208955
2000-07-16,384.6,286.19999999999993,364.6,381.19999999999993,277.19999999999993,377.4,325.4,20.66791044776119,1.4277611940298507
2000-11-28,286.5999999999999,152.39999999999998,249.8,279.6,190.40000000000003,265.0,326.79999999999995,11.129850746268657,2.1112686567164176
2001-04-12,334.20000000000005,240.8,311.6,407.8,244.6,419.6,193.6,22.186567164179106,1.342686567164179
2001-08-25,269.8,215.8,263.8,318.4,260.59999999999997,347.6,240.20000000000002,14.138432835820893,1.2360447761194029
2002-01-07,294.19999999999993,182.40000000000003,210.4,283.6,185.0,336.6,252.0,12.664179104477611,1.4126119402985076
2002-05-22,395.0,291.59999999999997,396.4,420.0,335.4,480.40000000000003,213.79999999999998,23.148880597014923,1.1885820895522388
2002-10-04,316.0,248.4,284.20000000000005,318.0,248.6,354.19999999999993,417.4,11.085820895522389,1.989179104477612
2003-02-16,336.4,265.79999999999995,310.40000000000003,386.0,261.19999999999993,364.4,342.79999999999995,17.363059701492535,1.4072388059701493
2003-07-01,320.2,225.39999999999998,284.2,316.6,281.2,319.6,304.20000000000005,22.90410447761194,1.105671641791045
