,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-04-11,59.6,87.20000000000002,135.0,78.8,84.0,76.8,73.0,72.2,79.80000000000001,86.2,14.70793103448276,6.8727586206896545,1.8724137931034481,4.913103448275861,3.3303448275862073,16.806896551724137,14.186206896551726,16.510344827586206,17.970689655172414,319813.06208,481885.51462000003,378567.9954700001,0.0,0.0,0.2648275862068966,0.22896551724137937
2007-05-11,109.99999999999999,50.8,112.6,53.599999999999994,69.4,62.6,98.80000000000001,118.0,100.20000000000002,101.2,14.729655172413796,6.747241379310345,2.0489655172413794,5.144137931034482,3.501724137931034,19.103448275862068,15.112068965517242,18.23793103448276,20.117241379310347,338120.71397999994,474737.7600000001,367564.65491,0.0,0.0,0.21206896551724136,0.19724137931034488
2007-06-10,10.0,0.2,1.0,1.0,21.0,5.2,10.200000000000001,18.799999999999997,16.4,17.8,14.777931034482757,6.785172413793103,2.4027586206896547,6.424137931034483,3.880689655172413,22.086206896551722,17.239655172413794,21.075862068965513,23.036206896551725,350181.10176,482578.7251400001,343813.2292700001,0.0,0.0,0.17517241379310344,0.1851724137931035
2007-07-10,4.4,3.0,5.4,2.4,9.8,4.2,1.4,29.4,2.4,1.5999999999999999,14.962758620689655,6.8244827586206895,2.9503448275862065,7.846551724137931,4.221034482758621,23.729310344827585,20.275862068965516,23.16379310344828,24.691379310344825,362001.8112299999,491848.76849000005,339854.00875599997,0.0,0.0,0.11241379310344825,0.06448275862068967
2007-08-09,56.4,38.8,80.0,86.60000000000001,61.8,76.6,59.4,35.2,34.6,78.60000000000001,14.994482758620691,6.641379310344828,2.8162068965517246,7.938965517241379,4.303448275862069,21.912068965517243,18.063793103448276,20.50172413793103,22.481034482758623,342243.69885000004,469124.8564400001,304992.75106800004,0.0,0.0,0.09137931034482759,0.05310344827586207
2007-09-08,74.80000000000001,164.20000000000002,75.2,55.00000000000001,80.2,85.2,88.2,15.200000000000001,72.19999999999999,104.4,14.979655172413796,6.639310344827585,2.6772413793103453,7.9399999999999995,4.276896551724137,19.055172413793102,16.194827586206898,0.0,19.698275862068964,339639.7419700001,471471.29605000006,322399.1153299999,0.0,0.0,0.08448275862068966,0.012758620689655172
2007-10-08,88.6,74.80000000000001,95.8,89.2,85.0,74.6,95.4,115.0,90.39999999999999,95.19999999999999,14.956551724137933,6.73448275862069,2.429655172413793,7.650689655172413,4.202068965517243,13.27586206896552,9.729310344827587,0.0,13.672413793103448,327396.77415,449831.5199999999,328166.33001000003,0.0,0.0,0.10310344827586207,0.005517241379310345
2007-11-07,172.20000000000002,64.8,100.19999999999999,79.4,115.19999999999999,98.0,136.4,46.199999999999996,130.6,194.99999999999997,14.934137931034481,6.746896551724138,2.2862068965517244,7.447241379310346,4.125172413793104,8.177586206896551,5.901724137931035,0.0,8.498275862068965,326180.3225999999,433928.33186000003,350421.13719000004,0.0,0.0,0.15793103448275858,0.06482758620689658
2007-12-07,91.4,95.99999999999997,115.00000000000001,82.79999999999998,80.4,88.2,88.20000000000002,46.800000000000004,77.6,130.0,14.864482758620692,6.676206896551725,2.163448275862069,6.965862068965517,4.071034482758622,4.846551724137931,3.308620689655172,0.0,4.986206896551723,312680.38718,432951.1741400001,353394.58025000006,0.0,0.0,0.17827586206896553,0.05275862068965518
2008-01-06,201.79999999999998,180.39999999999995,209.0,146.20000000000002,178.39999999999995,185.20000000000002,207.79999999999998,42.4,167.60000000000002,231.79999999999995,14.673448275862071,6.212068965517241,1.7182758620689658,5.491724137931035,3.4865517241379305,8.303448275862069,6.0551724137931044,0.8413793103448277,8.546551724137931,292119.715645,429326.94238,339926.5562300001,0.0,0.0,0.40482758620689646,0.40620689655172404
