,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2012-06-03,1.6,12.8,53.91555555555556,92.23777777777778,107.00888888888888,96.52333333333334,99.01777777777778,89.29444444444442,92.98333333333333,93.88,95.61555555555555,8233.07,26299.59,31055.56,29701.84,40262.44,23127.914,27976.329999999998,28359.932,19.18777777777778,20.716666666666665
2012-06-13,0.0,0.0,54.43444444444444,92.34444444444445,107.14222222222222,96.54555555555555,99.0888888888889,89.38888888888889,93.08222222222223,94.00222222222222,96.71222222222222,9147.93,28149.97,32447.67,29346.269999999997,40880.38,23384.41,29915.04,27631.04,22.984444444444442,24.442222222222224
2012-06-23,0.0,0.0,49.69666666666667,92.41888888888889,107.24222222222221,96.59888888888888,99.14333333333333,89.44888888888889,93.22222222222223,94.08444444444444,96.83444444444444,8596.92,30330.070000000003,32456.78,31747.07,42785.159999999996,24654.64,31597.814,28430.76,24.93777777777778,26.632222222222218
2012-07-03,0.4,0.0,54.553333333333335,92.49444444444445,107.35444444444444,96.64444444444445,99.21111111111111,90.94222222222223,93.20777777777778,94.1211111111111,97.16555555555556,8182.91,25366.898,33498.27,31160.71,43823.119999999995,23545.949999999997,30680.307999999997,29247.4,23.759999999999998,25.36
2012-07-13,0.0,0.0,54.87222222222223,92.59,107.46222222222222,96.69333333333333,99.28666666666666,90.71666666666667,93.32111111111111,94.16888888888889,97.30000000000001,7554.39,26313.368,31931.070000000003,29669.489999999998,44680.32,22366.54,30077.96,28420.420000000002,23.958888888888893,25.455555555555556
2012-07-23,10.0,20.4,42.32888888888889,92.62777777777778,107.48777777777778,96.81222222222223,99.33666666666666,91.01333333333334,93.33333333333331,94.35222222222222,96.97666666666666,8061.19,25019.059999999998,30055.426000000003,27716.72,41723.280000000006,21812.606,26888.69,26493.874,23.935555555555556,25.493333333333336
2012-08-02,0.0,0.2,54.62444444444444,92.73777777777778,107.62222222222222,96.80111111111113,99.42222222222223,91.07444444444444,93.44222222222223,94.41111111111111,97.5311111111111,8321.11,29938.25,33216.31,30832.170000000002,43936.45,24130.772,31937.510000000002,29983.08,26.12,27.405555555555555
2012-08-12,0.0,1.0,38.01444444444444,92.82888888888888,107.7311111111111,96.89666666666666,99.49777777777778,91.17,93.52111111111111,94.50777777777778,97.36888888888888,6222.42,25716.26,30539.58,29873.91,46771.15000000001,22389.612,32340.96,28261.550000000003,24.82222222222222,26.353333333333335
2012-08-22,0.2,0.2,33.376666666666665,92.92111111111112,107.83222222222221,96.99666666666666,99.57666666666667,91.26444444444445,93.58333333333333,94.60555555555555,97.29333333333334,5683.86,23699.39,29838.530000000002,27146.648,47200.3,22093.43,28603.510000000002,25487.43,24.508888888888887,25.79111111111111
2012-09-01,55.4,110.39999999999999,33.50555555555555,92.9388888888889,107.87888888888888,97.09111111111112,99.63999999999999,91.26222222222222,93.62,94.6422222222222,97.11999999999999,5989.4400000000005,25413.0,28083.74,27226.54,41167.0,21584.4,28044.79,25784.44,18.768888888888892,20.817777777777778
2012-09-11,33.2,51.4,33.58555555555556,92.96000000000001,107.90666666666668,97.16222222222223,99.6711111111111,91.2688888888889,93.64555555555555,94.66555555555556,96.55222222222223,6143.87,27595.469999999998,31411.16,29815.77,43549.71000000001,21907.79,30263.37,27663.699999999997,17.299999999999997,19.47555555555556
2012-09-21,0.0,2.4000000000000004,33.68111111111111,93.05111111111113,107.99444444444445,97.32,99.72222222222223,91.3288888888889,93.71333333333332,95.6511111111111,96.42555555555556,6508.410000000001,26920.95,32184.08,30772.370000000003,56644.240000000005,23220.899999999998,32943.89,28861.192000000003,20.483333333333334,21.783333333333335
2012-10-01,2.4000000000000004,1.0,33.63888888888889,93.15555555555557,108.09222222222222,97.49222222222222,99.81888888888889,91.38666666666667,93.79333333333335,94.95666666666666,96.50999999999999,5315.719999999999,28395.97,30812.47,30419.929999999997,50729.78,23077.62,27265.93,28891.108,17.173333333333332,18.848888888888887
2012-10-11,33.400000000000006,36.8,32.06,93.17555555555556,108.13666666666666,97.57222222222222,99.87888888888888,91.43,93.31777777777776,95.00555555555555,96.23444444444445,8736.09,29942.35,31858.1,31017.46,57561.3,23910.73,32466.71,29462.5,15.312222222222223,17.296666666666667
2012-10-21,60.199999999999996,114.6,33.617777777777775,93.22222222222221,108.18666666666667,98.01777777777778,99.93666666666667,91.44888888888889,93.85111111111111,95.08,97.54111111111109,6928.5,27004.03,30920.94,29693.050000000003,54933.119999999995,22880.949999999997,30021.739999999998,28743.046,14.52222222222222,16.594444444444445
2012-10-31,99.0,68.2,36.833333333333336,95.5511111111111,108.28666666666668,100.85,101.58,92.42999999999999,94.97333333333333,96.54111111111109,95.62,11476.58,32032.05,29437.160000000003,32909.39,68948.81999999999,24680.8,31772.729999999996,31042.54,12.354444444444447,14.567777777777776
2012-11-10,49.8,16.2,33.51666666666667,93.48111111111112,108.37222222222222,97.65222222222222,100.08666666666667,91.58444444444444,93.91222222222223,95.60777777777777,97.14666666666668,7421.26,28427.51,32935.79,30985.93,64839.24,25256.66,33266.14,29944.16,13.277777777777779,15.847777777777777
2012-11-20,59.6,22.4,29.977777777777778,93.57222222222224,108.43222222222224,97.72666666666666,100.15888888888888,91.66666666666666,93.85888888888888,95.66666666666667,95.08,11144.810000000001,31192.440000000002,32315.58,31770.82,58248.14600000001,24727.097999999998,32322.42,29722.39,10.94222222222222,13.49111111111111
2012-11-30,69.4,67.0,32.1888888888889,93.66777777777777,108.53222222222222,97.77888888888889,100.21777777777777,91.73222222222222,94.08666666666666,95.84777777777778,96.84444444444445,8134.0199999999995,29923.01,31512.230000000003,30547.3,63262.02,24383.490000000005,32040.809999999998,29716.88,4.498888888888889,8.120000000000001
2012-12-10,23.0,57.2,30.41,93.80222222222223,108.62777777777778,97.87333333333333,100.2988888888889,91.78777777777776,94.06,95.95777777777779,96.63222222222223,10170.72,30678.269999999997,30983.260000000002,31968.36,61338.72,24235.13,33574.59,30036.11,5.542222222222223,9.075555555555555
2012-12-20,15.399999999999999,16.400000000000002,29.807777777777776,93.9388888888889,108.74222222222221,97.97111111111111,100.38333333333333,91.85111111111111,94.15666666666665,96.04333333333334,96.75,10265.29,30062.66,30046.68,30784.659999999996,66458.76,24399.298,31000.04,28715.3,7.553333333333334,10.363333333333333
2012-12-30,1.0,1.0,31.726666666666663,95.15888888888888,108.86555555555555,98.81555555555555,101.43333333333334,92.65777777777778,94.74777777777778,97.05888888888887,94.67222222222222,11762.638,28269.04,29662.01,31887.54,64729.229999999996,23441.5,31713.659999999996,28828.84,6.496666666666666,9.295555555555557
