,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-04-06,0.0,0.0,0.0,0.2,0.0,0.0,0.6,17.8,1.6,0.4,14.71,6.6725,1.7825000000000002,4.6425,3.19,12.325000000000001,10.1,12.7125,13.8375,42873.03666,66593.41866,51985.18634,0.0,0.0,0.3425,0.2725
2007-04-11,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.7075,6.77,1.895,4.6425,3.2049999999999996,16.5,15.5,17.1625,18.1875,43415.73332,67436.37332,52643.22668,0.0,0.0,0.28500000000000003,0.2225
2007-04-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.687499999999998,6.815,1.8050000000000002,4.6775,3.3375,16.95,13.337499999999999,16.6625,17.837500000000002,43415.73332,67436.37332,52643.22668,0.0,0.0,0.2725,0.215
2007-04-21,0.0,0.0,0.0,0.2,3.2,0.0,0.0,2.4,0.0,0.0,14.735000000000001,6.9350000000000005,1.9075,4.9775,3.46,17.0,16.375,17.0,18.3375,42873.03666,66593.41866,51985.18634,0.0,0.0,0.23249999999999998,0.21
2007-04-26,0.0,0.6,0.0,0.0,1.0,2.8000000000000003,5.6,0.0,0.0,0.2,14.7425,6.9575,1.985,5.12,3.41,17.9375,14.925,16.462500000000002,18.875,42873.03666,66593.41866,51985.18634,0.0,0.0,0.21499999999999997,0.2025
2007-05-01,46.8,60.0,130.2,51.0,46.2,49.8,40.4,38.6,69.2,66.6,14.695,6.9325,1.8000000000000003,5.1725,3.3550000000000004,16.212500000000002,10.9375,15.075,16.625,46642.4516,65802.24,52436.19356,0.0,0.0,0.26,0.27749999999999997
2007-05-06,0.2,4.800000000000001,0.4,1.8,9.8,6.2,8.4,21.0,3.2,1.6,14.704999999999998,6.824999999999999,1.83,4.859999999999999,3.2725,16.5625,13.875000000000002,16.299999999999997,17.7375,46059.420959999996,64979.712,51780.74114,0.0,0.0,0.3025,0.20500000000000002
2007-05-11,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,14.7025,6.7124999999999995,2.0949999999999998,4.960000000000001,3.5324999999999998,19.287499999999998,15.524999999999999,19.1,20.875,46059.420959999996,64979.712,51780.74114,0.0,0.0,0.215,0.1925
2007-05-16,0.2,1.0,0.0,0.0,3.0,0.2,0.2,1.0,0.0,3.8,14.71,6.745,1.93,5.035,3.3674999999999997,15.95,13.1875,16.525,18.075,46642.4516,65802.24,52436.19356,0.0,0.0,0.2,0.195
2007-05-21,0.4,0.0,0.0,0.0,7.4,1.2,11.2,5.6,8.6,3.0,14.7525,6.795,2.2925,5.22,3.5475000000000003,21.975,20.8,21.9375,23.85,46642.4516,65802.24,52436.19356,0.0,0.0,0.2,0.2025
2007-05-26,67.19999999999999,37.0,88.99999999999999,36.599999999999994,35.4,39.6,50.2,27.799999999999997,56.00000000000001,46.8,14.6975,6.7924999999999995,1.8624999999999998,5.330000000000001,3.5225,19.6875,12.3875,16.9,18.9,46059.420959999996,64979.712,51780.74114,0.0,0.0,0.22499999999999998,0.20750000000000002
2007-05-31,18.2,8.8,15.599999999999998,15.8,11.399999999999999,14.600000000000001,14.600000000000001,17.2,20.8,20.2,14.772499999999999,6.7125,1.9725,5.157500000000001,3.4675000000000002,16.625,12.05,15.375,17.6375,46911.0479,65336.54400000001,48078.97772,0.0,0.0,0.215,0.1975
2007-06-05,18.2,4.0,4.800000000000001,0.8,11.8,7.0,22.6,64.6,13.600000000000001,10.4,14.73,6.7225,2.1825,5.155,3.5549999999999997,20.1375,15.6875,18.925,20.987500000000004,47797.2,66286.08,47416.85332,0.0,0.0,0.225,0.195
2007-06-10,1.4,0.0,0.0,0.0,0.6,0.0,0.0,1.2,0.8,12.0,14.702499999999999,6.7,2.1750000000000003,5.3175,3.52,22.225,16.9,20.6375,22.925,47199.735,65457.504,46824.14266,0.0,0.0,0.2275,0.1975
2007-06-15,3.8,0.0,1.0,1.0,1.4,0.0,0.6,1.2,1.0,0.8,14.7075,6.7475,2.15,5.4725,3.5175,22.9125,17.049999999999997,21.3125,23.65,47199.735,65457.504,46824.14266,0.0,0.0,0.2025,0.185
2007-06-20,0.0,0.0,0.0,0.0,3.8000000000000003,0.0,0.2,0.0,0.0,0.0,14.752500000000001,6.8575,2.41,6.1825,3.8200000000000003,24.25,18.775,22.15,24.425,47797.2,66286.08,47416.85332,0.0,0.0,0.17500000000000002,0.17500000000000002
2007-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.2,14.7775,6.827500000000001,2.47,6.865,3.9425,22.6875,15.174999999999999,20.112499999999997,22.587500000000002,47797.2,66286.08,47416.85332,0.0,0.0,0.1575,0.18
2007-06-30,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,14.845,6.779999999999999,2.6149999999999998,7.365,4.29,21.4125,17.2125,21.0625,22.724999999999998,49678.75322,67753.09883,47946.112049999996,0.0,0.0,0.15,0.1875
2007-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,14.8875,6.7925,2.6900000000000004,7.64,4.2325,20.3,17.55,20.675,22.0875,50519.098379999996,68531.26657,48326.44066,0.0,0.0,0.14250000000000002,0.1875
2007-07-10,0.0,0.2,0.0,0.0,0.4,0.0,0.0,13.0,0.0,0.0,14.895,6.779999999999999,2.825,7.7425,4.255,20.674999999999997,15.975,19.1875,21.174999999999997,51158.58064,69398.75096,48938.16776,0.0,0.0,0.135,0.105
2007-07-15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.93,6.78,3.0600000000000005,8.057500000000001,4.205,24.9125,24.125,25.725,26.662499999999998,50519.098379999996,68531.26657,48326.44065999999,0.0,0.0,0.11499999999999999,0.0425
2007-07-20,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.9225,6.8475,3.02,7.9175,4.1825,25.05,21.3875,24.3375,25.5625,50519.098379999996,68531.26657,48326.44065999999,0.0,0.0,0.1175,0.1075
2007-07-25,1.2,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0,1.0,14.9675,6.86,2.94,7.785,4.15,24.4125,20.3375,23.212500000000002,25.275,51158.58064,69398.75096,48938.16776,0.0,0.0,0.11,0.035
2007-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0025,6.8575,2.9274999999999998,7.8025,4.2225,24.012500000000003,19.45,23.275,24.925,49334.12901999999,67147.74710000001,45340.8155,0.0,0.0,0.10250000000000001,0.0925
2007-08-04,2.0,2.2,0.0,1.4,5.4,3.6,0.8,13.4,0.0,0.2,15.059999999999999,6.7975,2.8975,7.85,4.3175,22.525,19.6375,22.75,24.0,46915.80644,64085.533950000005,41221.669945999995,0.0,0.0,0.0925,0.0375
2007-08-09,10.0,1.2,1.2,13.2,14.399999999999999,10.8,14.399999999999999,9.0,2.8000000000000003,16.6,15.037499999999998,6.7575,2.795,7.775,4.3,21.9125,16.262500000000003,20.424999999999997,22.525,46915.80644,64085.53395,41221.669945999995,0.0,0.0,0.09000000000000001,0.09000000000000001
2007-08-14,0.2,0.4,0.0,0.2,0.8,1.2,1.6,0.0,0.0,0.6,15.0475,6.635000000000001,2.9225,7.8275,4.202500000000001,23.5,19.137500000000003,22.5625,24.237499999999997,47509.6774,64896.74324,41743.46324,0.0,0.0,0.08,0.16000000000000003
2007-08-19,27.999999999999996,20.599999999999998,47.800000000000004,50.0,30.800000000000004,22.6,29.799999999999997,10.4,17.6,36.199999999999996,14.97,6.58,2.665,7.9025,4.4125000000000005,20.225,14.8,18.6125,20.55,46915.80644,64085.533950000005,41221.669945999995,0.0,0.0,0.10999999999999999,0.0925
2007-08-24,4.0,8.6,0.2,10.799999999999999,8.399999999999999,8.6,8.8,5.6,0.0,4.4,15.0125,6.557499999999999,2.91,7.965,4.2975,22.200000000000003,21.6125,23.8375,24.175,46915.80644,64085.533950000005,41221.669945999995,0.0,0.0,0.0925,-0.1525
2007-08-29,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,2.4,0.0,14.9375,6.6675,2.9,7.955,4.265000000000001,23.8875,20.3375,23.037499999999998,24.262500000000003,47538.92472,65210.744099999996,42489.65076,0.0,0.0,0.09250000000000001,0.08
2007-09-03,4.6,6.4,17.4,10.200000000000001,4.8,22.6,4.0,7.2,2.4,12.0,14.96,6.672499999999999,2.6675000000000004,8.182500000000001,4.3275,18.3625,15.025,13.425,18.799999999999997,47626.66668,66152.74668,44728.21332,0.0,0.0,0.0875,0.04
2007-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.9675,6.6675,2.6625,7.692500000000001,4.185,19.5625,17.0625,0.0,20.9625,47031.33334,65325.83734,44169.110660000006,0.0,0.0,0.07500000000000001,0.057499999999999996
2007-09-13,0.0,0.0,1.4,0.0,1.8,0.0,0.0,0.0,0.0,0.0,15.014999999999999,6.735000000000001,2.7175,7.87,4.2475,20.25,18.1625,0.0,21.3125,47031.333340000005,65325.83734,44169.11066,0.0,0.0,0.07250000000000001,0.02
2007-09-18,7.800000000000001,0.0,1.6,0.0,1.6,0.2,2.4000000000000004,4.6,6.2,1.4,14.9875,6.6525,2.7675,7.9975000000000005,4.3149999999999995,19.1,14.9875,0.0,19.674999999999997,47626.66668,66152.74668,44728.21332,0.0,0.0,0.09500000000000001,0.01
2007-09-23,0.0,0.0,2.8,0.0,0.0,0.0,0.2,0.0,8.6,0.0,14.9575,6.6425,2.68,8.0275,4.227499999999999,19.075,16.9,0.0,18.9125,47031.33334,65325.83734,44169.110660000006,0.0,0.0,0.0875,0.10500000000000001
2007-09-28,40.6,39.4,15.4,32.2,51.6,50.0,60.0,8.200000000000001,13.6,47.0,14.992499999999998,6.57,2.55,8.125,4.2975,15.775,12.9125,0.0,17.325,46485.95699,64521.090670000005,44228.44056,0.0,0.0,0.09250000000000001,-0.0024999999999999988
2007-10-03,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.6,0.0,14.9675,6.5575,2.6674999999999995,7.75,4.3175,20.612499999999997,17.575,0.0,20.2125,45445.16128,62933.76,44965.53292,0.0,0.0,0.06999999999999999,-0.037500000000000006
2007-10-08,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.947499999999998,6.585,2.6174999999999997,8.1925,4.3525,15.8,13.2,0.0,16.162499999999998,45445.16128,62933.76,44965.53292,0.0,0.0,0.0625,0.0025
