,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-04-11,0.0,0.0,0.0,0.2,8.2,0.0,0.0,2.4,0.0,0.0,14.707142857142859,6.841428571428571,1.8635714285714282,4.763571428571429,3.327142857142858,16.71785714285714,15.203571428571427,16.95714285714286,18.192857142857143,150869.6733,234341.39729999998,182935.2127,0.0,0.0,0.2642857142857143,0.21571428571428572
2007-04-26,59.6,87.20000000000002,135.0,78.6,75.60000000000001,76.8,73.0,69.8,79.8,86.19999999999999,14.708571428571426,6.897142857142858,1.8642857142857143,5.055,3.3300000000000005,16.782142857142855,12.967857142857143,15.9,17.592857142857145,158089.45545000004,230685.02399,182471.97610000003,0.0,0.0,0.2664285714285714,0.24357142857142855
2007-05-11,0.6000000000000001,1.0,2.0,0.4,10.600000000000001,1.4,11.399999999999999,6.8,9.2,8.2,14.720714285714285,6.748571428571429,2.082142857142857,5.071428571428571,3.495714285714286,19.135714285714283,16.20714285714286,18.88214285714286,20.62857142857143,162082.51932000002,228662.784,182215.77262000003,0.0,0.0,0.2028571428571429,0.19642857142857145
2007-05-26,103.6,49.800000000000004,110.6,53.19999999999999,58.800000000000004,61.2,87.4,111.2,91.00000000000001,77.4,14.737142857142855,6.737857142857143,2.017142857142857,5.205,3.513571428571429,18.66785714285714,13.51785714285714,17.14642857142857,19.207142857142856,164377.58175999997,229624.41599999994,172239.8339,0.0,0.0,0.22214285714285717,0.1985714285714286
2007-06-10,5.199999999999999,0.0,1.0,1.0,6.0,0.0,0.8,2.4,1.8,12.8,14.719285714285714,6.765714285714284,2.2364285714285717,5.633571428571429,3.6042857142857136,22.957142857142856,17.99642857142857,21.71071428571429,23.892857142857142,166095.27,230344.12799999994,164773.5653,0.0,0.0,0.20142857142857146,0.18571428571428572
2007-06-25,4.8,0.2,0.0,0.0,15.0,5.2,9.4,16.4,14.6,5.0,14.835714285714285,6.802142857142857,2.567857142857143,7.201428571428572,4.142142857142857,21.407142857142862,16.353571428571428,20.364285714285717,22.207142857142856,172733.99676,236491.65313999995,167778.16129999998,0.0,0.0,0.15,0.18571428571428572
2007-07-10,0.0,0.2,0.0,0.0,2.2,0.0,0.0,13.0,0.0,0.0,14.918571428571427,6.805714285714286,2.9592857142857136,7.889285714285713,4.217142857142857,23.51785714285714,20.817857142857143,23.232142857142858,24.567857142857147,177776.06772,241160.65957999998,170060.13296,0.0,0.0,0.12142857142857144,0.07785714285714287
2007-07-25,3.2,2.8000000000000003,5.4,2.4,6.2,3.6,1.4,16.4,1.4,1.2,15.010714285714286,6.8414285714285725,2.924285714285715,7.783571428571429,4.229285714285714,23.746428571428574,19.90357142857143,23.15714285714285,24.79642857142857,171436.09835000004,233338.42117,157559.33385599998,0.0,0.0,0.10285714285714288,0.05000000000000001
2007-08-09,38.8,23.799999999999997,52.2,64.4,47.199999999999996,45.2,46.4,19.4,23.200000000000003,62.199999999999996,15.020714285714288,6.654999999999999,2.799285714285714,7.83357142857143,4.2978571428571435,21.99285714285714,16.814285714285717,20.625,22.5,165096.12898,225516.18275999997,145058.53475199998,0.0,0.0,0.09214285714285715,0.10571428571428573
2007-08-24,17.6,14.999999999999998,17.599999999999998,21.0,13.999999999999998,31.200000000000003,12.8,14.4,4.8,16.400000000000002,14.968571428571426,6.632142857142857,2.8321428571428564,8.038571428571428,4.293571428571428,21.79642857142857,19.396428571428572,20.53571428571429,22.639285714285712,165270.15052000002,227384.48786999998,149498.350506,0.0,0.0,0.09,0.004285714285714287
