,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-02-25,3.4,7.4,1.2,2.2,0.8,0.8,1.8,8.6,0.0,0.0,10.075000000000001,9.975,639.7690944999999,547.7792844,634.6962452000001
2008-03-01,0.2,0.2,0.4,0.0,0.2,67.0,0.6000000000000001,8.6,0.0,0.0,10.875,10.5375,668.9613426,575.3580565,615.4455164999999
2008-03-06,22.6,25.2,18.000000000000004,13.2,20.6,31.4,10.399999999999999,8.7,0.0,0.0,4.1,5.550000000000001,648.4163271,646.1047742000001,648.8947421
2008-03-11,7.8,1.5999999999999999,1.6,1.0,3.0,8.2,0.2,8.649999999999999,0.0,0.0,10.9875,11.325,616.4567397999999,597.944641,625.4936424
2008-03-16,0.0,0.0,1.2,0.0,0.4,4.0,0.6000000000000001,8.675,0.0,0.0,10.25,9.8875,601.5303062,545.3308488,645.1896724000001
2008-03-21,56.8,47.2,45.800000000000004,35.0,25.799999999999997,81.0,53.400000000000006,8.625,0.0,0.0,4.9375,4.9125,629.715836,588.0148345,588.8613488000001
2008-03-26,8.6,12.2,13.0,11.4,6.0,532.4,5.800000000000001,8.6,0.0,0.0,9.25,9.3125,655.2690388,592.0840436,629.1813753
2008-03-31,0.0,2.4,4.6,0.6,8.2,2.0,0.2,8.6,0.0,0.0,12.45,10.5875,690.3405613,628.9695234000001,650.0121971000001
2008-04-05,0.0,0.0,0.0,0.2,0.0,0.6000000000000001,0.4,8.6,0.0,0.0,10.787500000000001,10.462499999999999,634.8284017999999,632.1522081,595.2236387
2008-04-10,10.799999999999999,7.2,17.400000000000002,9.2,10.6,2.8000000000000003,8.999999999999998,8.7,0.0,0.0,12.3,13.875,598.1046742999999,559.5393465,624.6391392
2008-04-15,25.799999999999997,28.8,11.8,12.0,9.6,64.4,52.2,8.7,0.0,0.0,9.912500000000001,10.725,652.5235031,582.812901,624.9298539
2008-04-20,10.399999999999999,10.399999999999999,12.0,9.6,0.4,4.0,8.399999999999999,8.7,0.0,0.0,11.974999999999998,12.35,652.5431895,585.9761182,606.6168009
