,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-03-27,267.6,338.2,285.0,305.4,365.4,18.772905027932957,251.10011173184355,3.6821229050279323
2004-09-23,469.40000000000003,645.6,381.0,551.0,561.0,8.503631284916201,248.91039106145246,0.8458100558659216
2005-03-22,331.6,414.0,445.6,339.4,399.0,19.103072625698324,251.31335195530724,3.7273743016759773
2005-09-18,717.4,867.4000000000001,722.8,739.0000000000001,865.0,8.264804469273743,250.68916201117318,4.893296089385475
2006-03-17,228.6,375.0,272.0,195.4,279.0,18.899162011173186,251.3202234636871,2.920111731843576
2006-09-13,456.40000000000003,711.4,480.40000000000003,406.0,650.4,11.85027932960894,247.5124581005587,1.8391061452513966
2007-03-12,255.6,316.6,260.4,259.6,366.4,18.989664804469275,250.36402234636873,1.4882681564245808
2007-09-08,430.4,522.2,456.8,328.0,527.4000000000001,10.549162011173186,246.20653631284918,1.3539664804469271
2008-03-06,339.6,414.6,312.0,297.8,417.00000000000006,18.217318435754187,250.43055865921792,1.3575418994413408
2008-09-02,601.1999999999999,927.6,627.5999999999999,633.2,675.6,10.705865921787709,249.01703910614526,3.5688826815642454
2009-03-01,279.2,337.8,275.79999999999995,230.8,354.0,19.11983240223464,250.9368156424581,2.6253631284916206
2009-08-28,674.4000000000002,851.8,683.8,645.4,839.8,11.43072625698324,248.14106145251398,3.431396648044693
2010-02-24,428.6,474.4,435.0,407.2,608.2,17.364245810055866,251.68731843575418,3.0610055865921786
2010-08-23,705.5999999999999,984.2,754.5999999999999,757.8,915.2,11.680167597765363,250.10284916201118,5.073966480446927
2011-02-19,299.0,336.4,324.6,312.8,407.6,17.664525139664804,251.1779888268157,2.703687150837989
2011-08-18,290.20000000000005,324.0,269.79999999999995,341.0,362.4,13.492458100558657,245.5040223463687,1.8729608938547488
2012-02-14,269.0,293.8,334.4,352.0,405.0,18.017877094972068,246.38564245810056,0.6424581005586594
2012-08-12,345.6,862.4,712.0,774.0000000000001,790.2,14.081843575418995,246.81670391061454,2.4438547486033517
2013-02-08,333.40000000000003,571.5999999999999,580.6,615.0,692.8,16.3463687150838,251.60877094972068,5.383351955307262
2013-08-07,566.0,1109.6,814.5999999999999,734.8,883.0,15.499162011173182,248.88525139664804,3.935642458100559
2014-02-03,430.0,688.6,579.8,544.4,636.4,16.09581005586592,250.52363128491626,4.210167597765363
2014-08-02,572.0,622.0,571.0,656.8,565.6,13.699441340782123,249.15111731843578,2.3118994413407825
2015-01-29,405.80000000000007,469.0,442.6,463.20000000000005,442.0,14.652234636871508,251.1712290502793,2.4175977653631286
2015-07-28,469.8,593.0,581.8,549.0,585.2,13.824022346368714,247.8023463687151,1.81340782122905
2016-01-24,499.8,714.2,476.0,493.4,599.0,13.965363128491619,251.12452513966477,3.379720670391061
2016-07-22,472.2,587.0,444.20000000000005,482.79999999999995,473.19999999999993,14.070391061452513,248.1372067039106,1.5877094972067036
2017-01-18,335.0,483.2,342.40000000000003,279.20000000000005,335.6,14.34022346368715,250.45413407821226,1.758659217877095
2017-07-17,522.8,762.2,563.6,613.6,626.4,14.496648044692739,247.90497206703913,2.418268156424581
2018-01-13,544.2,725.5999999999999,431.6,497.79999999999995,648.2,12.744413407821229,251.3791061452514,3.617039106145251
2018-07-12,380.40000000000003,421.40000000000003,420.20000000000005,382.20000000000005,464.2,15.827094972067037,248.11955307262568,1.711731843575419
2019-01-08,438.4,576.4,467.79999999999995,354.4,444.2,12.431843575418993,250.29301675977652,0.889944134078212
2019-07-07,802.6000000000001,909.4000000000001,684.4,801.8,865.6,16.496368715083797,249.4163687150838,4.3155865921787715
2020-01-03,437.4,472.4,347.6,403.6,426.4,12.217039106145254,250.5768715083799,2.20731843575419
