,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2006-06-15,360.7,25.524981412639402,24.847657992565058,15.432713754646839,15.191449814126393,8349684.768,2.3438661710037176
2007-03-12,437.4,28.92386617100372,28.024944237918216,11.852044609665427,11.262081784386616,8424242.784,2.347211895910781
2007-12-07,366.0,31.09111524163568,30.441338289962825,9.88550185873606,9.109665427509295,7556455.008,2.4438661710037173
2008-09-02,220.2,31.050929368029742,30.387657992565057,11.707063197026022,11.328624535315985,8173646.496,2.377695167286245
2009-05-30,291.3,29.10951672862453,28.44353159851301,15.100743494423792,14.707434944237919,8605211.904000001,2.204460966542751
2010-02-24,198.70000000000002,26.861152416356877,26.21672862453532,17.07472118959108,16.552044609665426,8030243.232000001,2.2364312267657995
2010-11-21,225.39999999999998,24.654014869888478,24.00204460966543,13.468401486988848,13.032342007434943,7719086.591999999,2.2847583643122675
2011-08-18,150.0,27.96486988847584,27.16349442379182,11.806319702602229,11.478810408921934,9504302.4,2.011895910780669
2012-05-14,188.10000000000002,32.37836431226766,31.483159851301114,16.917843866171,16.275092936802974,8948124.864,2.190334572490706
2013-02-08,360.79999999999995,24.50345724907063,23.87211895910781,17.570631970260223,16.726394052044608,8432055.936,2.344981412639405
2013-11-05,720.7,21.32275092936803,20.572750929368027,13.232713754646838,12.549442379182155,7653194.495999999,2.5970260223048327
2014-08-02,543.9000000000001,21.539739776951674,20.995724907063195,13.069888475836432,12.305204460966545,7205860.224,2.8260223048327138
2015-04-29,421.40000000000003,22.469368029739776,22.09096654275093,17.69033457249071,4.672862453531598,7076346.624,1.2431226765799257
2016-01-24,757.8,24.474014869888478,24.17081784386617,17.576951672862457,17.17063197026022,6713907.264,2.7736059479553905
2016-10-20,396.0,23.945353159851297,23.704944237918216,13.202230483271375,12.936431226765798,6941400.192,2.720074349442379
2017-07-17,673.2,27.239516728624537,26.747360594795538,13.2364312267658,12.855390334572489,7542134.208000001,2.64089219330855
2018-04-13,474.20000000000005,25.355018587360593,24.824200743494426,18.219702602230484,17.82007434944238,7934493.888,2.3981412639405204
2019-01-08,566.2,26.209591078066918,25.864126394052043,17.194052044609666,16.63828996282528,6395400.576,2.530483271375465
2019-10-05,479.19999999999993,25.875687732342005,25.533940520446098,12.575092936802976,12.4,7029888.48,2.5750929368029736
