,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2015-01-14,17.0,32.8,31.4,40.6,44.0,36.58714285714286,50.52357142857142,293.20214285714286,4.007142857142857,3.9285714285714284,3.0428571428571436,0.34870701150000005,2.945274476571428,5.864025048428572,23.342216068571428
2015-01-29,113.20000000000002,161.5,144.2,165.00000000000003,106.6,36.56,50.505,293.25642857142867,2.2035714285714283,1.7249999999999999,0.8321428571428571,0.3557409567142857,2.9881234477142855,6.3023965482142845,25.350469353571434
2015-02-13,48.400000000000006,69.10000000000001,77.0,57.00000000000001,77.00000000000001,36.60500000000001,50.54071428571428,293.40000000000003,4.539285714285715,4.7250000000000005,3.232142857142857,0.35938006271428574,3.0304480409999996,6.423049254571429,25.903199615714293
2015-02-28,34.4,54.0,53.00000000000001,50.4,19.0,36.62214285714286,50.55142857142856,293.5135714285714,4.960714285714286,4.55,3.8500000000000005,0.3488868058571429,2.946300749785714,5.811160113857143,23.622149993571433
2015-03-15,116.40000000000002,190.0,156.0,209.4,187.0,36.57357142857143,50.51214285714286,293.59714285714284,7.210714285714287,7.235714285714285,6.128571428571428,0.3483941387857143,2.9484743844285712,5.763726847142856,23.445324441428575
2015-03-30,17.6,32.5,34.199999999999996,31.8,21.0,36.54642857142857,50.48571428571428,293.1835714285715,7.721428571428571,7.3357142857142845,6.814285714285716,0.35707577314285704,3.0129011339999994,6.157613771,24.170821864285706
2015-04-14,1.2,1.2000000000000002,19.2,2.2,2.8,36.56,50.4907142857143,292.6971428571428,12.546428571428573,11.37857142857143,10.957142857142856,0.3592318212142857,3.0272812105714277,6.223813254,24.292754204285707
2015-04-29,8.0,5.800000000000001,9.799999999999999,5.2,11.4,36.550714285714285,50.48142857142857,292.06642857142856,15.939285714285713,14.639285714285714,14.635714285714286,0.3568020912142857,2.9676763625714284,6.197832157428571,23.49553305142857
2015-05-14,36.8,47.099999999999994,46.0,44.2,45.39999999999999,36.550714285714285,50.460000000000015,291.7392857142857,13.639285714285714,12.45,12.217857142857143,0.3486253927142858,2.9451269430714286,6.193465586571427,23.361546302857143
2015-05-29,17.4,3.4,38.6,18.0,57.4,36.53857142857142,50.444285714285705,291.38500000000005,19.125,17.357142857142854,17.099999999999998,0.3485483112142857,2.980809474357143,5.832936461928573,24.158990063571423
