,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2013-02-08,572.4000000000001,902.6000000000001,27.329814126394048,93.34371747211895,110.60052044609664,98.03918215613382,100.46334572490704,91.68200743494424,93.69765799256507,95.38096654275093,94.56814126394053,311097.422,862797.7860000001,920248.696,915659.5599999999,1711810.256,703875.1400000001,911677.07,867873.078,15.90910780669145,17.846951672862453
2013-11-05,1281.4,1232.6,25.60721189591078,92.93531598513012,111.8846096654275,97.65684014869889,99.81732342007435,91.39156133828996,93.38293680297397,94.95669144981413,94.54684014869888,285534.25,859012.804,930787.4160000001,903649.786,1551583.358,701801.6499999999,908432.7280000001,872917.52,12.137137546468402,13.739293680297397
2014-08-02,536.0,705.2,28.969219330855015,91.10847583643123,107.89000000000001,95.8960966542751,97.3549814126394,89.99130111524165,95.10494423791822,93.25330855018588,93.84669144981412,317634.152,808570.994,898809.824,870174.872,1257058.8120000002,665317.948,855528.862,814737.826,12.904832713754647,14.873457249070633
2015-04-29,127.39999999999999,206.39999999999998,31.27579925650557,90.45788104089219,106.64074349442379,94.91936802973977,100.12141263940522,88.89695167286244,97.33762081784386,92.74360594795539,93.811375464684,323247.112,802398.97,892832.032,857636.452,1239668.702,656271.6839999999,830598.2440000001,803264.4839999999,11.945055762081786,14.437137546468403
2016-01-24,243.79999999999998,419.0,48.62267657992565,91.07866171003717,110.64330855018586,96.0246468401487,107.96349442379183,89.41895910780669,97.34044609665426,93.64665427509294,95.22342007434943,250284.65000000002,873368.896,1032791.596,898090.432,1241660.0220000003,713389.97,899403.56,894983.9739999999,13.84360594795539,16.427100371747212
2016-10-20,200.39999999999998,257.6,35.805985130111516,93.50828996282527,115.78620817843867,98.42483271375465,107.53446096654274,90.99070631970261,94.69657992565055,95.76687732342006,101.0871747211896,120766.18000000002,941191.5800000001,1210855.1400000001,948037.03,1761187.13,785283.96,971220.2300000001,1026075.1600000001,10.967732342007436,12.814089219330855
2017-07-17,593.5999999999999,419.8,35.61550185873606,97.24156133828996,117.11156133828997,99.45327137546468,102.39289962825278,91.96650557620818,96.12914498141267,97.67817843866172,102.24278810408923,152306.63,833948.65,828510.69,907955.7,1996024.15,700605.52,1002173.8799999999,815698.2400000001,9.188884758364312,11.162267657992563
2018-04-13,440.6,394.0,42.603531598513015,99.60791821561338,115.01550185873604,100.79605947955389,103.54332713754647,93.08613382899628,96.19059479553903,99.56795539033459,92.17702602230484,526033.3800000001,902532.44,867141.96,934736.79,2003236.95,629739.3099999999,990980.3600000001,861449.65,10.239591078066914,12.326728624535315
2019-01-08,674.8,774.4000000000001,43.31646840148699,100.87680297397769,112.78141263940519,101.7971003717472,104.27189591078067,94.04847583643124,96.88843866171004,98.78620817843866,92.00044609665429,674995.59,962099.05,771348.48,969721.1499999999,2021602.58,643567.3699999999,981655.17,842375.8400000001,14.488921933085503,16.58260223048327
2019-10-05,896.8,1100.6000000000001,47.0,100.8793680297398,110.9285873605948,101.8885873605948,104.47178438661712,95.79381040892191,96.43899628252787,98.55594795539034,92.05743494423791,587958.3659999999,984905.026,623761.3099999999,991383.4040000001,1920083.4440000001,590972.064,994625.7159999999,809175.2899999999,11.017434944237916,13.017992565055762
