,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-03-15,23.6,7.0875,289.02700260000006
2015-03-20,0.8,8.0875,284.081382625
2015-03-25,54.099999999999994,11.275,276.54949910000005
2015-03-30,0.0,11.75,275.98284172499996
2015-04-04,21.5,5.675,273.740073675
2015-04-09,0.0,10.575,273.125765225
2015-04-14,0.6000000000000001,14.775,274.0069212750001
2015-04-19,1.5999999999999999,13.0375,274.10053467499995
2015-04-24,14.8,13.9875,274.206814875
2015-04-29,27.0,12.6,274.46592630000004
2015-05-04,0.2,21.3375,274.655678125
2015-05-09,8.5,17.4875,274.769143225
2015-05-14,9.2,17.6125,274.674126
2015-05-19,7.8,15.475000000000001,274.59260800000004
2015-05-24,27.6,12.8125,273.8895483
2015-05-29,15.5,17.025,273.69271345000004
2015-06-03,0.0,21.725,273.69874315
2015-06-08,16.0,20.049999999999997,262.033899425
2015-06-13,1.4,19.85,242.82218877499997
2015-06-18,62.199999999999996,17.575000000000003,265.702780325
2015-06-23,3.6,19.025,264.10711425
2015-06-28,0.0,21.687500000000004,239.54868235
2015-07-03,0.0,24.762500000000003,269.253379325
2015-07-08,0.0,24.4375,258.935661375
2015-07-13,1.8,25.9875,273.23167275000003
2015-07-18,6.7,27.674999999999997,235.61367389999998
2015-07-23,56.900000000000006,23.787499999999998,276.326840275
2015-07-28,0.0,23.975,239.576677875
2015-08-02,9.6,25.674999999999997,256.0469934
2015-08-07,12.2,25.6375,258.708215575
2015-08-12,1.8,24.425,257.8186353
2015-08-17,12.899999999999999,18.887500000000003,248.37583020000002
2015-08-22,4.2,20.4625,250.47079105
2015-08-27,0.0,24.5375,270.202880725
2015-09-01,2.7,22.9375,272.92551257499997
2015-09-06,0.0,17.6125,284.75263185000006
2015-09-11,6.2,19.0625,236.412974175
2015-09-16,0.4,24.75,269.93458985
2015-09-21,15.6,17.0875,273.82928555
2015-09-26,0.0,14.487499999999999,237.684982875
2015-10-01,24.3,15.3625,242.150696375
2015-10-06,8.2,15.9,250.9700488
2015-10-11,62.3,13.425,249.99337795000002
2015-10-16,17.0,13.1125,258.154676025
2015-10-21,13.600000000000001,10.662500000000001,251.38530705000002
2015-10-26,18.0,13.2875,236.50742129999998
2015-10-31,0.0,12.575,269.95245447499997
2015-11-05,0.0,14.5,223.66178109999998
2015-11-10,0.0,11.9625,231.96537892499998
2015-11-15,0.0,11.3,226.7405827
2015-11-20,50.0,7.6875,273.0220756
2015-11-25,10.0,5.7749999999999995,263.2232302
2015-11-30,0.0,8.325000000000001,277.957814925
2015-12-05,0.0,8.875,290.5799927
2015-12-10,0.0,6.5,278.0524865
2015-12-15,0.0,6.875000000000001,288.80973050000006
2015-12-20,0.0,8.1625,271.36066400000004
2015-12-25,0.0,9.225000000000001,276.866084775
2015-12-30,7.4,4.362500000000001,273.84670655
2016-01-04,36.800000000000004,5.25,246.06651007500002
2016-01-09,23.0,9.7875,278.07888675000004
2016-01-14,44.400000000000006,3.0,289.5177959
2016-01-19,6.2,2.35,290.84468730000003
2016-01-24,0.0,6.125,294.35529485
2016-01-29,16.8,8.175,276.20367472500004
2016-02-03,4.0,6.1,290.86804695000006
2016-02-08,26.4,6.5875,275.82304172500005
2016-02-13,78.7,9.8375,271.26305010000004
2016-02-18,2.0,6.275,280.09287199999994
2016-02-23,20.200000000000003,8.9375,250.84689767499998
2016-02-28,63.3,8.0,287.48030360000007
2016-03-04,20.1,4.875,263.460221575
2016-03-09,13.2,5.3875,273.76952815
2016-03-14,5.8,6.7625,270.3330194
2016-03-19,3.0,11.1625,252.23706199999998
2016-03-24,0.2,7.3,286.986809625
2016-03-29,18.0,13.875,254.915705075
2016-04-03,0.0,16.925,235.50854747500003
2016-04-08,14.6,11.137500000000001,256.5175097
2016-04-13,0.0,14.8,221.93978260000003
2016-04-18,0.0,15.337499999999999,239.63438695
2016-04-23,75.5,7.487500000000001,267.217416675
2016-04-28,7.6,12.475,276.297976725
2016-05-03,4.8,12.4625,275.6864481
2016-05-08,2.6,16.7375,276.00798505
2016-05-13,61.199999999999996,12.649999999999999,276.201325
2016-05-18,9.4,12.9,276.4632145
2016-05-23,0.6,14.875,277.25758690000004
2016-05-28,0.0,18.212500000000002,277.22284532500004
2016-06-02,25.900000000000002,15.85,276.983033175
2016-06-07,15.5,17.3375,276.501650925
2016-06-12,25.4,16.875,276.14644187500005
2016-06-17,12.2,17.875,277.03037005
2016-06-22,2.8,23.637500000000003,276.9601193
2016-06-27,6.8,21.1625,277.039680675
2016-07-02,1.4,23.8,277.183823475
2016-07-07,15.1,23.9125,277.865672675
2016-07-12,0.6,21.950000000000003,282.23233515000004
2016-07-17,0.0,21.85,284.18324047500005
2016-07-22,16.8,22.675,286.58637215
2016-07-27,16.900000000000002,23.125000000000004,288.188366125
2016-08-01,12.7,23.225,291.060601625
2016-08-06,11.899999999999999,20.475,294.394055675
2016-08-11,0.2,19.725,294.96382262500003
2016-08-16,4.4,21.525,295.157243525
2016-08-21,0.0,21.437499999999996,295.1625794
2016-08-26,0.0,23.612499999999997,294.77246894999996
2016-08-31,1.4,22.1625,294.0254841
2016-09-05,31.900000000000002,17.2625,294.2248071
2016-09-10,10.6,18.625,296.4215568750001
2016-09-15,39.1,17.4375,287.546847625
2016-09-20,5.6,16.424999999999997,298.48676770000003
2016-09-25,0.0,16.3875,290.565765075
2016-09-30,30.2,15.875,269.11837127499996
2016-10-05,33.2,12.787500000000001,268.8417435
2016-10-10,10.3,11.7,289.117861975
2016-10-15,18.7,15.387500000000001,294.4223735
2016-10-20,6.4,13.087499999999999,294.5951996
2016-10-25,26.0,14.725000000000001,294.557827675
2016-10-30,0.0,12.3625,294.654979125
2016-11-04,59.00000000000001,11.725000000000001,296.6075439
2016-11-09,29.599999999999998,6.8374999999999995,286.63208825
2016-11-14,1.4,7.8,296.6075439
2016-11-19,18.7,12.625,296.6075439
2016-11-24,34.800000000000004,10.7,296.6075439
2016-11-29,0.0,3.9875,296.6075439
2016-12-04,0.0,8.3625,296.6075439
2016-12-09,0.0,7.9,296.6075439
2016-12-14,0.0,5.637499999999999,296.6075439
2016-12-19,7.0,6.9624999999999995,296.6075439
2016-12-24,0.0,8.6875,296.6075439
2016-12-29,0.0,2.275,296.6075439
2017-01-03,21.8,1.5375000000000003,296.6075439
2017-01-08,3.4,-1.9874999999999998,296.6075439
2017-01-13,29.400000000000002,1.6,296.6075439
2017-01-18,10.0,3.8000000000000003,296.6075439
2017-01-23,3.5999999999999996,5.2124999999999995,296.6075439
2017-01-28,0.0,5.025,296.6075439
2017-02-02,22.8,8.287500000000001,296.6075439
2017-02-07,7.6,6.7,296.6075439
2017-02-12,0.0,7.5874999999999995,296.6075439
2017-02-17,6.4,5.6125,295.371798625
2017-02-22,6.6,8.0625,294.45163365
2017-02-27,2.6,8.9625,290.226989
2017-03-04,61.89999999999999,7.574999999999999,288.210176025
2017-03-09,1.5999999999999999,8.8875,286.75365780000004
2017-03-14,0.0,9.5125,287.06324255000004
2017-03-19,0.0,12.45,287.87360972499994
2017-03-24,10.6,12.387500000000001,272.5152564
2017-03-29,0.0,13.750000000000002,285.98290740000004
2017-04-03,41.3,10.899999999999999,286.176566925
2017-04-08,5.6,14.075000000000001,244.03607807499998
2017-04-13,2.2,13.625,286.98131255
2017-04-18,4.4,6.0875,286.38575115
2017-04-23,0.0,11.6125,285.2326775
2017-04-28,35.8,11.175,284.59833019999996
2017-05-03,4.6,14.2375,284.42928715000005
2017-05-08,59.400000000000006,13.475,283.93640482500007
2017-05-13,16.4,16.8625,282.509952775
2017-05-18,15.5,15.624999999999998,284.650901675
2017-05-23,36.6,16.575,286.338617025
2017-05-28,0.0,18.8375,286.7062367
2017-06-02,0.0,19.9875,286.723930175
2017-06-07,0.4,19.862499999999997,286.498482875
2017-06-12,0.0,22.5375,286.48525835000004
2017-06-17,19.6,20.625,288.620702075
2017-06-22,15.2,23.362500000000004,291.55387115
2017-06-27,1.0,22.950000000000003,293.61750300000006
2017-07-02,11.0,21.087500000000002,295.02854785
2017-07-07,0.0,26.0,295.101631925
2017-07-12,55.4,24.375,295.62408999999997
2017-07-17,0.0,22.049999999999997,295.472094125
2017-07-22,6.6,23.475,292.20306522500005
2017-07-27,0.0,22.45,295.3981164500001
2017-08-01,0.0,30.35,290.74660535000004
2017-08-06,0.0,28.6125,278.64772245
2017-08-11,13.8,20.6625,263.30800345
2017-08-16,0.0,26.062500000000004,242.2506547
