,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-07-25,400.0,345.79999999999995,360.0,318.79999999999995,350.2,338.80000000000007,390.79999999999995,258.0,339.40000000000003,476.79999999999995,14.97126865671642,6.706641791044777,2.5953731343283586,7.753283582089552,4.229477611940299,16.520522388059703,13.270522388059701,7.019402985074626,17.039925373134327,1552873.94775,2120472.0459999996,1507969.100654,0.0,0.0,0.10783582089552238,0.0346268656716418
2007-12-07,635.4,499.79999999999995,613.2,448.59999999999997,598.4,619.6,654.6000000000001,295.6,587.2,889.3999999999999,14.630522388059703,6.269179104477613,1.791716417910448,5.579402985074626,3.5343283582089553,8.392164179104478,5.575373134328357,5.782089552238808,8.809328358208953,1350899.4555260001,2027641.48588,1521472.30869,0.0,0.0,0.32216417910447764,0.270820895522388
2008-04-20,274.8,224.8,393.6,211.2,241.20000000000002,220.2,228.2,258.79999999999995,262.8,344.0,14.401641791044776,6.183507462686568,2.2111194029850743,6.067537313432837,3.772164179104478,21.312686567164178,17.0589552238806,21.179850746268656,22.18694029850746,1448500.441753,2121919.95622,1577823.6439799997,0.0,0.0,0.2521641791044776,0.12485074626865669
2008-09-02,1225.0,741.0,772.0,688.6000000000001,997.5999999999999,690.0,1081.2000000000003,424.80000000000007,1033.2000000000003,1427.8,14.831268656716418,5.896194029850746,2.013955223880597,6.595074626865672,3.7229850746268656,12.298507462686565,9.552985074626864,12.735447761194028,12.447761194029852,1407823.9671129999,2144666.32988,1626887.13007,0.0,0.0,0.3282835820895523,0.12447761194029845
2009-01-15,786.8000000000001,601.6,750.8,546.0,773.4000000000001,637.4,742.0,298.6,713.4,1006.1999999999999,14.210149253731345,5.296865671641791,1.5169402985074625,4.601343283582089,3.05955223880597,11.859701492537312,8.570149253731342,12.263059701492537,12.47313432835821,1320431.2202190002,2192440.0916400007,1681669.38502,0.0,0.0,0.4655223880597016,-0.036044776119403
2009-05-30,276.2,219.8,254.00000000000003,205.79999999999998,176.79999999999998,217.0,238.39999999999998,346.0,261.20000000000005,286.3999999999999,14.362014925373137,6.205895522388059,2.7860447761194034,7.4671641791044765,4.19910447761194,22.919029850746266,18.758208955223882,9.035074626865672,23.654850746268657,1587420.7109170002,2165020.7639300004,1714753.6946700003,0.0,0.0,0.12902985074626866,-0.4784328358208955
2009-10-12,1263.2,687.6,755.0,688.0,1040.7999999999997,938.9,1153.0,287.8,1082.2000000000003,1598.2000000000003,14.39044776119403,5.691044776119402,1.7023880597014927,6.345671641791045,3.5087313432835816,7.982835820895521,5.082462686567164,4.005223880597015,8.314552238805971,1463623.412782,2229812.4959999993,1709034.5088,0.0,0.0,0.4241044776119402,0.0528358208955224
2010-02-24,606.2,495.8,665.0,505.4,500.40000000000003,613.1,562.4,396.8,482.59999999999997,677.2,13.815522388059703,5.570149253731342,1.5809701492537311,5.249179104477612,3.352910447761194,15.485820895522384,10.936567164179102,15.564552238805968,16.33955223880597,1392521.876902,2131935.2063999996,1754491.8816,0.0,0.0,0.35962686567164176,-0.5502985074626865
2010-07-09,995.2,785.2,738.0000000000001,563.0,758.8000000000001,776.8,829.8000000000001,443.59999999999997,821.4000000000002,1138.0,13.718507462686567,5.808805970149255,1.9587313432835822,7.059552238805971,3.9665671641791045,18.865671641791046,14.883955223880596,18.9955223880597,19.449626865671643,1464809.6030140002,2146637.8079999997,1765454.9183999998,0.0,0.0,0.308134328358209,-0.7032835820895523
2010-11-21,897.5999999999999,606.0,701.5999999999999,557.0,745.0,653.8,823.2000000000002,413.0,739.5999999999999,1116.0,13.369104477611941,5.112835820895522,1.3807462686567162,5.218432835820895,2.803582089552239,7.379477611940298,4.179850746268656,7.835447761194028,7.746641791044778,1366892.796517,2158996.26604,1786493.2319999998,0.0,0.0,0.4964179104477613,-0.38022388059701495
2011-04-05,225.00000000000003,140.8,207.0,117.80000000000001,244.0,195.39999999999998,244.40000000000003,303.19999999999993,244.60000000000002,261.0,13.095895522388059,6.000074626865672,2.4980597014925374,7.022537313432837,3.922686567164179,20.18432835820896,15.769776119402982,20.145522388059703,21.10223880597015,1411787.8242469998,2159650.1879999996,1671502.6079999998,0.0,0.0,0.1714925373134328,-1.0411194029850745
