,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-11,144.8,125.6,132.8,107.19999999999999,77.2,751.0,158.0,8.66949152542373,0.0,0.0,11.307627118644069,11.01864406779661,9425.778053499998,8798.066000600002,9223.2070871
2008-05-10,123.80000000000001,91.39999999999999,119.2,110.2,126.99999999999999,203.6,87.2,8.903389830508475,0.0,0.0,18.81864406779661,19.98983050847458,8844.390104000002,8494.1725282,9330.8679357
2008-07-09,33.8,18.0,92.20000000000002,36.400000000000006,72.2,55.4,45.0,9.36949152542373,0.0,0.0,22.6635593220339,23.53813559322034,8302.9739829,8244.898806,9602.064604800002
2008-09-07,200.39999999999998,272.2,181.0,215.2,414.59999999999997,292.8,164.99999999999997,9.540677966101695,0.0,0.0,15.635593220338981,16.315254237288137,9011.2542658,8552.892193100002,9193.6719073
2008-11-06,389.99999999999994,361.0,283.0,239.6,229.8,1438.6,211.4,9.059322033898306,0.0,0.0,6.6,7.7152542372881365,9363.2054981,8667.2549237,9098.844775300002
2009-01-05,259.4,231.60000000000002,190.60000000000002,140.8,122.39999999999999,579.0,144.6,8.400000000000002,0.0,0.0,5.710169491525424,6.01864406779661,9590.8491693,8779.8506822,9222.283411000002
2009-03-06,130.0,119.39999999999999,89.19999999999999,119.2,71.8,138.2,77.0,7.744067796610171,0.0,0.0,11.578813559322034,11.977966101694916,8863.2923828,8081.8959529,8920.044261700003
2009-05-05,125.0,126.8,145.60000000000002,110.6,72.6,75.6,98.6,7.598305084745764,0.0,0.0,18.92457627118644,19.609322033898305,8143.305588599999,7956.3477408,9057.586491200003
2009-07-04,24.200000000000003,63.4,29.799999999999997,17.599999999999998,40.4,78.60000000000001,21.4,7.691525423728813,0.0,0.0,23.8635593220339,23.865254237288134,8578.134880599999,8395.948485899999,8990.6825962
2009-09-02,170.59999999999997,196.20000000000002,181.79999999999998,144.0,95.2,148.6,158.2,7.874576271186439,0.0,0.0,16.727118644067794,17.012711864406782,8512.7608015,7976.428132299999,9126.061667300002
2009-11-01,198.0,210.20000000000002,203.4,90.8,119.6,1303.6000000000001,100.60000000000001,7.891525423728814,0.0,0.0,8.372881355932202,8.406779661016948,9025.643726600001,8359.0538196,8539.508815800002
2009-12-31,192.8,335.0,175.0,22.400000000000002,91.0,2876.0,100.20000000000002,7.591525423728813,0.0,0.0,4.584745762711864,5.494915254237288,8676.8766865,8395.8956664,8064.96308855
2010-03-01,171.4,192.2,203.0,156.20000000000002,97.19999999999999,501.7999999999999,172.4,7.181355932203391,0.0,0.0,9.60593220338983,10.00508474576271,8557.3425518,8066.4498484,8301.68559804
2010-04-30,192.8,214.2,303.0,198.6,115.60000000000001,140.6,151.0,6.7152542372881365,0.0,0.0,16.357627118644068,17.077118644067795,6818.716407640001,7072.81965057,8364.90932111
2010-06-29,53.2,48.60000000000001,90.60000000000002,40.800000000000004,38.2,44.99999999999999,33.2,6.6694915254237275,0.0,0.0,22.90508474576271,23.13983050847457,7067.8644832,7136.234020159999,8833.737437000002
2010-08-28,169.60000000000002,173.6,177.60000000000002,158.2,104.2,791.4000000000001,76.79999999999998,6.722033898305085,0.0,0.0,16.29322033898305,16.634745762711862,7141.5335091,7180.453648,8403.75165071
2010-10-27,391.0,404.2,420.4,328.40000000000003,262.59999999999997,1906.0,293.8,6.5423728813559325,0.0,0.0,8.043220338983051,8.76864406779661,6196.66507657,6129.74239949,7644.78168606
2010-12-26,105.0,94.8,133.79999999999998,94.0,97.60000000000001,1021.7999999999998,114.80000000000001,6.488135593220339,0.0,0.0,6.102542372881356,6.310169491525424,6219.05799218,6084.4925275,7611.22087866
2011-02-24,153.79999999999998,183.39999999999998,188.60000000000002,131.8,162.6,608.1999999999999,109.0,5.8610169491525435,0.0,0.0,10.144915254237285,10.511864406779662,5728.538424970001,5618.77380759,7332.1425732200005
2011-04-25,77.2,83.6,88.8,88.6,103.2,169.8,84.0,6.283050847457628,0.0,0.0,17.488983050847455,17.727118644067797,6378.8208209700015,6349.0126383,8055.46721428
2011-06-24,72.0,54.60000000000001,105.60000000000001,94.8,53.6,47.4,65.60000000000001,6.971186440677967,0.0,0.0,22.051694915254238,22.10593220338983,7564.2971285,7670.8189502,8984.251261100002
2011-08-23,22.0,46.6,54.400000000000006,16.6,29.200000000000003,35.8,18.4,7.350847457627118,0.0,0.0,20.015254237288136,19.210169491525424,8462.9228863,8099.2387426,9099.3831656
2011-10-22,195.0,246.8,148.59999999999997,122.0,134.6,280.2,96.6,7.584745762711866,0.0,0.0,10.551694915254235,10.210169491525427,8655.1301206,8086.949705700001,8548.605754100001
2011-12-21,80.39999999999999,58.0,84.8,68.4,73.2,706.1999999999998,74.8,7.476271186440679,0.0,0.0,3.7906779661016956,3.0949152542372884,8492.144833319999,8120.69840444,8007.708375879999
2012-02-19,102.39999999999999,97.80000000000001,83.4,87.20000000000002,100.6,118.20000000000002,68.0,7.372881355932202,0.0,0.0,11.070338983050847,9.591525423728813,8189.454572309999,7786.491002729998,8556.08008994
2012-04-19,164.79999999999998,124.80000000000001,194.0,178.2,135.4,228.0,117.4,7.633898305084745,0.0,0.0,15.783050847457629,15.301694915254236,8504.43701732,8123.2908660699995,9020.697340660001
2012-06-18,2.0,0.0,0.8,0.0,7.6,0.2,0.0,7.732203389830509,0.0,0.0,24.31016949152542,23.333898305084748,8521.6858233,8381.554557610001,9268.647222000003
2012-08-17,222.8,147.0,219.4,185.20000000000002,289.80000000000007,198.00000000000003,201.6,8.135593220338983,0.0,0.0,20.120338983050846,20.199152542372882,8745.314234800004,8681.428135900002,9427.1976022
2012-10-16,348.0,414.6,489.2,347.40000000000003,310.6,358.8,389.4,8.145762711864405,0.0,0.0,9.990677966101696,9.784745762711866,9618.834209,8866.976158800002,9331.601300499999
2012-12-15,179.0,157.39999999999998,208.2,155.2,132.2,7973.6,169.2,7.679661016949153,0.0,0.0,5.577966101694916,5.0203389830508485,8661.2748894,8180.2208589,8138.2426457400015
