,Rainfall_Terni,Flow_Rate_Lupa
2009-03-01,339.4809999999999,144.83050279329612
2009-08-28,660.3009999999999,83.84346368715083
2010-02-24,428.10799999999995,81.73078212290503
2010-08-23,573.5880000000001,80.4226815642458
2011-02-19,354.37299999999993,82.2222346368715
2011-08-18,281.48900000000003,84.02832402234637
2012-02-14,288.144,85.82865921787709
2012-08-12,678.5949999999999,87.63100558659218
2013-02-08,469.738,89.43597765363128
2013-08-07,562.673,91.23798882681564
2014-02-03,496.88,93.04430167597765
2014-08-02,558.308,94.84541899441342
2015-01-29,434.881,96.64810055865922
2015-07-28,364.577,98.55335195530726
2016-01-24,440.619,100.25206703910614
2016-07-22,408.34499999999997,102.05955307262572
2017-01-18,242.00300000000004,103.85966480446926
2017-07-17,361.238,105.66256983240223
2018-01-13,451.5520000000001,107.46122905027931
2018-07-12,467.3330000000001,109.26558659217878
2019-01-08,360.63899999999995,111.06810055865922
2019-07-07,572.609,112.82240223463687
2020-01-03,361.2,98.42860335195532
