,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-01,28.400000000000002,29.2,20.999999999999996,16.6,21.400000000000002,98.4,12.2,8.644444444444444,0.0,0.0,6.977777777777778,7.811111111111111,1487.6691896999998,1402.0568119999998,1453.4746585999999
2008-03-11,8.0,1.5999999999999999,2.8,1.0,3.4000000000000004,26.6,0.8,8.666666666666664,0.0,0.0,10.661111111111111,10.838888888888889,1373.1729090999997,1275.1573129,1407.6115812
2008-03-21,67.0,60.800000000000004,59.4,46.4,32.599999999999994,630.6,59.4,8.61111111111111,0.0,0.0,6.955555555555555,7.011111111111111,1419.6843627999997,1314.6712863,1363.8886151000002
2008-03-31,3.6,2.4,5.0,0.8,9.2,7.2,0.8,8.6,0.0,0.0,11.316666666666666,10.283333333333333,1488.5225031999998,1402.5521481,1398.5761339
2008-04-10,41.199999999999996,39.8,38.2,26.0,20.200000000000003,69.19999999999999,68.8,8.7,0.0,0.0,11.011111111111113,12.005555555555555,1413.9817174999998,1280.0878728999999,1406.2487691000001
2008-04-20,11.599999999999998,10.8,15.2,23.4,2.8,5.0,19.4,8.7,0.0,0.0,13.1,12.65,1444.1491452,1356.1180747999997,1398.3971238000001
2008-04-30,5.3999999999999995,0.8,5.6000000000000005,3.4,3.0000000000000004,10.200000000000001,4.000000000000001,8.733333333333333,0.0,0.0,15.072222222222223,13.594444444444443,1437.7762605,1379.6587505,1415.1315715000003
2008-05-10,14.0,20.2,36.0,19.4,15.4,21.599999999999998,1.2,8.8,0.0,0.0,15.766666666666664,16.08888888888889,1433.8438431,1378.7732267000001,1419.0811494000002
2008-05-20,20.599999999999998,10.8,16.400000000000002,6.0,31.2,0.6000000000000001,14.6,8.822222222222223,0.0,0.0,17.461111111111112,17.827777777777776,1357.1212532999998,1274.7118968999998,1414.8077660000001
2008-05-30,27.2,14.399999999999999,23.8,18.8,17.8,26.799999999999997,28.799999999999997,8.9,0.0,0.0,16.188888888888886,17.322222222222223,1427.2156830999998,1331.1940445999999,1370.668597
2008-06-09,44.2,33.6,30.799999999999997,51.4,41.8,110.39999999999999,26.799999999999997,8.9,0.0,0.0,17.166666666666664,18.022222222222226,1298.0780503,1271.3922440000001,1411.5275255000001
2008-06-19,0.0,0.2,1.0,0.0,1.8,27.799999999999997,0.6000000000000001,8.933333333333334,0.0,0.0,22.86111111111111,25.022222222222226,1278.0292512,1259.2317658,1457.5742633
2008-06-29,0.0,0.0,1.2,8.0,4.4,12.799999999999999,0.0,9.066666666666666,0.0,0.0,23.57777777777778,25.68333333333333,1325.8385834,1267.7440329,1467.1049062
2008-07-09,0.4,0.0,5.4,0.0,1.8,27.999999999999996,1.0,9.18888888888889,0.0,0.0,21.03333333333333,23.105555555555554,1257.2385715,1238.2584429999997,1458.2093834000002
