,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2015-01-29,331.2,508.5000000000001,487.6000000000001,515.8,413.8,36.578089887640445,50.5143820224719,293.2773033707865,6.623595505617978,6.206741573033708,5.37247191011236,0.35473560541573035,2.9927188156741567,6.113167054,24.46831453786517
2015-04-29,82.60000000000001,115.69999999999999,178.4,131.0,175.4,36.52134831460674,50.435842696629216,291.3629213483146,19.237078651685394,17.634831460674157,17.343820224719103,0.34657238873033713,2.9386126195505615,5.964978091977529,23.800823148764053
2015-07-28,223.60000000000002,358.1,372.4,482.4,494.2,36.492134831460675,50.40483146067417,291.3223595505618,18.291011235955054,16.456179775280898,15.802808988764045,0.341079033516854,2.922907955449438,5.73136345741573,23.85753232370787
2015-10-26,191.8,261.1,254.0,297.79999999999995,217.2,36.69067415730337,50.5776404494382,293.52101123595503,6.984831460674157,6.574157303370787,5.9438202247191025,0.3428661037865169,2.9213633684382017,5.387479212089887,23.012799973258424
2016-01-24,352.6,505.0,444.6,564.6,483.0,36.9461797752809,50.80280898876404,295.54471910112363,7.929775280898878,7.48932584269663,6.715168539325842,0.3434795625730337,2.9091408395393263,5.278733017887641,22.44182944089887
2016-04-23,296.20000000000005,297.5,281.20000000000005,320.79999999999995,334.0,37.15224719101124,51.01179775280899,296.89078651685395,16.271348314606744,15.073033707865168,14.603370786516857,0.3489013755393258,2.8590718219550566,5.203566429146068,22.97453334078652
2016-07-22,271.4,340.5,299.20000000000005,375.40000000000003,387.4,37.442696629213486,51.19898876404494,298.71269662921355,17.95280898876404,16.79494382022472,16.32640449438202,0.3550834016629214,2.8599581406067416,5.223673327404495,22.078659227415734
2016-10-20,161.2,308.1,257.4,349.0,328.6,37.689101123595506,51.39752808988764,300.7023595505618,6.593258426966291,6.116292134831461,5.597191011235956,0.3422052706292135,2.7262562929775283,4.958677033820224,21.858483426741575
2017-01-18,143.60000000000002,181.4,169.2,201.2,183.20000000000002,38.036629213483145,51.63595505617978,303.5221348314606,7.752808988764045,7.134831460674158,6.704494382022473,0.3499559130674157,2.5188781252134835,4.764081004370786,22.283758149775277
2017-04-18,65.8,90.0,79.4,101.0,111.60000000000001,38.40033707865169,51.902134831460685,306.21842696629216,17.170224719101125,15.914606741573035,16.165168539325844,0.2966468603258427,2.0110038899325837,4.2822954851685395,21.06662796112359
2017-07-17,135.39999999999998,180.6,225.2,150.39999999999998,165.8,38.852134831460674,52.25022471910112,308.5728089887641,19.3623595505618,17.665730337078653,18.013483146067415,0.23800040084269664,1.7463502677415732,3.815548386865169,20.328499377865167
2017-10-15,295.40000000000003,395.6,330.6,396.8,312.4,39.181235955056174,52.552359550561796,310.9894382022472,7.044382022471909,6.403370786516854,6.237078651685393,0.19943575376404493,1.996352281213483,3.4842115975505616,19.69613701516854
2018-01-13,503.19999999999993,641.6,637.9999999999999,1102.8000000000002,340.0,39.30134831460674,52.63134831460674,313.061011235955,4.548876404494382,4.283146067415731,3.92752808988764,0.2388654949662921,1.4604165891348313,3.4003472166179773,19.771264046179777
2018-04-13,241.99999999999997,302.8,354.6,352.79999999999995,157.8,39.42831460674157,52.692247191011234,312.9479775280899,16.608426966292136,15.399438202247193,15.66516853932584,0.2910707732134832,1.721745127235955,4.049087173853933,18.997401082808985
2018-07-12,195.8,277.1,235.39999999999998,315.6,119.4,39.53921348314607,52.75011235955056,313.16224719101126,20.014606741573036,18.534269662921346,18.784269662921346,0.30108925766292133,2.554019532235955,4.687505901483147,18.580534732921347
2018-10-10,269.4,454.0,354.8,480.2,212.2,39.57898876404495,52.78213483146068,314.08292134831464,8.229213483146067,7.587078651685394,7.389325842696629,0.3146351705168539,2.1479767994831462,4.785064266089888,18.623375722696633
2019-01-08,234.0,346.1,303.79999999999995,406.6,297.4,39.53247191011236,52.79719101123595,314.18101123595505,5.535955056179775,4.875842696629213,4.691011235955056,0.3174966598988764,2.4280520460674153,4.782367369606743,19.018157538426966
2019-04-08,313.4,352.5,365.6,382.8,154.2,39.471011235955054,52.74887640449439,313.1212359550562,14.806741573033708,13.674157303370787,13.82921348314607,0.3144472664044944,2.5135844971685395,4.930195852820225,18.82149593797753
2019-07-07,250.2,395.20000000000005,282.59999999999997,331.40000000000003,129.8,39.32404494382022,52.60213483146067,311.3456179775281,20.556741573033708,18.83483146067416,19.160112359550563,0.33630187174157306,2.724235355224719,4.417172900910113,18.912764106966293
2019-10-05,613.4,809.6,736.6,870.4000000000001,298.59999999999997,39.09887640449439,52.44516853932585,310.4406741573034,9.67752808988764,8.92303370786517,8.92191011235955,0.35635359356179785,2.633905969314607,2.8368355488539323,19.286261380224715
2020-01-03,174.2,279.69999999999993,234.6,291.2,95.39999999999999,38.86685393258427,52.255730337078646,306.3961797752809,6.152247191011235,5.508426966292135,5.238202247191012,0.3652385934831462,2.782243695617978,5.848776869078652,20.101482733707865
2020-04-02,238.60000000000002,318.0,267.0,337.79999999999995,143.20000000000002,38.51483146067415,51.99415730337079,303.8914606741573,14.259550561797752,13.115730337078654,13.244943820224721,0.3554663143146068,2.875746688651686,5.8850871906966296,20.757958115168535
