,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-01-07,13.8,24.0,15.8,19.0,18.0,6.833333333333333,251.53111111111107,0.5
2004-01-17,47.00000000000001,92.00000000000001,47.4,63.0,44.8,4.1611111111111105,251.9733333333333,16.6
2004-01-27,32.8,22.6,27.6,41.800000000000004,37.400000000000006,2.9555555555555553,251.73555555555555,5.066666666666666
2004-02-06,4.800000000000001,9.6,8.2,6.0,5.4,7.811111111111113,251.72222222222223,5.355555555555556
2004-02-16,77.0,117.2,82.2,104.80000000000001,110.4,7.055555555555555,251.89333333333332,13.955555555555556
2004-02-26,29.8,36.4,28.6,46.4,44.199999999999996,3.561111111111111,251.95777777777778,9.211111111111112
2004-03-07,14.0,28.0,16.4,17.2,22.4,5.861111111111111,251.9488888888889,7.1
2004-03-17,8.4,14.8,8.0,10.2,14.599999999999998,11.27222222222222,251.8355555555556,4.955555555555555
2004-03-27,8.2,8.0,8.2,8.8,10.2,11.527777777777779,251.75222222222223,1.4888888888888887
2004-04-06,21.8,25.599999999999998,25.0,26.799999999999997,37.2,9.705555555555556,251.92111111111112,0.6
2004-04-16,44.400000000000006,51.8,45.80000000000001,47.4,56.4,13.283333333333335,252.0811111111111,8.122222222222222
2004-04-26,32.4,66.2,38.6,45.199999999999996,51.8,14.738888888888889,252.05000000000004,5.166666666666667
2004-05-06,34.8,49.199999999999996,40.60000000000001,45.4,52.400000000000006,11.705555555555556,252.14111111111112,18.15555555555555
2004-05-16,0.0,0.0,0.0,0.0,0.0,16.46111111111111,252.04888888888888,5.333333333333333
2004-05-26,24.199999999999996,28.4,21.599999999999998,23.8,29.599999999999998,16.572222222222223,252.02333333333334,2.488888888888889
2004-06-05,16.0,5.4,7.000000000000001,7.000000000000001,7.6000000000000005,20.22222222222222,252.0111111111111,1.588888888888889
2004-06-15,0.2,2.8,4.4,0.8,0.4,19.555555555555557,251.9622222222222,0.6
2004-06-25,0.0,0.0,0.0,0.0,0.0,22.866666666666664,251.87,0.6
2004-07-05,0.0,0.2,0.0,0.0,0.0,21.555555555555557,251.69444444444446,1.3444444444444443
2004-07-15,0.0,0.0,0.0,0.0,0.0,23.933333333333334,251.33222222222219,2.2777777777777777
2004-07-25,13.6,12.2,21.0,9.2,10.2,23.327777777777776,250.87555555555556,2.7222222222222223
2004-08-04,21.400000000000002,25.400000000000002,11.399999999999999,17.6,28.599999999999998,23.87222222222222,250.35333333333332,2.611111111111111
2004-08-14,0.4,0.8,0.6,0.6,2.0,23.76111111111111,249.84888888888887,2.9444444444444446
2004-08-24,0.0,0.4,0.4,2.2,1.0,21.561111111111114,249.2111111111111,3.433333333333333
2004-09-03,0.0,0.0,0.0,0.0,0.0,23.12777777777778,248.53,3.5
2004-09-13,29.599999999999998,25.6,41.2,38.8,45.6,19.427777777777777,247.9588888888889,2.611111111111111
2004-09-23,24.2,24.2,25.599999999999998,31.0,24.8,16.82777777777778,247.48666666666668,2.7222222222222223
2004-10-03,18.2,22.0,6.4,14.399999999999999,21.8,18.48888888888889,246.92999999999998,2.611111111111111
2004-10-13,44.0,94.4,22.200000000000003,64.4,51.6,13.711111111111112,246.64333333333332,0.9888888888888889
2004-10-23,53.0,86.80000000000001,19.799999999999997,63.2,61.199999999999996,15.816666666666666,246.6266666666667,0.6
2004-11-02,34.0,36.4,30.6,34.599999999999994,36.2,13.461111111111114,247.03,0.6
2004-11-12,2.6,7.0,8.4,3.4,2.0,9.344444444444445,247.32000000000002,0.6
2004-11-22,31.200000000000003,37.6,28.6,28.4,35.6,7.438888888888889,247.3066666666667,0.6
2004-12-02,65.19999999999999,92.6,53.2,66.2,72.2,10.283333333333331,248.36333333333334,0.6
2004-12-12,9.200000000000001,10.400000000000002,10.999999999999998,8.4,12.799999999999999,7.161111111111111,248.92333333333332,0.6
2004-12-22,39.0,73.60000000000001,40.199999999999996,58.39999999999999,49.800000000000004,5.377777777777777,249.23555555555555,0.6
2005-01-01,0.6000000000000001,0.2,0.4,0.2,0.2,6.088888888888889,249.92444444444442,0.6
2005-01-11,33.8,45.2,43.8,41.2,39.6,4.977777777777778,250.02666666666664,0.6
2005-01-21,1.0,0.2,1.0,0.4,0.4,2.5500000000000003,250.5588888888889,0.6
2005-01-31,0.0,0.0,0.0,0.0,0.0,3.7111111111111117,250.64111111111112,0.6
2005-02-10,2.4000000000000004,1.6,3.8000000000000003,1.4,2.2,5.0888888888888895,250.66,0.6
2005-02-20,36.6,23.799999999999997,14.8,33.4,49.6,1.961111111111111,250.68444444444444,0.6
2005-03-02,23.4,28.8,26.8,29.2,27.8,2.3444444444444446,250.76666666666668,0.6
2005-03-12,11.8,17.4,16.0,17.0,17.0,10.205555555555556,251.33555555555554,0.6
2005-03-22,53.800000000000004,39.2,51.400000000000006,67.0,60.4,12.838888888888889,251.81444444444443,5.800000000000001
2005-04-01,10.600000000000001,12.6,10.0,8.2,6.6,12.02222222222222,252.05555555555554,6.688888888888889
2005-04-11,21.799999999999997,41.6,39.0,25.4,26.599999999999998,9.755555555555556,252.10888888888888,12.288888888888888
2005-04-21,8.0,10.600000000000001,8.0,9.0,11.2,13.277777777777779,252.11444444444447,13.177777777777779
2005-05-01,0.0,0.0,0.0,0.0,0.0,17.450000000000003,252.03888888888892,4.455555555555556
2005-05-11,30.0,38.00000000000001,35.2,28.8,45.199999999999996,15.755555555555556,252.03444444444443,3.4555555555555557
2005-05-21,0.0,0.0,0.0,0.0,0.0,20.36111111111111,252.0266666666667,2.3111111111111113
2005-05-31,1.2,5.0,2.2,2.4,5.0,21.23888888888889,251.9822222222222,0.6999999999999998
2005-06-10,19.2,18.599999999999998,33.2,21.2,32.8,18.28333333333333,251.88,0.6
2005-06-20,0.0,0.0,0.0,0.0,0.0,24.633333333333333,251.79333333333332,0.6
2005-06-30,6.4,28.599999999999998,11.600000000000001,8.600000000000001,5.6,22.816666666666666,251.6522222222222,0.8666666666666667
2005-07-10,9.6,6.0,18.8,10.2,18.0,22.03333333333333,251.44777777777776,1.2
2005-07-20,1.0,0.8,10.4,0.0,0.0,24.05,251.14222222222224,2.0
2005-07-30,19.4,24.999999999999996,17.400000000000002,13.399999999999999,20.0,23.311111111111114,250.73444444444445,2.3333333333333335
2005-08-09,34.0,24.799999999999997,31.6,23.0,26.6,20.86111111111111,250.28222222222223,2.1666666666666665
2005-08-19,17.2,17.2,32.8,16.4,23.599999999999998,20.35,249.87888888888887,2.5
2005-08-29,0.0,0.0,0.0,0.4,0.8,24.52777777777778,249.4788888888889,2.5
2005-09-08,47.0,32.2,44.0,38.800000000000004,44.199999999999996,19.494444444444444,249.05888888888887,2.5
2005-09-18,20.799999999999997,22.4,19.4,18.599999999999998,21.0,16.483333333333334,248.64999999999998,2.4444444444444446
2005-09-28,58.79999999999999,53.0,55.8,55.8,60.599999999999994,15.41111111111111,248.37555555555556,0.6666666666666666
2005-10-08,7.2,17.2,21.599999999999998,10.0,17.4,15.350000000000001,248.44444444444446,0.5
2005-10-18,72.4,74.39999999999999,63.2,69.4,78.80000000000001,14.883333333333335,248.6788888888889,0.5555555555555556
2005-10-28,36.4,58.0,49.0,37.0,31.6,14.344444444444443,248.75111111111113,0.6
2005-11-07,7.2,6.6000000000000005,7.6,7.4,8.2,12.544444444444444,249.65111111111113,0.6
2005-11-17,25.0,55.199999999999996,40.400000000000006,55.199999999999996,44.0,4.644444444444445,249.69222222222223,0.6
2005-11-27,93.19999999999999,98.2,86.80000000000001,91.8,101.0,5.727777777777778,251.41666666666666,4.5
2005-12-07,24.4,31.200000000000003,32.6,24.2,38.8,4.599999999999999,252.03222222222223,13.28888888888889
2005-12-17,18.8,17.6,19.0,17.2,25.0,2.9000000000000004,251.86444444444447,4.111111111111111
2005-12-27,43.4,49.800000000000004,40.8,37.6,51.4,2.9111111111111114,252.02333333333334,10.822222222222223
2006-01-06,0.4,0.2,0.0,0.0,0.0,4.7666666666666675,251.83333333333334,4.5
2006-01-16,66.19999999999999,72.8,51.199999999999996,59.4,96.8,3.9833333333333334,251.97333333333336,14.144444444444444
2006-01-26,7.2,22.8,7.000000000000001,10.8,12.0,7.333333333333333,251.7533333333333,4.311111111111111
2006-02-05,4.2,4.0,3.0,3.0,5.0,3.966666666666667,251.62888888888887,2.566666666666667
2006-02-15,56.400000000000006,94.2,57.800000000000004,52.6,73.39999999999999,8.005555555555556,251.82444444444445,5.666666666666667
2006-02-25,55.8,46.6,40.4,65.4,66.0,5.372222222222222,251.85222222222222,7.51111111111111
2006-03-07,19.0,28.400000000000002,23.0,21.2,21.0,5.355555555555556,251.9611111111111,9.522222222222222
2006-03-17,23.4,31.0,24.799999999999997,27.8,33.2,8.527777777777779,251.92888888888885,5.511111111111112
2006-03-27,0.2,10.4,3.8,0.6000000000000001,3.6,12.911111111111111,251.98555555555555,3.755555555555555
2006-04-06,4.6000000000000005,12.399999999999999,3.4,2.5999999999999996,9.8,11.405555555555557,252.0477777777778,4.7555555555555555
2006-04-16,8.8,12.0,3.6,0.8,7.2,14.505555555555556,252.05000000000004,5.0
