,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-11,302.4,235.0,344.2,253.8,276.6,1010.0000000000001,290.40000000000003,8.981005586592179,0.0,0.0,17.60195530726257,18.18659217877095,26864.859626999998,25794.3068898,28477.609663
2008-09-07,873.4,865.0,670.2,595.8000000000001,778.1999999999999,2319.0,526.6,9.000000000000002,0.0,0.0,9.294134078212291,9.998882681564245,28278.1794264,26303.0478219,27811.846173600003
2009-03-06,279.2,309.79999999999995,264.6,247.39999999999998,185.0,292.59999999999997,197.0,7.67653631284916,0.0,0.0,18.126815642458098,18.490782122905028,25875.867586599998,24702.979602700005,27281.6587636
2009-09-02,563.4,742.6,562.4000000000001,257.2,306.59999999999997,4328.200000000001,359.0,7.786592178770951,0.0,0.0,9.909217877094973,10.320670391061453,26535.0700013,25019.643441399996,26035.622989749998
2010-03-01,418.6,455.0,596.6,395.8,251.00000000000003,687.5999999999999,356.8,6.855307262569833,0.0,0.0,16.333519553072627,16.766480446927375,22658.70325064,22507.06127913,25804.897300950004
2010-08-28,690.4,685.0,733.4,591.2,472.0,3719.4,492.4,6.582681564245811,0.0,0.0,10.116201117318434,10.554189944134079,19780.57081785,19613.10416075,23902.27341073
2011-02-24,304.2,323.6,396.40000000000003,317.20000000000005,321.2,825.3999999999999,269.4,6.369832402234638,0.0,0.0,16.573743016759774,16.799162011173184,19936.23668493,19880.35937782,24660.3178136
2011-08-23,297.79999999999995,351.40000000000003,287.8,207.4,237.2,1060.8,189.79999999999998,7.472067039106145,0.0,0.0,11.386592178770949,10.773184357541899,25928.919188519998,24602.11470874,25904.921978540002
2012-02-19,269.4,222.8,278.2,265.6,243.8,346.6,185.4,7.576536312849161,0.0,0.0,17.057262569832403,16.085195530726256,25473.88480173,24551.56476521,27134.682407900003
2012-08-17,751.6,723.8,918.2,688.5999999999999,738.8,8534.0,760.5999999999999,7.987709497206705,0.0,0.0,11.874301675977653,11.658938547486034,27324.0591133,26005.752479299998,27201.96482724
2013-02-13,390.2,486.4,457.6,439.40000000000003,412.20000000000005,1811.0,387.2,6.63463687150838,0.0,0.0,14.914525139664804,14.465921787709496,20816.31263469,20670.150871920003,24762.00028917
2013-08-12,734.0,783.5999999999999,749.2,672.1999999999999,567.8,2887.5999999999995,764.1999999999999,6.396089385474861,0.0,0.0,12.862849162011171,12.764804469273743,17910.81879529,17971.74103595,24534.996070459998
2014-02-08,339.8,575.0,572.6,515.0,1477.3999999999999,4045.3999999999996,427.6,5.081564245810056,0.0,0.0,9.85,14.993854748603352,15176.8577984,14791.349477619999,18754.111628189
2014-08-07,455.6,510.4,547.8000000000001,519.4,2166.7999999999997,9906.2,491.6,5.327374301675977,0.0,0.0,1.135754189944134,13.279608938547485,16748.532507490003,15945.620337699998,19132.45814186
2015-02-03,398.20000000000005,410.4,483.4,376.19999999999993,370.79999999999995,2579.3999999999996,359.8,5.451955307262569,0.0,0.0,15.47905027932961,15.004469273743018,15622.287711780002,15404.339868210001,21831.542750059998
2015-08-02,400.2,362.40000000000003,712.1999999999999,392.2,432.40000000000003,1368.1999999999998,441.99999999999994,6.122346368715083,0.0,5.929329608938547,13.474022346368717,13.324301675977654,17767.73271638,17467.950349889998,25654.027188499997
2016-01-29,533.4000000000001,482.4,639.4000000000001,544.8,496.79999999999995,734.2,497.2,6.550279329608938,0.0,15.139106145251397,14.344692737430167,14.202793296089386,21239.30891303,20776.501506250002,20027.83800613
2016-07-27,489.0,501.00000000000006,636.2,504.4,357.6,978.4000000000001,417.4,7.674301675977652,0.0,14.29664804469274,13.28659217877095,11.53100558659218,26326.524063299996,26470.5172214,21083.508309275
2017-01-23,202.2,188.0,210.0,205.4,198.8,229.39999999999998,180.2,7.843016759776537,0.0,15.685474860335198,15.495251396648042,12.808938547486035,32942.369838700004,32062.895436099996,29559.438695930003
2017-07-22,445.2,443.5999999999999,410.6,409.80000000000007,378.2,457.4,302.0,8.108379888268155,2.4368715083798884,15.294413407821228,14.815642458100559,14.565642458100559,35853.69645039999,35104.425927000004,36996.1202532
2018-01-18,691.2,628.2,703.0,616.6,511.2,615.6,488.79999999999995,7.749162011173184,14.517877094972066,13.652513966480448,13.464525139664804,13.39804469273743,36379.614977000005,39001.657827200004,32260.387278700004
2018-07-17,479.8,448.0,529.0,465.6,405.0,464.6,422.8,7.568715083798883,16.8268156424581,16.12458100558659,15.811731843575417,15.584357541899443,32729.2341219,31915.794398599995,27879.594009
