,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-04-29,371.7,20.892537313432836,263.6707658014925
2015-09-11,424.0,10.847014925373134,262.08170539253734
2016-01-24,571.3000000000001,10.810447761194029,267.6508650052239
2016-06-07,380.1,19.73320895522388,286.1478035977612
2016-10-20,369.3,7.203731343283582,295.18469037388064
2017-03-04,421.5,15.873880597014924,285.93772295970155
2017-07-17,438.19999999999993,17.374253731343284,250.42816914253729
2017-11-29,1056.8,6.130970149253731,274.1524629447761
2018-04-13,408.09999999999997,19.659328358208953,268.4855296261194
2018-08-26,994.4000000000001,13.173507462686567,280.82895496641794
2019-01-08,774.3999999999999,15.138432835820895,231.14715043805973
2019-05-23,374.9,14.419776119402984,267.3715656104477
2019-10-05,484.09999999999997,14.367164179104476,229.51462736044778
2020-02-17,336.7,15.688059701492536,223.9035836858209
