,Rainfall_Terni,Flow_Rate_Lupa
2009-03-01,179.94799999999998,160.5421348314607
2009-05-30,158.39399999999998,129.5330337078652
2009-08-28,287.69000000000005,88.95000000000002
2009-11-26,368.5539999999999,78.64235955056179
2010-02-24,285.693,78.67887640449439
2010-05-25,138.31499999999997,84.81449438202247
2010-08-23,294.22999999999996,79.9705617977528
2010-11-21,271.398,80.87483146067416
2011-02-19,195.93099999999998,81.77258426966293
2011-05-20,156.81199999999995,82.67168539325843
2011-08-18,144.501,83.57573033707865
2011-11-16,135.537,84.48101123595505
2012-02-14,181.647,85.37831460674157
2012-05-14,103.59300000000002,86.27887640449438
2012-08-12,326.05999999999995,87.17561797752809
2012-11-10,345.7319999999999,88.08629213483147
2013-02-08,290.816,88.9841573033708
2013-05-09,175.92600000000002,89.88775280898875
2013-08-07,220.94000000000003,90.78606741573033
2013-11-05,336.24899999999997,91.68988764044944
2014-02-03,258.98499999999996,92.59
2014-05-04,235.729,93.49865168539327
2014-08-02,185.451,94.39101123595506
2014-10-31,369.9380000000001,95.29988764044943
2015-01-29,298.608,96.19202247191011
2015-04-29,134.319,97.10404494382023
2015-07-28,247.013,98.20191011235954
2015-10-26,113.332,98.90606741573035
2016-01-24,242.66900000000004,99.79662921348316
2016-04-23,196.29899999999998,100.70741573033708
2016-07-22,228.58700000000002,101.60674157303373
2016-10-20,175.72799999999998,102.51258426966295
2017-01-18,139.139,103.40808988764043
2017-04-18,101.19600000000001,104.31123595505619
2017-07-17,147.566,105.21213483146066
2017-10-15,212.981,106.11303370786516
2018-01-13,260.56600000000003,107.01056179775281
2018-04-13,189.18900000000005,107.91191011235955
2018-07-12,169.311,108.81483146067416
2018-10-10,295.12000000000006,109.71617977528089
2019-01-08,152.76100000000002,110.61449438202246
2019-04-08,205.26699999999994,111.52179775280902
2019-07-07,177.08100000000002,112.42337078651686
2019-10-05,394.09200000000004,113.22078651685395
2020-01-03,125.6,108.87337078651684
2020-04-02,235.2,87.94808988764045
