,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2015-01-04,0.0,0.0,1.4000000000000001,0.0,0.0,36.582499999999996,50.5525,293.0125,5.7875,4.4875,4.6,0.34940346525,2.95060708975,5.8323846255,23.21626886
2015-01-09,0.0,0.0,0.0,0.0,0.0,36.59,50.5275,293.06,6.887499999999999,5.825,5.6625,0.35285145700000003,2.95546017625,5.8323846255,23.21626886
2015-01-14,0.0,0.2,0.8,1.0,1.2,36.59,50.53,293.15000000000003,6.5375,5.7875000000000005,5.025,0.34863631624999997,2.95428423175,5.906212279,23.51014568
2015-01-19,16.4,29.2,19.400000000000002,36.2,32.800000000000004,36.58,50.5175,293.24,4.0625,4.2625,3.0375,0.34980280975,2.9509266637500002,5.906212279,23.51014568
2015-01-24,0.0,0.0,10.0,0.0,0.0,36.5925,50.525,293.20250000000004,1.5000000000000002,1.5999999999999996,1.1375,0.34774969975000003,2.932505328,5.8323846255,23.21626886
2015-01-29,43.400000000000006,50.5,49.199999999999996,69.2,28.4,36.574999999999996,50.51499999999999,293.3625,1.7,1.4375,0.8750000000000001,0.35023342524999995,2.945041529,5.966108041749999,23.828878232500003
2015-02-03,56.599999999999994,89.5,68.8,83.80000000000001,51.4,36.557500000000005,50.5025,293.2575,1.4375,1.525,0.6375000000000001,0.35820109275,2.9911212445,6.469258242,26.08955357
2015-02-08,0.8,5.2,12.2,3.2,13.2,36.5525,50.5,293.1725,3.9625,2.85,2.05,0.357854233,3.021672003,6.388392514000001,25.763434150000002
2015-02-13,13.399999999999999,25.400000000000002,12.2,15.600000000000001,20.4,36.587500000000006,50.5275,293.3075,4.1375,4.9125,3.1375,0.357609195,3.021672003,6.388392514000001,25.763434150000002
2015-02-18,1.5999999999999999,8.6,7.0,4.0,1.8,36.6225,50.55500000000001,293.35249999999996,3.55,3.125,2.1999999999999997,0.3601118295,3.031910714,6.469258242,26.08955357
2015-02-23,13.2,18.0,7.8,18.6,23.4,36.605000000000004,50.54,293.52,5.112500000000001,5.387499999999999,3.7625,0.35945689625,3.031910714,6.469258242,26.08955357
2015-02-28,0.0,5.6,8.8,12.4,1.4,36.622499999999995,50.552499999999995,293.4625,6.8625,6.45,5.5625,0.35088705649999996,2.96776208125,5.898644035,23.937710325
2015-03-05,34.400000000000006,48.4,39.0,38.0,17.400000000000002,36.6175,50.55,293.5225,2.2874999999999996,2.5375,1.4875,0.34497319375,2.9147905077500003,5.7326276015,23.3188208925
2015-03-10,0.0,0.0,0.0,0.0,0.2,36.625,50.55,293.55999999999995,5.4,4.4,4.2875,0.349057399,2.9502253622500003,5.805192507999999,23.61399584
2015-03-15,64.80000000000001,95.50000000000001,76.60000000000001,114.6,98.8,36.602500000000006,50.5375,293.5725,5.7125,6.3625,4.7,0.345565594,2.93806343475,5.732627601499999,23.3188208925
2015-03-20,0.0,0.0,1.4000000000000001,1.2,2.0,36.58,50.517500000000005,293.62250000000006,6.812499999999999,6.5,5.875,0.35014073900000003,2.94745003375,5.732627601499999,23.3188208925
2015-03-25,51.400000000000006,92.1,74.60000000000001,91.2,84.0,36.535000000000004,50.48,293.5925,7.987500000000001,8.2375,7.025,0.3474869815,2.95428423175,5.805192507999999,23.61399584
2015-03-30,0.0,0.0,1.4,0.0,0.0,36.535,50.47749999999999,293.39000000000004,10.5625,10.325,9.912500000000001,0.35418150425,2.99608427125,6.0368906985,24.040759030000004
2015-04-04,17.6,32.5,29.2,31.6,20.8,36.53999999999999,50.48,293.215,3.475,3.6625,2.9625000000000004,0.355957011,3.00674558,6.19023152775,24.1616781925
2015-04-09,0.0,0.0,2.6,0.0,0.0,36.5625,50.5,292.96250000000003,9.6375,8.2125,7.825000000000001,0.35871488025,3.02124940525,6.19023152775,24.1616781925
2015-04-14,0.0,0.4,2.5999999999999996,0.6,0.4,36.565,50.4975,292.8675,14.25,12.0375,12.225,0.35999733225,3.042149425,6.268588889,24.46752222
2015-04-19,0.0,0.2,1.4000000000000001,0.0,0.0,36.56,50.49,292.69,11.525,10.975,10.4875,0.35846693799999996,3.01101069425,6.19023152775,24.1616781925
2015-04-24,1.2,0.6,12.6,1.4,2.0,36.555,50.485,292.52,12.1875,11.200000000000001,10.2875,0.358892486,3.02124940525,6.19023152775,24.1616781925
2015-04-29,8.0,5.800000000000001,6.8,5.2,11.4,36.55,50.48,292.26,11.5875,10.925,10.524999999999999,0.35700959225,3.00093735775,6.253305891,23.998568600000002
2015-05-04,0.0,0.0,1.0,0.0,0.0,36.55,50.48,292.07,19.3375,17.637500000000003,18.15,0.35943808499999996,2.9597252905,6.238022892999999,23.52961498
2015-05-09,0.0,0.0,1.2,0.0,0.0,36.552499999999995,50.485,291.86499999999995,17.0875,15.7,15.55,0.35589940400000003,2.95546017625,6.16004760675,23.235494795
2015-05-14,0.4,0.0,1.7999999999999998,0.2,0.8,36.56,50.47,291.87,15.75,13.75,14.100000000000001,0.34854613075000007,2.945485605,6.160047606749999,23.235494795
2015-05-19,0.0,0.0,5.2,0.0,0.2,36.5425,50.46,291.74,12.7,11.862499999999999,11.15,0.34940346525000004,2.94575400325,6.238022892999999,23.52961498
2015-05-24,18.8,25.5,13.6,21.8,17.0,36.5475,50.45,291.6125,12.025,11.425,10.774999999999999,0.34660275775000005,2.9459602480000004,6.16004760675,23.235494795
2015-05-29,0.0,0.2,2.0,5.0,0.0,36.5525,50.45,291.4975,16.4125,14.387500000000001,14.15,0.3483180455,2.95614691375,6.044809987,23.490385494999998
2015-06-03,0.0,0.0,0.6,0.0,0.0,36.54,50.45,291.3575,21.1,19.125,18.9625,0.351536718,3.001194581,5.777072414,24.54917778
2015-06-08,17.4,3.2,29.4,11.0,48.6,36.52250000000001,50.432500000000005,291.31,19.8375,18.2375,17.775000000000002,0.34778946450000003,3.001194581,5.777072414,24.54917778
2015-06-13,1.0,10.4,9.8,14.0,13.600000000000001,36.512499999999996,50.427499999999995,291.235,18.3125,16.9125,16.099999999999998,0.3463292645,2.9713059325,5.70485900875,24.2423130575
