,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-11,1175.8,1100.0,1014.4,849.6000000000001,1054.8,3329.2,817.0,8.991922005571032,0.0,0.0,13.480919220055709,14.124930362116993,55282.19699719999,52235.0903371,56434.857954499996
2009-03-06,842.5999999999999,1052.4,827.0,504.59999999999997,491.79999999999995,4620.8,556.0,7.73175487465181,0.0,0.0,14.04623955431755,14.434122562674096,52546.2198279,49854.5048672,53476.10940785
2010-03-01,1109.0,1140.0,1330.0,987.0,723.0,4407.0,849.4,6.7189415041782725,0.0,0.0,13.25515320334262,13.688857938718664,42558.88906949,42241.972159879995,49861.68847168
2011-02-24,602.0,675.0000000000001,684.2,524.6000000000001,558.4,1886.1999999999998,459.19999999999993,6.921448467966575,0.0,0.0,14.024373259052926,13.822144846796656,46021.59112005,44652.79344656,50730.16587214
2012-02-19,1021.0,946.5999999999999,1196.4,954.2000000000002,982.5999999999999,8880.6,945.9999999999999,7.7830083565459605,0.0,0.0,14.494011142061282,13.899860724233983,52953.31172323,50706.19136731,54489.70209614
2013-02-13,1124.2,1270.0,1206.7999999999997,1111.6000000000001,980.0000000000001,4698.6,1151.4,6.5150417827298055,0.0,0.0,13.91740947075209,13.64192200557103,38843.523288480006,38765.21464666999,49426.88046372999
2014-02-08,795.4000000000001,1085.3999999999999,1120.6,1034.4,3644.2,14442.800000000001,919.2,5.203899721448467,0.0,0.0,5.477576601671309,14.156545961002784,32019.352509970005,30823.05339201,38024.778912949
2015-02-03,798.4000000000001,772.8,1195.6,768.3999999999999,803.2,3947.6,806.8,5.7871866295264605,0.0,2.9564066852367685,14.5016713091922,14.19192200557103,33498.13460926,32965.37205784999,47637.85241096
2016-01-29,1022.8000000000002,983.3999999999999,1275.6,1054.0,854.8,1713.4,914.5999999999999,7.1133704735376035,0.0,14.7474930362117,13.844707520891365,12.898189415041783,47729.186516429996,47401.19462775001,41248.274581805
2017-01-23,647.3999999999999,631.5999999999999,620.6,615.2,577.0,686.8,482.2,7.975208913649023,1.215041782729805,15.514484679665738,15.179944289693594,13.717548746518107,69008.32618499998,67393.5212382,66735.66743613
2018-01-18,1171.0,1076.2,1232.0,1082.2,916.2,1080.2,911.5999999999999,7.658217270194987,15.692061281337047,14.909052924791087,14.658635097493036,14.515320334261839,69307.6077586,71117.35719149999,60334.5539079
