,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2012-06-13,10.4,20.599999999999998,51.67406779661016,92.53593220338985,107.38627118644068,96.68406779661018,99.24779661016947,90.44508474576271,93.26576271186441,94.18559322033896,97.09440677966103,54028.61,181642.696,211910.636,197309.44999999995,281560.82,153340.438,199950.48200000002,186754.584,24.310508474576274,25.851355932203386
2012-08-12,132.79999999999998,208.79999999999998,34.23135593220339,92.9764406779661,107.90593220338981,97.16186440677967,99.65457627118643,91.28118644067794,93.6462711864407,94.83338983050847,96.87881355932203,38408.600000000006,172634.62999999998,201102.91,191552.18800000002,311128.69,147000.66199999998,195863.69999999998,180534.75000000003,20.511694915254235,22.180677966101687
2012-10-11,424.79999999999995,384.0,32.988135593220335,93.74610169491524,108.32355932203392,98.25322033898306,100.28745762711864,91.70135593220341,93.99627118644068,95.65745762711866,96.44084745762713,58294.490000000005,196030.34,207111.85,204546.35,400298.976,159349.29799999998,210764.85,195404.564,11.753389830508475,14.270847457627116
2012-12-10,234.4,302.59999999999997,31.571525423728815,94.23288135593222,110.12915254237288,98.19610169491523,100.68186440677964,91.96423728813562,94.37338983050847,96.26491525423728,96.62593220338984,55015.798,197992.75,198947.61600000004,206224.69,429055.694,158159.458,211027.62999999998,190949.99000000002,5.728474576271186,8.77779661016949
2013-02-08,414.40000000000003,373.2,28.781355932203393,93.93728813559322,110.81966101694917,98.27627118644067,100.80457627118643,91.90932203389832,94.25864406779662,96.00135593220341,96.12830508474578,67026.28600000001,192046.21800000002,192988.52599999998,201896.31000000003,411202.86,155091.50400000002,204943.03,188306.75400000002,6.796101694915254,10.571525423728813
2013-04-09,100.79999999999998,184.4,23.485932203389833,93.30966101694916,109.95847457627117,98.17288135593222,100.59898305084748,91.77338983050848,93.6950847457627,95.41254237288136,92.72220338983051,85826.4,189904.22,202035.28,201522.92999999996,379909.226,152348.462,206961.62,188897.054,14.591525423728813,16.108135593220336
2013-06-08,22.4,42.0,24.468813559322033,93.1215254237288,110.11406779661016,98.01694915254235,100.3957627118644,91.62203389830509,93.40830508474576,95.04830508474576,94.20949152542374,65648.19200000001,193026.21999999997,204660.84999999998,200587.58,375716.44000000006,156795.258,199519.74000000005,194079.228,21.940000000000005,23.36305084745763
2013-08-07,22.0,168.8,29.394406779661026,93.01830508474576,110.78932203389829,97.80779661016948,100.17932203389832,91.47474576271186,93.42016949152543,95.05118644067795,94.3706779661017,67310.18599999999,181178.47,202399.16999999998,197771.74999999997,329298.18000000005,150590.57600000003,186601.44000000003,187063.81399999998,20.17203389830508,21.507796610169493
2013-10-06,206.79999999999995,334.19999999999993,33.711016949152544,93.41830508474577,112.43169491525423,97.85644067796609,100.25661016949151,91.62762711864404,93.80796610169492,95.46949152542373,95.46254237288136,42466.719999999994,195570.78600000002,210011.4,204363.04,391667.64999999997,159958.24000000002,205851.05000000002,196232.37799999997,12.545084745762713,14.218983050847458
2013-12-05,416.59999999999997,314.4,33.35474576271187,93.68016949152542,113.49830508474578,97.9871186440678,100.35152542372882,91.74694915254237,93.99559322033899,95.66169491525423,95.86084745762712,43972.84,199523.53999999998,213956.73,204162.788,420346.02599999995,162549.54,211778.69999999998,197090.64999999997,7.183898305084746,8.914745762711865
2014-02-03,232.2,261.0,23.909999999999997,93.05440677966102,112.14508474576272,97.83864406779661,99.99610169491524,91.55338983050846,93.49406779661018,95.2066101694915,94.54949152542372,70647.992,190274.46800000002,197444.68000000002,193683.30000000002,349087.61000000004,151959.916,197941.07799999998,189394.038,9.019661016949152,10.389322033898306
2014-04-04,133.59999999999997,159.39999999999998,20.50779661016949,92.54169491525424,111.13220338983051,97.50169491525428,99.59474576271188,91.19610169491521,92.83898305084747,94.52186440677966,93.89101694915254,72706.09999999999,184410.358,200234.196,197401.638,281905.99,148070.954,192832.66999999998,188533.684,13.58864406779661,15.157118644067797
2014-06-03,269.0,246.60000000000002,20.607796610169498,92.18152542372883,110.30423728813558,97.16915254237288,99.08389830508474,90.92474576271185,92.98135593220339,94.15118644067796,93.93694915254237,72677.84800000001,172835.65999999997,201823.43,193175.17,281956.292,149801.97,189378.09,187605.94,20.31762711864407,21.82593220338983
2014-08-02,85.8,57.4,23.011694915254235,91.37254237288137,108.19576271186442,96.40610169491524,97.50847457627118,90.34101694915255,92.41355932203392,93.49593220338983,94.14237288135595,73838.484,177464.1,197985.77,195922.77199999997,278990.87999999995,151500.37399999998,202124.82600000003,187358.33999999997,20.149830508474576,21.621355932203397
2014-10-01,331.59999999999997,368.4,29.042881355932202,91.01305084745766,107.40677966101693,95.77762711864409,97.29932203389832,90.04932203389833,92.2579661016949,93.12288135593221,92.36254237288135,77599.61799999999,175454.93600000002,194839.00999999998,192323.03800000003,274841.0399999999,145290.514,186941.95799999998,177724.23400000003,14.087457627118644,15.668983050847457
2014-11-30,77.8,186.0,37.856440677966106,91.15033898305084,108.18728813559323,95.78254237288135,97.43169491525424,90.03949152542373,97.22067796610169,93.22593220338983,94.65372881355931,55706.81,184232.678,200339.71600000001,194836.018,282962.46,150019.74000000002,195581.44,182403.872,8.385762711864407,10.64677966101695
2015-01-29,37.8,86.0,27.84423728813559,91.03372881355932,108.02033898305083,95.7822033898305,97.38932203389832,89.77966101694915,97.35999999999999,93.24627118644068,94.21169491525426,70003.23999999999,174797.22999999998,194373.908,184718.242,269978.612,139455.46000000002,170216.45,171281.74,9.6228813559322,12.210677966101693
2015-03-30,3.2,6.2,24.344406779661014,90.78016949152546,107.26050847457627,95.48915254237288,97.19084745762713,89.41203389830508,97.35711864406778,93.03322033898306,93.75830508474577,73819.314,179932.82,199439.03,187592.95200000002,273111.29,144817.204,174808.446,172931.26799999998,11.682711864406778,13.66593220338983
