,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-02-27,152.6,134.0,112.60000000000001,136.8,128.6,157.8,154.4,11.110169491525424,1.9145762711864405
1998-04-28,108.20000000000002,61.199999999999996,75.4,95.00000000000001,76.4,128.4,151.20000000000002,13.4635593220339,1.6176271186440678
1998-06-27,155.20000000000002,88.00000000000001,175.39999999999998,139.60000000000002,97.6,173.4,91.19999999999999,22.070338983050846,1.1338983050847458
1998-08-26,121.0,79.60000000000001,101.0,138.6,87.2,129.0,91.6,15.847457627118644,1.39864406779661
1998-10-25,144.4,144.20000000000002,126.8,147.6,131.6,160.59999999999997,151.8,13.569491525423729,1.606949152542373
1998-12-24,170.20000000000002,144.99999999999997,130.4,193.6,150.99999999999997,205.4,127.79999999999998,12.56864406779661,1.8311864406779665
1999-02-22,142.6,79.0,122.39999999999999,225.20000000000002,99.6,180.4,220.0,11.69915254237288,2.0715254237288137
1999-04-23,92.80000000000001,50.20000000000001,85.60000000000001,121.60000000000001,68.2,89.39999999999999,78.4,12.572881355932205,1.6149152542372884
1999-06-22,115.0,85.0,127.6,158.6,93.4,178.39999999999995,117.6,17.414406779661014,1.2552542372881355
1999-08-21,118.40000000000002,101.8,146.39999999999998,129.6,104.6,142.8,133.20000000000002,17.36271186440678,1.2493220338983049
1999-10-20,193.2,135.2,151.2,183.00000000000003,108.2,163.8,212.2,12.41101694915254,1.9964406779661017
1999-12-19,152.6,95.60000000000001,102.60000000000001,141.60000000000002,111.0,167.8,109.2,14.091525423728815,1.579322033898305
2000-02-17,194.80000000000004,180.60000000000002,147.19999999999996,213.60000000000002,157.60000000000002,238.59999999999997,202.0,13.267796610169492,1.7940677966101695
2000-04-17,191.99999999999997,158.2,162.4,169.6,148.6,201.2,114.0,14.554237288135592,1.4066101694915256
2000-06-16,173.6,103.0,174.20000000000002,193.00000000000003,134.8,230.6,124.2,20.727966101694918,1.168983050847458
2000-08-15,220.6,156.79999999999998,205.20000000000002,186.0,143.0,201.39999999999998,154.79999999999998,23.090677966101698,1.1776271186440679
2000-10-14,163.0,120.6,147.40000000000003,147.39999999999998,110.2,136.6,156.20000000000002,14.026271186440677,1.892203389830508
2000-12-13,116.6,55.2,92.00000000000001,121.4,68.4,108.39999999999999,166.6,9.347457627118642,2.2345762711864405
2001-02-11,124.40000000000002,76.60000000000001,113.99999999999999,124.39999999999999,95.0,126.8,126.6,12.80677966101695,2.0971186440677965
2001-04-12,130.2,78.2,83.80000000000001,146.0,70.8,155.60000000000002,76.8,18.05593220338983,1.6359322033898305
2001-06-11,184.79999999999998,141.60000000000002,191.2,224.6,155.20000000000002,226.6,113.2,25.127118644067796,1.1130508474576273
2001-08-10,128.0,109.0,157.2,160.20000000000002,113.80000000000001,164.99999999999997,71.8,22.18305084745763,1.2118644067796613
2001-10-09,103.80000000000001,86.6,104.19999999999999,136.6,107.80000000000001,122.8,136.2,13.939830508474575,1.2057627118644068
2001-12-08,114.8,79.39999999999999,78.99999999999999,100.8,81.0,139.2,93.6,6.038135593220338,1.2615254237288134
2002-02-06,96.19999999999999,48.99999999999999,68.39999999999999,77.4,43.800000000000004,109.80000000000001,100.0,12.360169491525422,1.5030508474576272
