,Rainfall_Terni,Flow_Rate_Lupa
2009-08-28,1092.1480000000001,82.77440111420613
2010-08-23,929.677,81.32245125348189
2011-08-18,572.0150000000001,84.92846796657382
2012-08-12,1152.1209999999999,88.5334540389972
2013-08-07,1063.6219999999998,92.14114206128133
2014-08-02,994.969,95.74679665738164
2015-07-28,806.8040000000001,99.4025905292479
2016-07-22,651.75,102.95961002785515
2017-07-17,814.1050000000001,106.56189415041783
2018-07-12,830.2139999999999,110.16688022284121
2019-07-07,934.009,105.64821727019499
