,Rainfall_Terni,Flow_Rate_Lupa
2009-02-19,24.866999999999997,169.31666666666666
2009-03-01,18.684,175.04555555555555
2009-03-11,18.684,181.6311111111111
2009-03-21,18.684,181.81333333333336
2009-03-31,24.396,180.16444444444446
2009-04-10,25.11,180.18555555555557
2009-04-20,25.11,180.1966666666667
2009-04-30,11.902000000000001,126.76666666666665
2009-05-10,10.251,118.71666666666664
2009-05-20,10.251,113.34666666666665
2009-05-30,23.712,155.74666666666667
2009-06-09,27.558,148.49333333333334
2009-06-19,27.558,140.77777777777774
2009-06-29,15.056000000000001,134.64777777777778
2009-07-09,11.484,129.72222222222223
2009-07-19,11.484,122.45333333333332
2009-07-29,9.527999999999999,116.72555555555556
2009-08-08,8.549999999999999,111.22
2009-08-18,8.549999999999999,106.13666666666667
2009-08-28,21.65,99.18444444444444
2009-09-07,32.129999999999995,94.54777777777777
2009-09-17,32.129999999999995,90.98222222222222
2009-09-27,27.09,86.48666666666668
2009-10-07,23.058,82.3388888888889
2009-10-17,23.058,79.19444444444444
2009-10-27,29.038000000000004,84.05888888888889
2009-11-06,36.513000000000005,92.24777777777778
2009-11-16,36.513000000000005,92.24555555555555
2009-11-26,41.517,85.76444444444444
2009-12-06,47.772,77.63777777777777
2009-12-16,47.772,77.59666666666666
2009-12-26,41.667,77.67
2010-01-05,29.457,77.77000000000001
2010-01-15,29.457,77.87
2010-01-25,30.389,77.97
2010-02-04,33.650999999999996,78.06888888888889
2010-02-14,33.650999999999996,78.17
2010-02-24,28.727,78.27000000000001
2010-03-06,22.572,78.37
2010-03-16,22.572,78.47
2010-03-26,24.543,78.6988888888889
2010-04-05,28.485,78.67
2010-04-15,28.485,78.82555555555557
2010-04-25,31.29,78.87
2010-05-05,36.9,78.97
2010-05-15,36.9,78.97333333333334
2010-05-25,31.894,84.01222222222223
2010-06-04,14.373,93.56
2010-06-14,14.373,89.25222222222222
2010-06-24,14.133,89.76222222222223
2010-07-04,13.293000000000001,81.7611111111111
2010-07-14,13.293000000000001,81.75999999999999
2010-07-24,12.574000000000002,81.52333333333333
2010-08-03,6.822,79.58888888888889
2010-08-13,6.822,79.55888888888889
2010-08-23,6.822,79.59
2010-09-02,12.69,79.67555555555556
2010-09-12,12.69,79.77000000000001
2010-09-22,12.69,79.87
2010-10-02,27.252,79.97
2010-10-12,27.252,80.09
2010-10-22,27.252,80.12555555555556
2010-11-01,71.64,80.27000000000001
2010-11-11,71.64,80.37
2010-11-21,71.64,80.47
2010-12-01,31.797,80.59
2010-12-11,31.797,80.6588888888889
2010-12-21,31.797,80.77000000000001
2010-12-31,17.237000000000002,80.87
2011-01-10,15.417000000000002,80.97
2011-01-20,15.417000000000002,81.09
2011-01-30,15.438,81.18444444444445
2011-02-09,15.443999999999999,81.27000000000001
2011-02-19,15.443999999999999,81.37
2011-03-01,30.519,81.47
2011-03-11,30.519,81.59
2011-03-21,30.519,81.66111111111111
2011-03-31,15.207,81.77000000000001
2011-04-10,13.293000000000001,81.87
2011-04-20,13.293000000000001,81.97
2011-04-30,14.517,82.09
2011-05-10,14.669999999999998,82.19
2011-05-20,14.669999999999998,82.23555555555555
2011-05-30,17.029,82.37
2011-06-09,17.703,82.47
2011-06-19,17.703,82.59
2011-06-29,20.272000000000002,82.69
2011-07-09,21.006,82.75666666666666
2011-07-19,21.006,82.87
2011-07-29,9.21,82.97
2011-08-08,3.312,83.09
2011-08-18,3.312,83.19
2011-08-28,9.556999999999999,83.28777777777776
2011-09-07,14.553,83.37
2011-09-17,14.553,83.47
2011-09-27,17.843,83.59
2011-10-07,20.474999999999998,83.69
2011-10-17,20.474999999999998,83.74222222222222
2011-10-27,17.179,83.87
2011-11-06,13.059,83.97
2011-11-16,13.059,84.09
2011-11-26,15.179,84.19
2011-12-06,17.829,84.2811111111111
2011-12-16,17.829,84.37
2011-12-26,14.187000000000001,84.47
2012-01-05,6.9030000000000005,84.59
2012-01-15,6.9030000000000005,84.69
2012-01-25,10.133,84.79
2012-02-04,21.438000000000002,84.87
2012-02-14,21.438000000000002,84.97
2012-02-24,15.903,85.09
2012-03-05,4.833,85.19
2012-03-15,4.833,85.29
2012-03-25,9.895,85.32111111111111
2012-04-04,27.612000000000002,85.47
2012-04-14,27.612000000000002,85.59
2012-04-24,27.284000000000002,85.69
2012-05-04,26.136,85.79
2012-05-14,26.136,85.84444444444445
2012-05-24,23.939,85.97
2012-06-03,6.363,86.09
2012-06-13,6.363,86.19
2012-06-23,6.287000000000001,86.29
2012-07-03,5.679,86.37444444444445
2012-07-13,5.679,86.47
2012-07-23,5.679,86.59
2012-08-02,9.495,86.69
2012-08-12,9.495,86.79
2012-08-22,9.495,86.85888888888888
2012-09-01,34.371,86.97
2012-09-11,34.371,87.09
2012-09-21,34.371,87.19
2012-10-01,39.474000000000004,87.29
2012-10-11,39.474000000000004,87.39
2012-10-21,39.474000000000004,87.43333333333334
2012-10-31,58.81,87.59
2012-11-10,61.227,87.69
2012-11-20,61.227,87.79
2012-11-30,29.794999999999998,87.89
2012-12-10,25.866,87.96333333333334
2012-12-20,25.866,88.09
2012-12-30,26.307,88.19
2013-01-09,26.433,88.29
2013-01-19,26.433,88.39
2013-01-29,31.538999999999998,88.48222222222222
2013-02-08,34.092,88.59
2013-02-18,34.092,88.69
2013-02-28,37.196000000000005,88.79
2013-03-10,37.584,88.89
2013-03-20,37.584,88.93444444444445
2013-03-30,22.548000000000002,89.09
2013-04-09,18.252,89.19
2013-04-19,18.252,89.29
2013-04-29,25.028000000000006,89.39
2013-05-09,26.964000000000006,89.47777777777777
2013-05-19,26.964000000000006,89.59
2013-05-29,16.236,89.69
2013-06-08,10.872,89.79
2013-06-18,10.872,89.89
2013-06-28,15.882000000000001,89.99
2013-07-08,18.387,90.09
2013-07-18,18.387,90.19
2013-07-28,15.617,90.29
2013-08-07,13.401000000000002,90.39
2013-08-17,13.401000000000002,90.49
2013-08-27,15.185,90.55666666666667
2013-09-06,17.415,90.69
2013-09-16,17.415,90.79
2013-09-26,23.767,90.89
2013-10-06,31.707,90.99
2013-10-16,31.707,91.08444444444444
2013-10-26,37.59,91.19
2013-11-05,49.356,91.29
2013-11-15,49.356,91.39
2013-11-25,37.008,91.49
2013-12-05,12.312000000000001,91.61333333333333
2013-12-15,12.312000000000001,91.69
2013-12-25,19.072000000000003,91.79
2014-01-04,42.732,91.89
2014-01-14,42.732,91.99
2014-01-24,42.053000000000004,92.06555555555556
2014-02-03,36.621,92.19
2014-02-13,36.621,92.29
2014-02-23,32.601,92.39
2014-03-05,24.561,92.49
2014-03-15,24.561,92.6011111111111
2014-03-25,23.387,92.69
2014-04-04,19.278,92.79
2014-04-14,19.278,92.89
2014-04-24,19.325999999999997,92.99
2014-05-04,19.494,93.10999999999999
2014-05-14,19.494,93.20222222222222
2014-05-24,20.962,93.29
2014-06-03,32.705999999999996,93.39
2014-06-13,32.705999999999996,93.49
2014-06-23,31.203,93.60999999999999
2014-07-03,19.179,93.7188888888889
2014-07-13,19.179,93.79
2014-07-23,19.179,93.89
2014-08-02,8.397,93.99
2014-08-12,8.397,94.10999999999999
2014-08-22,8.397,94.14222222222222
2014-09-01,21.843,94.29
2014-09-11,21.843,94.39
2014-09-21,21.843,94.49
2014-10-01,26.271,94.60999999999999
2014-10-11,26.271,94.70333333333333
2014-10-21,26.271,94.79
2014-10-31,64.423,94.89
2014-11-10,69.192,94.99
2014-11-20,69.192,95.10999999999999
2014-11-30,30.48,95.21666666666667
2014-12-10,25.641000000000002,95.29
2014-12-20,25.641000000000002,95.39
2014-12-30,18.158,95.49
2015-01-09,16.02,95.60999999999999
2015-01-19,16.02,95.71
2015-01-29,28.008,95.7477777777778
2015-02-08,34.002,95.89
2015-02-18,34.002,95.99
2015-02-28,38.54600000000001,96.10999999999999
2015-03-10,39.114000000000004,96.21
2015-03-20,39.114000000000004,96.28777777777778
2015-03-30,22.37,96.39
2015-04-09,17.586,96.49
2015-04-19,17.586,96.60999999999999
2015-04-29,15.381,96.71
2015-05-09,14.751,96.81222222222223
2015-05-19,14.751,96.89
2015-05-29,16.407,96.99
2015-06-08,17.235,97.10999999999999
2015-06-18,17.235,97.21
2015-06-28,10.857,97.34
2015-07-08,7.668,97.39
2015-07-18,7.668,97.49
2015-07-28,18.043,97.60999999999999
2015-08-07,26.343,97.71
2015-08-17,26.343,98.80111111111111
2015-08-27,21.475,97.89
2015-09-06,15.39,97.99
2015-09-16,15.39,98.10999999999999
2015-09-26,25.478,98.21
2015-10-06,38.088,98.31
2015-10-16,38.088,98.36999999999999
2015-10-26,30.078000000000003,98.49
2015-11-05,14.057999999999998,98.60999999999999
2015-11-15,14.057999999999998,98.71
2015-11-25,9.923999999999998,98.81
2015-12-05,1.656,98.91777777777777
2015-12-15,1.656,98.99
2015-12-25,4.504,99.10999999999999
2016-01-04,14.472000000000001,99.21
2016-01-14,14.472000000000001,99.31
