,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2006-03-17,25.6,22.380000000000003,21.925555555555555,15.955555555555556,14.91111111111111,249404.832,2.4111111111111105
2006-03-27,5.4,22.571111111111108,21.84444444444444,11.71111111111111,12.02222222222222,265252.32,2.355555555555556
2006-04-06,9.6,22.154444444444444,21.6,13.488888888888887,12.766666666666667,249912.864,2.6666666666666665
2006-04-16,5.6000000000000005,22.176666666666666,21.563333333333333,16.044444444444444,11.477777777777778,244683.07200000001,2.266666666666667
2006-04-26,13.700000000000001,22.20888888888889,21.58,12.18888888888889,11.322222222222223,255026.016,2.533333333333333
2006-05-06,1.2,22.20444444444444,21.606666666666666,13.255555555555555,9.488888888888887,265053.6,2.2777777777777777
2006-05-16,6.1,22.16111111111111,21.59222222222222,14.2,10.544444444444444,248152.032,2.3333333333333335
2006-05-26,0.2,22.153333333333332,21.60666666666667,14.644444444444446,13.722222222222221,266264.064,2.4555555555555553
2006-06-05,12.899999999999999,22.33888888888889,21.73888888888889,14.41111111111111,13.333333333333334,258885.50400000002,2.422222222222222
2006-06-15,9.7,22.85888888888889,22.19,17.566666666666666,14.511111111111111,251755.77599999998,2.2111111111111112
2006-06-25,9.5,23.52777777777778,22.767777777777777,14.61111111111111,14.033333333333335,264894.624,2.577777777777778
2006-07-05,9.3,23.731111111111108,23.023333333333333,16.355555555555554,15.633333333333333,258586.56,2.4
2006-07-15,20.900000000000002,24.27888888888889,23.567777777777778,14.299999999999999,14.0,247605.12,2.6333333333333333
2006-07-25,18.2,24.314444444444447,23.66444444444444,15.833333333333334,15.455555555555556,253298.01600000003,2.6666666666666665
2006-08-04,49.6,24.103333333333335,23.557777777777783,15.211111111111109,14.52222222222222,239924.16,2.622222222222222
2006-08-14,12.0,24.144444444444446,23.619999999999997,16.3,16.08888888888889,249542.208,2.4222222222222225
2006-08-24,22.0,24.336666666666666,23.77666666666667,14.488888888888889,14.622222222222222,232863.55200000003,2.6888888888888887
2006-09-03,52.3,24.68,24.111111111111114,17.08888888888889,17.377777777777776,242279.424,2.511111111111111
2006-09-13,23.3,24.698888888888888,24.13444444444444,14.533333333333331,14.1,198867.744,2.7333333333333334
2006-09-23,8.399999999999999,24.77,24.18888888888889,16.566666666666666,15.799999999999999,257954.976,2.555555555555556
2006-10-03,0.1,25.130000000000003,24.5,21.488888888888887,21.555555555555557,320696.064,2.1444444444444444
2006-10-13,4.0,25.388888888888893,24.692222222222224,16.255555555555553,16.77777777777778,304515.072,2.222222222222222
2006-10-23,0.0,25.625555555555554,24.89,19.099999999999998,19.08888888888889,297452.736,2.1444444444444444
2006-11-02,2.5,25.485555555555553,24.91111111111111,19.933333333333334,20.37777777777778,289792.512,2.2333333333333334
2006-11-12,11.4,25.805555555555557,25.255555555555553,17.955555555555556,18.166666666666664,322121.664,2.1666666666666665
2006-11-22,5.0,25.96111111111111,25.427777777777777,17.62222222222222,17.68888888888889,314318.01599999995,2.188888888888888
2006-12-02,0.0,25.99777777777778,25.50666666666667,16.322222222222223,16.444444444444443,301745.952,2.2333333333333334
2006-12-12,5.8,26.40222222222222,25.79,14.766666666666667,14.777777777777779,317296.22400000005,2.1333333333333333
2006-12-22,0.0,26.71777777777778,25.952222222222225,13.477777777777776,13.244444444444444,292326.624,2.2777777777777777
2007-01-01,0.2,26.897777777777776,26.068888888888885,14.033333333333333,13.955555555555556,305475.84,2.111111111111111
2007-01-11,24.8,27.13222222222222,26.301111111111112,12.722222222222221,12.888888888888888,325623.456,2.0777777777777775
2007-01-21,2.0,27.318888888888885,26.47222222222222,11.288888888888888,11.922222222222222,328415.904,2.033333333333333
2007-01-31,0.0,27.502222222222223,26.674444444444443,11.955555555555556,12.0,325326.24,2.0
2007-02-10,0.0,27.522222222222222,26.691111111111113,12.6,12.233333333333334,285500.16000000003,2.4555555555555557
2007-02-20,4.3999999999999995,27.44888888888889,26.59777777777778,14.444444444444445,13.844444444444443,269973.216,2.3777777777777778
2007-03-02,28.5,27.32222222222222,26.467777777777776,11.9,11.533333333333335,256910.40000000002,2.511111111111111
2007-03-12,8.0,27.166666666666668,26.266666666666666,11.81111111111111,11.311111111111112,253873.44,2.488888888888889
2007-03-22,0.0,27.07,26.133333333333333,11.622222222222224,11.666666666666666,259484.256,2.355555555555555
2007-04-01,20.3,26.968888888888888,26.09777777777778,14.122222222222224,14.077777777777778,251875.00799999997,2.4777777777777774
2007-04-11,18.2,27.11111111111111,26.14888888888889,13.655555555555559,12.988888888888889,289657.728,2.5444444444444443
2007-04-21,0.1,27.03666666666667,26.22111111111111,18.08888888888889,17.38888888888889,281435.90400000004,2.077777777777778
2007-05-01,96.29999999999998,26.333333333333332,25.764444444444443,13.555555555555555,13.655555555555557,195060.96000000002,2.677777777777778
2007-05-11,10.8,26.611111111111107,25.88222222222222,15.41111111111111,14.711111111111109,275621.184,2.311111111111111
2007-05-21,32.0,27.014444444444443,26.25888888888889,14.82222222222222,15.166666666666666,300058.55999999994,2.177777777777778
2007-05-31,37.6,26.892222222222223,26.167777777777776,14.488888888888889,14.344444444444447,221806.944,2.355555555555556
2007-06-10,6.4,27.27777777777778,26.383333333333333,15.32222222222222,15.177777777777777,313348.608,2.0444444444444443
2007-06-20,1.4,27.874444444444446,26.892222222222227,10.8,10.388888888888888,344276.35199999996,2.0555555555555554
2007-06-30,0.0,28.323333333333334,27.271111111111107,9.711111111111112,9.388888888888891,354572.6400000001,2.011111111111111
2007-07-10,1.8,28.988888888888887,27.862222222222222,8.133333333333335,7.166666666666667,393556.32000000007,2.0
2007-07-20,6.5,29.43333333333333,28.343333333333334,8.944444444444445,6.5777777777777775,389233.728,2.0
2007-07-30,21.299999999999997,29.849999999999998,28.759999999999998,10.155555555555555,9.5,312209.8560000001,2.3555555555555556
2007-08-09,2.5,29.668888888888887,28.79222222222222,11.777777777777779,11.199999999999998,255257.56800000003,2.3666666666666667
2007-08-19,22.2,29.842222222222226,28.962222222222223,9.466666666666665,8.822222222222223,269688.96,2.5555555555555554
2007-08-29,14.5,30.28888888888889,29.242222222222225,10.155555555555557,9.644444444444446,264514.46400000004,2.344444444444444
2007-09-08,7.0,30.596666666666668,29.487777777777776,11.988888888888889,11.355555555555554,297254.01599999995,2.233333333333333
2007-09-18,2.4,30.86111111111111,29.75222222222222,14.011111111111113,13.622222222222222,301905.792,2.2777777777777772
2007-09-28,21.2,30.694444444444443,29.787777777777777,10.644444444444444,9.61111111111111,254293.344,2.533333333333333
2007-10-08,2.1,30.892222222222227,29.917777777777776,12.800000000000002,12.466666666666667,281634.624,2.2777777777777777
2007-10-18,14.8,30.84111111111111,29.936666666666667,8.3,7.6000000000000005,244473.984,2.744444444444445
2007-10-28,39.300000000000004,30.65888888888889,29.942222222222224,10.666666666666666,9.899999999999999,252966.24000000002,2.644444444444445
2007-11-07,14.5,30.783333333333335,30.04222222222222,10.8,8.877777777777776,237527.424,2.4555555555555553
2007-11-17,17.2,30.86111111111111,30.130000000000003,6.588888888888889,5.966666666666666,246583.872,2.566666666666667
2007-11-27,11.899999999999999,31.04444444444444,30.261111111111106,9.877777777777778,8.888888888888891,245836.512,2.577777777777778
2007-12-07,29.6,30.93,30.285555555555554,8.38888888888889,7.344444444444444,214392.096,2.6666666666666665
2007-12-17,15.9,31.085555555555555,30.383333333333333,6.8999999999999995,6.588888888888889,227404.8,2.533333333333333
2007-12-27,0.5,31.14444444444444,30.397777777777776,8.555555555555555,7.811111111111111,224836.992,2.422222222222222
2008-01-06,86.79999999999998,31.192222222222224,30.493333333333332,11.4,10.177777777777779,215942.112,2.5888888888888886
2008-01-16,0.4,31.105555555555554,30.450000000000003,13.633333333333333,12.744444444444444,276951.744,2.311111111111111
2008-01-26,0.4,31.237777777777776,30.554444444444446,12.47777777777778,11.766666666666667,297439.776,2.211111111111111
2008-02-05,1.9000000000000001,31.257777777777775,30.601111111111113,9.488888888888889,8.91111111111111,290845.728,2.388888888888889
2008-02-15,2.8000000000000003,31.38222222222222,30.68,11.944444444444445,11.18888888888889,295785.216,2.311111111111111
2008-02-25,5.2,31.515555555555554,30.778888888888886,12.366666666666665,11.788888888888888,296525.664,2.344444444444444
2008-03-06,9.5,31.484444444444446,30.831111111111113,9.922222222222222,9.755555555555556,278996.832,2.3222222222222224
2008-03-16,22.400000000000002,31.034444444444446,30.54444444444444,9.58888888888889,8.88888888888889,221277.31199999998,2.4444444444444446
2008-03-26,14.7,30.992222222222225,30.48222222222222,8.455555555555556,7.199999999999999,222277.82400000002,2.533333333333333
2008-04-05,9.4,30.88888888888889,30.379999999999995,10.133333333333333,9.377777777777776,233491.68000000002,2.5666666666666664
2008-04-15,1.6,30.65555555555556,30.283333333333335,7.799999999999999,7.022222222222222,209650.46400000004,2.566666666666667
2008-04-25,15.4,30.496666666666663,30.165555555555557,8.466666666666665,7.2333333333333325,221076.86400000003,2.4777777777777774
2008-05-05,1.9,30.67777777777778,30.177777777777774,10.100000000000001,10.21111111111111,239260.608,2.4777777777777783
2008-05-15,29.3,27.514444444444443,26.885555555555552,9.100000000000001,8.733333333333333,239389.344,2.7444444444444445
2008-05-25,4.7,29.237777777777776,28.778888888888886,12.533333333333333,11.3,250918.56000000003,2.433333333333333
2008-06-04,15.7,30.709999999999997,30.10888888888889,10.144444444444442,9.511111111111111,236602.08000000002,2.5555555555555554
2008-06-14,22.200000000000003,30.743333333333332,30.143333333333334,7.122222222222222,6.377777777777777,236396.448,2.533333333333333
2008-06-24,0.2,31.335555555555555,30.554444444444446,10.444444444444445,9.933333333333334,266527.58400000003,2.4
2008-07-04,4.8999999999999995,31.491111111111113,30.706666666666667,8.38888888888889,7.855555555555554,255496.032,2.466666666666667
2008-07-14,16.7,31.72555555555555,30.94777777777778,9.022222222222222,8.511111111111113,257122.08,2.466666666666667
2008-07-24,0.0,32.19777777777777,31.324444444444445,11.622222222222224,11.044444444444444,276129.216,2.3555555555555556
2008-08-03,12.9,32.61222222222222,31.696666666666665,13.033333333333333,12.833333333333334,292908.96,2.255555555555555
2008-08-13,10.8,32.605555555555554,31.827777777777776,8.422222222222224,8.1,265762.08,2.4222222222222225
2008-08-23,3.9,32.76888888888889,31.97888888888889,9.6,9.366666666666667,288770.4,2.322222222222222
2008-09-02,0.0,33.00333333333334,32.20111111111111,17.366666666666664,17.700000000000003,335323.584,2.0666666666666664
2008-09-12,15.5,32.84,32.162222222222226,12.71111111111111,11.966666666666667,285467.328,2.466666666666667
2008-09-22,0.30000000000000004,33.00222222222222,32.24888888888889,16.58888888888889,16.833333333333332,316365.696,2.2333333333333325
2008-10-02,1.7000000000000002,33.163333333333334,32.385555555555555,14.711111111111112,15.02222222222222,324508.032,2.2111111111111112
2008-10-12,2.7,33.26222222222222,32.51111111111111,19.6,19.12222222222222,318526.56,2.0777777777777775
2008-10-22,7.8,33.36555555555556,32.583333333333336,15.644444444444442,15.844444444444447,321477.12,2.1666666666666665
2008-11-01,1.2,33.333333333333336,32.61555555555556,9.477777777777778,9.588888888888889,297696.38399999996,2.4
2008-11-11,8.700000000000001,33.489999999999995,32.81333333333333,12.422222222222224,12.18888888888889,289480.608,2.3666666666666663
2008-11-21,9.1,33.47888888888889,32.80666666666667,11.433333333333332,10.755555555555555,286225.92000000004,2.4111111111111114
2008-12-01,20.9,33.406666666666666,32.757777777777775,12.155555555555555,10.866666666666667,274016.736,2.566666666666667
2008-12-11,57.7,33.19222222222223,32.357777777777784,9.122222222222224,9.100000000000001,272935.872,2.611111111111111
2008-12-21,3.1,32.56222222222223,31.648888888888887,8.799999999999999,8.044444444444444,239702.97600000002,2.666666666666667
2008-12-31,0.0,31.965555555555554,31.067777777777778,2.4444444444444446,2.4777777777777774,257218.848,2.388888888888889
2009-01-10,1.2000000000000002,31.50333333333333,30.654444444444444,4.855555555555555,5.266666666666667,257807.23200000002,2.3
2009-01-20,4.1,30.71222222222222,30.057777777777776,7.222222222222222,6.822222222222222,213217.92,2.4555555555555557
2009-01-30,10.0,30.304444444444446,29.70111111111111,7.444444444444445,7.311111111111111,230806.36800000002,2.555555555555556
2009-02-09,2.8,29.987777777777776,29.43111111111111,3.1777777777777776,2.9333333333333327,228521.08800000002,2.6555555555555554
2009-02-19,0.0,29.633333333333333,29.078888888888887,4.588888888888889,4.033333333333334,232746.91199999998,2.4111111111111105
2009-03-01,19.4,29.314444444444447,28.75444444444444,8.822222222222223,8.322222222222221,253866.528,2.4555555555555557
2009-03-11,5.2,29.15666666666667,28.61,9.81111111111111,9.211111111111112,268257.312,2.4555555555555553
2009-03-21,0.8,28.744444444444444,28.22111111111111,8.577777777777778,7.966666666666665,247577.472,2.5555555555555554
2009-03-31,8.7,28.532222222222217,28.038888888888888,13.61111111111111,13.122222222222224,257942.88,2.5777777777777775
2009-04-10,0.1,28.222222222222225,27.74888888888889,14.555555555555555,13.844444444444443,251146.65600000002,2.344444444444444
2009-04-20,5.199999999999999,28.035555555555554,27.525555555555556,13.92222222222222,13.544444444444444,253342.08000000002,2.3111111111111113
2009-04-30,2.9,27.896666666666665,27.386666666666667,15.299999999999999,14.599999999999998,260896.03199999998,2.2666666666666666
2009-05-10,0.0,28.008888888888887,27.43111111111111,20.17777777777778,19.12222222222222,294442.56,2.1
2009-05-20,0.0,28.214444444444446,27.604444444444443,23.5,22.266666666666666,313905.024,2.033333333333333
2009-05-30,28.6,27.944444444444443,27.357777777777773,18.755555555555556,17.955555555555556,270806.976,2.0888888888888895
2009-06-09,0.0,28.296666666666667,27.612222222222226,23.544444444444444,22.2,313910.208,2.033333333333333
2009-06-19,0.3,28.28222222222222,27.615555555555556,19.744444444444447,19.066666666666666,274322.592,2.0222222222222226
2009-06-29,0.5,27.99777777777778,27.4,23.344444444444445,22.655555555555555,260639.424,2.1
2009-07-09,0.0,28.23777777777778,27.58777777777778,25.122222222222224,23.87777777777778,295122.528,2.1444444444444444
2009-07-19,0.0,28.63111111111111,27.932222222222226,26.4,25.12222222222222,289834.848,1.9888888888888887
2009-07-29,47.1,28.833333333333332,28.162222222222223,25.3,24.388888888888893,267734.59199999995,2.0
2009-08-08,0.1,28.5,27.991111111111113,25.499999999999996,24.877777777777776,256856.832,2.0555555555555554
2009-08-18,0.0,29.10666666666667,28.32777777777778,27.122222222222224,26.555555555555557,322151.04,2.033333333333333
2009-08-28,0.0,29.099999999999998,28.380000000000003,26.03333333333333,25.444444444444443,307797.408,2.0
2009-09-07,0.0,29.13888888888889,28.432222222222222,19.666666666666668,19.200000000000003,299456.35199999996,2.0
