,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-11,81.19999999999999,71.8,69.4,51.0,49.8,665.8000000000001,65.0,8.62758620689655,0.0,0.0,9.577586206896553,9.25,4624.490268399999,4307.5471368,4515.966942499999
2008-04-10,62.0,53.4,63.4,56.0,26.2,85.2,93.0,8.710344827586207,0.0,0.0,13.03448275862069,12.770689655172417,4637.934245,4341.644741,4550.467344600001
2008-05-10,63.800000000000004,51.00000000000001,83.60000000000001,48.400000000000006,73.6,48.99999999999999,52.00000000000001,8.841379310344829,0.0,0.0,16.46551724137931,17.094827586206897,4528.8460915,4285.7608265,4508.135108800001
2008-06-09,59.2,34.199999999999996,34.800000000000004,60.2,52.8,151.0,34.6,8.96551724137931,0.0,0.0,21.23965517241379,22.950000000000006,4180.2617725,4073.8392935,4666.254695
2008-07-09,4.3999999999999995,4.6,15.0,15.8,9.6,32.0,12.399999999999999,9.26551724137931,0.0,0.0,22.599999999999998,24.14310344827586,4054.7778628999995,4032.8571708000004,4827.537317400001
2008-08-08,29.4,13.399999999999999,76.80000000000001,20.6,62.2,23.4,32.599999999999994,9.472413793103447,0.0,0.0,22.627586206896556,22.841379310344823,4084.8425799,4063.1675124000003,4621.4724264
2008-09-07,74.4,84.8,51.800000000000004,85.00000000000001,24.8,217.80000000000004,74.0,9.527586206896553,0.0,0.0,15.499999999999998,16.068965517241377,4382.4326003,4166.3383389,4572.3757929
2008-10-07,126.0,187.39999999999998,129.00000000000003,130.20000000000002,389.4,69.8,91.0,9.555172413793102,0.0,0.0,15.818965517241379,16.59310344827586,4472.386418899999,4237.6797314,4484.367848000001
2008-11-06,204.6,197.2,157.2,138.6,120.8,302.0,128.20000000000002,9.306896551724137,0.0,0.0,8.327586206896552,9.212068965517243,4677.067799800001,4195.8863371,4533.180806900001
2008-12-06,182.0,138.6,108.80000000000001,79.19999999999999,102.0,1136.6000000000001,67.20000000000002,8.810344827586206,0.0,0.0,4.822413793103448,6.172413793103448,4529.702451699999,4305.9975481,4428.735702
2009-01-05,106.2,96.39999999999999,86.2,44.599999999999994,67.2,191.99999999999997,62.8,8.575862068965517,0.0,0.0,5.751724137931033,5.731034482758622,4626.0693983,4242.461489900001,4495.3742969
2009-02-04,136.20000000000002,91.0,69.4,53.400000000000006,41.800000000000004,368.2,67.39999999999999,8.22413793103448,0.0,0.0,5.594827586206898,6.168965517241379,4809.4119628,4405.5073692,4568.081459600001
