,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-03-27,202.4,269.4,210.2,236.8,278.0,14.880898876404496,252.00157303370787,4.935955056179775
2004-06-25,65.2,68.8,74.8,68.6,87.40000000000002,22.642696629213482,250.18943820224715,2.462921348314607
2004-09-23,320.8,454.6,233.79999999999998,369.6,373.8,12.454494382022474,247.39078651685392,1.0943820224719099
2004-12-22,148.6,191.0,147.2,181.4,187.20000000000002,4.602247191011236,250.42943820224716,0.5999999999999999
2005-03-22,170.6,241.40000000000003,253.4,204.8,222.4,15.623595505617978,252.01056179775284,5.626966292134831
2005-06-20,161.0,172.6,192.2,134.6,176.6,22.525842696629216,250.61011235955056,1.8629213483146068
2005-09-18,440.0,518.2,469.4,460.80000000000007,502.20000000000005,11.653932584269663,249.50853932584272,2.730337078651685
2005-12-17,277.4,349.2,253.4,278.20000000000005,362.79999999999995,4.939887640449439,251.85651685393253,7.049438202247192
2006-03-17,158.6,186.8,188.2,137.0,187.8,14.43876404494382,252.01235955056177,3.8438202247191016
2006-06-15,70.0,188.2,83.8,58.4,91.2,23.343258426966294,250.62134831460673,2.0224719101123596
2006-09-13,271.8,414.8,313.0,218.0,343.6,14.793258426966293,247.06921348314606,2.3471910112359553
2006-12-12,184.39999999999998,296.6,167.4,188.0,306.8,8.935393258426968,247.95988764044944,1.3247191011235953
2007-03-12,159.6,231.0,162.0,172.0,214.4,15.597752808988764,251.02932584269664,0.9775280898876402
2007-06-10,96.00000000000001,85.6,98.4,87.6,152.0,22.36067415730337,249.69146067415727,2.0089887640449438
2007-09-08,205.39999999999998,265.0,219.2,160.4,251.8,13.941573033707867,245.87674157303374,1.9916853932584269
2007-12-07,224.8,257.20000000000005,237.60000000000005,167.6,275.59999999999997,7.199999999999999,246.55393258426966,0.7146067415730336
2008-03-06,251.8,317.2,231.40000000000003,226.8,311.80000000000007,13.598314606741573,250.19617977528088,0.7607865168539327
2008-06-04,82.0,90.2,74.2,67.60000000000001,98.8,22.831460674157302,250.653595505618,1.9575280898876404
2008-09-02,229.39999999999998,400.20000000000005,269.2,262.0,260.6,15.394382022471909,246.81775280898879,2.0020224719101125
2008-12-01,334.2,467.8,322.6,323.20000000000005,372.2,6.037640449438203,251.23651685393259,5.164606741573033
2009-03-01,215.8,263.8,209.99999999999997,192.6,289.59999999999997,14.679213483146068,251.460786516854,3.8560674157303376
2009-05-30,61.800000000000004,72.6,64.80000000000001,38.2,64.4,23.56797752808989,250.41000000000003,1.4174157303370785
2009-08-28,146.60000000000002,155.6,171.0,134.79999999999998,209.4,16.666292134831462,246.50078651685394,2.1095505617977532
2009-11-26,527.8000000000001,696.2,512.8,510.6,630.4,6.170786516853932,249.81359550561797,4.785056179775281
2010-02-24,245.79999999999998,283.4,266.4,194.0,341.0,12.555617977528089,251.92966292134832,4.797865168539325
2010-05-25,182.8,191.0,168.6,210.2,267.0,22.14494382022472,251.4438202247191,1.3270786516853932
2010-08-23,353.59999999999997,428.4,375.8,356.59999999999997,466.80000000000007,16.374719101123596,248.86258426966293,3.007977528089888
2010-11-21,346.20000000000005,551.2,373.79999999999995,397.6,442.20000000000005,7.001685393258427,251.3473033707865,7.122808988764044
2011-02-19,165.20000000000002,173.39999999999998,182.4,183.8,222.4,13.080898876404492,251.57797752808992,4.227191011235956
2011-05-20,133.8,163.0,142.2,129.0,185.2,22.22696629213483,250.77775280898877,1.2038202247191012
2011-08-18,141.6,172.6,139.2,168.6,179.0,19.48820224719101,246.5226966292135,3.064831460674158
2011-11-16,148.6,151.39999999999998,130.6,172.4,183.39999999999998,7.53876404494382,244.50022471910114,0.6876404494382021
2012-02-14,217.0,199.60000000000002,217.79999999999998,247.39999999999998,282.6,13.401685393258427,245.29808988764043,0.49887640449438214
2012-05-14,50.8,91.6,112.8,101.2,116.4,22.674719101123596,247.46494382022468,0.7882022471910113
2012-08-12,144.0,385.0,288.0,330.20000000000005,313.79999999999995,19.97752808988764,244.64415730337086,1.5651685393258428
2012-11-10,201.4,477.4,424.00000000000006,443.6,476.0,8.219101123595507,249.0096629213483,3.343258426966292
