,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2006-03-17,61.099999999999994,22.276440677966097,21.685254237288135,13.766101694915255,12.04406779661017,1672983.936,2.4220338983050844
2006-05-16,49.4,22.790338983050848,22.149322033898308,15.399999999999999,13.805084745762716,1694926.08,2.396610169491525
2006-07-15,193.9,24.30542372881355,23.715084745762713,15.201694915254235,14.988135593220338,1595708.6400000001,2.5932203389830515
2006-09-13,46.599999999999994,25.178644067796615,24.549830508474574,17.774576271186437,17.72542372881356,1820731.392,2.3491525423728814
2006-11-12,23.099999999999998,26.298813559322035,25.668305084745764,15.579661016949153,15.58135593220339,2015345.664,2.1864406779661016
2007-01-11,59.699999999999996,27.374576271186434,26.53525423728814,12.58813559322034,12.466101694915254,1956588.4800000002,2.2271186440677964
2007-03-12,143.1,26.95118644067797,26.106610169491525,13.918644067796611,13.63050847457627,1679559.84,2.433898305084746
2007-05-11,88.3,27.33271186440678,26.47338983050848,13.510169491525422,13.266101694915255,1983799.296,2.152542372881356
2007-07-10,68.8,29.68491525423729,28.665762711864403,10.001694915254237,9.11864406779661,2068517.088,2.247457627118644
2007-09-08,87.2,30.752542372881354,29.80457627118644,11.36101694915254,10.683050847457626,1780537.248,2.4610169491525418
2007-11-07,104.6,30.9735593220339,30.251016949152547,8.611864406779661,7.672881355932204,1523254.464,2.535593220338983
2008-01-06,97.50000000000001,31.28016949152542,30.591694915254234,11.628813559322035,10.884745762711864,1826411.3279999997,2.3762711864406785
2008-03-06,79.6,30.92457627118644,30.449152542372882,9.127118644067796,8.350847457627118,1516060.8,2.4762711864406777
2008-05-05,76.9,29.940338983050843,29.3464406779661,9.945762711864408,8.932203389830509,1602078.9119999998,2.4881355932203393
2008-07-04,50.6,32.243050847457624,31.418813559322032,9.884745762711864,9.335593220338984,1792275.5520000004,2.3813559322033897
2008-09-02,28.0,33.109491525423735,32.34966101694915,15.986440677966105,15.976271186440679,2084728.3200000003,2.206779661016949
2008-11-01,121.4,33.24576271186441,32.50474576271186,10.528813559322034,10.037288135593219,1813242.2400000002,2.5101694915254242
2008-12-31,20.3,30.678474576271185,29.995932203389835,5.016949152542373,4.871186440677966,1545099.8400000003,2.4661016949152548
2009-03-01,47.6,28.6671186440678,28.15101694915255,11.510169491525422,10.971186440677963,1669798.3680000002,2.4474576271186446
2009-04-30,31.8,28.108813559322027,27.502542372881354,20.24237288135593,19.272881355932206,1895025.024,2.088135593220339
2009-06-29,49.0,28.550508474576272,27.898305084745772,25.45084745762712,24.55593220338983,1858313.6639999999,2.0559322033898306
2009-08-28,24.299999999999997,29.223220338983047,28.541186440677972,18.59830508474576,18.26610169491525,2021899.968,1.9728813559322036
2009-10-27,71.9,29.834915254237288,29.115593220338983,8.22542372881356,8.127118644067798,2021890.464,2.1322033898305084
2009-12-26,109.5,29.291694915254237,28.6664406779661,5.081355932203389,5.083050847457627,1658777.184,2.7322033898305085
2010-02-24,19.6,27.448474576271188,26.883559322033896,10.171186440677966,9.786440677966104,1698367.392,2.5372881355932204
2010-04-25,81.1,26.03847457627119,25.503559322033897,18.066101694915258,17.316949152542374,1719839.5199999998,2.391525423728814
2010-06-24,22.7,26.794067796610175,26.02084745762712,24.55423728813559,23.65084745762712,1824053.472,2.0016949152542374
2010-08-23,24.5,27.10796610169491,26.397288135593218,18.240677966101696,17.959322033898303,1802776.6080000002,2.0474576271186438
2010-10-22,127.8,26.899661016949157,26.221355932203387,8.71864406779661,8.601694915254239,1772902.0799999998,2.5237288135593214
2010-12-21,33.3,24.872372881355936,24.175762711864405,5.496610169491525,5.496610169491525,1623090.528,2.4237288135593227
2011-02-19,67.2,23.914915254237293,23.20898305084746,9.823728813559322,9.486440677966103,1660387.68,2.3813559322033897
2011-04-20,26.1,23.851016949152537,23.25220338983051,18.210169491525424,17.628813559322037,1654390.656,2.042372881355932
2011-06-19,21.8,24.943389830508472,24.371016949152537,24.103389830508473,23.11864406779661,1787367.168,2.0033898305084747
2011-08-18,78.5,26.24627118644068,25.55406779661017,22.17796610169491,21.676271186440683,2038284.0,1.8779661016949156
2011-10-17,15.400000000000002,27.305084745762713,26.502711864406777,9.57627118644068,9.683050847457626,2149487.7120000003,1.994915254237288
2011-12-16,26.7,28.251016949152547,27.449152542372882,3.391525423728814,3.3762711864406776,2143155.456,2.0203389830508476
2012-02-14,6.1,29.2793220338983,28.378813559322033,10.516949152542374,9.866101694915256,2127625.92,2.064406779661017
2012-04-14,43.8,29.443389830508472,28.645254237288135,16.847457627118644,15.901694915254238,1710987.8399999999,2.1474576271186443
2012-06-13,0.0,31.498474576271192,30.54101694915254,27.211864406779657,25.784745762711864,2184791.6160000004,1.903389830508475
2012-08-12,18.599999999999998,33.93440677966102,33.11864406779661,22.7457627118644,22.015254237288133,1962287.4239999999,1.8813559322033901
2012-10-11,63.2,34.11661016949153,33.202203389830515,11.65084745762712,11.530508474576274,2104194.24,2.3728813559322037
2012-12-10,85.8,31.425254237288144,30.478305084745763,5.37457627118644,5.271186440677965,1780256.4480000003,2.6542372881355942
2013-02-08,108.19999999999999,27.660847457627117,27.04983050847458,7.838983050847458,7.4355932203389825,1854130.1760000002,2.7271186440677964
2013-04-09,162.5,24.569999999999997,23.969491525423727,16.423728813559325,15.466101694915254,1798259.616,2.4372881355932203
2013-06-08,6.1,23.033389830508472,22.275423728813564,24.157627118644072,22.83728813559322,1904308.704,2.1525423728813564
2013-08-07,58.7,23.404067796610168,22.719661016949154,22.237288135593218,21.33728813559322,1886612.2559999998,2.0406779661016947
2013-10-06,142.0,23.182881355932203,22.749322033898306,13.188135593220338,12.901694915254236,1745429.4719999998,2.6474576271186443
2013-12-05,111.4,22.425423728813563,21.655254237288133,5.7186440677966095,5.552542372881355,1717080.7680000002,2.435593220338983
2014-02-03,117.29999999999998,20.912203389830513,20.277118644067794,10.308474576271188,9.708474576271188,1766303.7119999998,2.6745762711864405
