,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-01-28,93.60000000000001,57.00000000000001,80.8,103.40000000000002,64.60000000000001,82.8,79.39999999999999,13.198275862068966,1.676896551724138
1998-02-27,66.0,58.6,40.800000000000004,59.0,45.6,83.39999999999999,58.60000000000001,12.529310344827588,1.6844827586206896
1998-03-29,82.99999999999999,75.39999999999999,68.40000000000002,76.2,61.99999999999999,70.4,84.6,9.663793103448276,2.152413793103448
1998-04-28,40.800000000000004,28.599999999999998,35.800000000000004,52.800000000000004,43.800000000000004,57.2,41.400000000000006,13.21551724137931,1.790344827586207
1998-05-28,67.4,32.599999999999994,39.599999999999994,42.2,32.599999999999994,71.19999999999999,108.60000000000001,13.732758620689655,1.4486206896551723
1998-06-27,80.4,49.2,112.0,85.6,56.4,95.2,62.8,22.148275862068964,1.1675862068965517
1998-07-27,74.8,38.800000000000004,63.400000000000006,54.0,41.2,77.99999999999999,28.400000000000002,21.953448275862073,1.1010344827586207
1998-08-26,60.000000000000014,37.4,49.400000000000006,68.0,35.4,53.0,43.599999999999994,20.08793103448276,1.1131034482758622
1998-09-25,58.39999999999999,40.00000000000001,49.199999999999996,69.2,49.60000000000001,74.19999999999999,47.40000000000001,11.834482758620688,1.6934482758620693
1998-10-25,84.8,97.2,72.6,79.19999999999999,73.0,108.4,84.39999999999999,11.806896551724137,1.7386206896551726
1998-11-24,59.599999999999994,46.99999999999999,54.199999999999996,68.4,58.6,52.2,67.39999999999999,15.063793103448276,1.4806896551724138
1998-12-24,120.4,107.2,87.6,135.6,107.39999999999999,162.39999999999998,69.0,12.715517241379308,1.782068965517241
1999-01-23,49.8,37.400000000000006,42.6,57.800000000000004,43.60000000000001,43.0,58.800000000000004,12.417241379310346,1.8875862068965517
1999-02-22,67.4,39.0,52.2,101.00000000000001,40.0,70.2,92.8,12.208620689655174,2.080689655172414
1999-03-24,73.39999999999999,39.99999999999999,70.2,123.2,58.8,110.2,127.00000000000001,10.979310344827585,2.0679310344827586
1999-04-23,40.2,21.0,38.4,60.199999999999996,35.6,35.2,24.4,10.636206896551723,1.81
1999-05-23,52.60000000000001,29.2,47.2,61.4,32.6,54.0,51.8,14.563793103448276,1.4044827586206898
1999-06-22,67.2,45.4,54.4,76.2,51.19999999999999,68.79999999999998,46.2,15.148275862068965,1.3027586206896553
1999-07-22,47.400000000000006,39.6,73.0,82.39999999999999,41.6,109.0,71.4,19.443103448275863,1.209655172413793
1999-08-21,42.599999999999994,51.599999999999994,77.00000000000001,73.0,45.2,79.8,53.4,17.287931034482757,1.2262068965517243
1999-09-20,70.20000000000002,47.4,69.19999999999999,55.199999999999996,57.6,61.4,76.99999999999999,17.496551724137934,1.2734482758620687
1999-10-20,121.6,93.0,87.60000000000001,111.19999999999999,64.2,111.59999999999998,119.20000000000002,13.45689655172414,2.0455172413793106
1999-11-19,71.6,42.0,63.599999999999994,71.8,44.0,52.199999999999996,83.8,11.379310344827589,1.943793103448276
1999-12-19,77.4,48.4,61.400000000000006,88.0,60.2,84.00000000000001,41.800000000000004,15.384482758620686,1.5499999999999998
2000-01-18,71.2,47.0,37.99999999999999,52.00000000000001,48.800000000000004,82.39999999999999,58.0,13.075862068965517,1.6131034482758624
2000-02-17,75.39999999999999,72.0,45.400000000000006,76.39999999999999,61.6,86.0,47.6,13.92413793103448,1.6358620689655177
