,Rainfall_Terni,Flow_Rate_Lupa
2009-03-01,142.47599999999997,179.90779661016953
2009-04-30,120.77299999999998,133.96186440677965
2009-06-29,70.38000000000001,120.15271186440677
2009-08-28,174.95000000000005,88.78101694915256
2009-10-27,261.912,85.05067796610169
2009-12-26,215.56900000000002,77.91983050847456
2010-02-24,169.23799999999997,78.54813559322034
2010-04-25,181.22400000000002,84.28779661016947
2010-06-24,72.884,82.20372881355932
2010-08-23,109.68200000000003,79.82728813559321
2010-10-22,336.2070000000001,80.41491525423729
2010-12-21,121.13799999999999,81.02559322033899
2011-02-19,148.86700000000002,81.61745762711864
2011-04-20,100.21600000000001,82.2215254237288
2011-06-19,101.84599999999998,82.8277966101695
2011-08-18,87.787,83.43254237288136
2011-10-17,105.38899999999998,84.02423728813558
2011-12-16,84.05700000000002,84.63016949152541
2012-02-14,91.575,85.22271186440678
2012-04-14,149.957,85.8293220338983
2012-06-13,42.837,86.43389830508474
2012-08-12,175.14399999999998,87.02728813559322
2012-10-11,319.1880000000001,87.63101694915254
2012-12-10,177.00300000000004,88.23440677966101
2013-02-08,223.2,88.83118644067797
2013-04-09,144.73999999999998,89.43661016949153
2013-06-08,98.56200000000001,90.03999999999999
2013-08-07,109.367,90.6349152542373
2013-10-06,260.22200000000004,91.23915254237288
2013-12-05,188.19299999999998,91.83983050847458
2014-02-03,194.677,92.43999999999998
2014-04-04,128.614,93.04525423728813
2014-06-03,167.813,93.64779661016951
2014-08-02,98.37300000000002,94.23610169491528
2014-10-01,305.75299999999993,94.84847457627119
2014-11-30,144.06700000000004,95.45152542372881
2015-01-29,232.812,96.03999999999999
2015-03-30,111.56499999999998,96.65016949152543
2015-05-29,84.51900000000002,97.25440677966104
2015-07-28,135.18500000000003,98.15559322033899
2015-09-26,175.66800000000006,98.45016949152541
2015-11-25,50.45199999999999,99.05745762711865
2016-01-24,191.19500000000002,99.64355932203391
2016-03-24,112.15700000000001,100.25372881355932
2016-05-23,133.129,100.85932203389832
2016-07-22,113.07500000000002,101.45474576271185
2016-09-20,213.84200000000004,102.06
2016-11-19,74.93400000000001,102.66389830508474
2017-01-18,92.44500000000002,103.2571186440678
2017-03-19,90.64899999999999,103.86338983050848
2017-05-18,56.10299999999999,104.45847457627117
2017-07-17,72.99700000000001,105.05559322033899
2017-09-15,126.001,105.66762711864406
2017-11-14,154.81099999999998,106.26457627118644
2018-01-13,158.75700000000003,106.86118644067795
2018-03-14,173.467,107.4657627118644
2018-05-13,111.207,108.0564406779661
2018-07-12,114.10699999999997,108.66084745762711
2018-09-10,158.12800000000001,109.2649152542373
2018-11-09,188.268,109.87118644067796
2019-01-08,112.11099999999999,110.4662711864407
2019-03-09,123.53699999999999,111.07135593220337
2019-05-08,120.40600000000002,111.66237288135594
2019-07-07,91.77300000000001,112.27033898305085
2019-09-05,140.684,112.87474576271185
2019-11-04,328.06800000000004,113.32050847457627
2020-01-03,70.60000000000001,111.85271186440677
2020-03-03,88.4,100.43661016949152
2020-05-02,183.39999999999998,82.98966101694917
