,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-03-15,78.5,9.121428571428572,283.21748335
2015-03-30,21.5,9.089285714285714,274.19111827142854
2015-04-14,17.0,13.864285714285714,274.1019096071429
2015-04-29,35.7,17.164285714285715,274.6324466500001
2015-05-14,46.400000000000006,15.37142857142857,274.38626303571425
2015-05-29,34.9,19.678571428571427,270.37307068571425
2015-06-13,83.0,18.642857142857142,261.53443500000003
2015-06-28,1.4,23.77142857142857,255.48819794285714
2015-07-13,71.0,25.95357142857143,256.39533787857147
2015-07-28,21.8,25.321428571428577,248.1655675857143
2015-08-12,38.5,20.83214285714286,257.0311810571428
2015-08-27,16.5,21.82857142857143,274.3989207
2015-09-11,23.4,20.374999999999996,258.29672964285714
2015-09-26,35.9,15.210714285714287,241.1817341071428
2015-10-11,102.4,12.542857142857143,258.96270902142857
2015-10-26,28.6,13.285714285714286,245.10639176428572
2015-11-10,50.0,10.485714285714284,245.09544290714283
2015-11-25,10.0,7.5,274.38588335
2015-12-10,0.0,7.110714285714287,281.86475798571433
2015-12-25,60.50000000000001,6.267857142857144,264.88519266428574
2016-01-09,77.2,4.7285714285714295,282.5348360428572
2016-01-24,21.0,7.071428571428571,281.9471753000001
2016-02-08,117.7,7.592857142857143,276.1934120571429
2016-02-23,137.0,6.9678571428571425,269.2416955357143
2016-03-09,22.399999999999995,7.832142857142856,259.86393842142854
2016-03-24,19.8,12.700000000000001,259.28786576428575
2016-04-08,14.6,14.082142857142859,245.9459287214286
2016-04-23,98.5,10.571428571428571,273.5694960142857
2016-05-08,101.59999999999998,13.835714285714287,276.2414849428572
2016-05-23,26.500000000000004,16.40357142857143,277.0504057357143
2016-06-07,53.1,17.585714285714285,276.64036555714284
2016-06-22,15.6,22.95,277.04894592857147
2016-07-07,15.7,22.232142857142858,281.43715998571435
2016-07-22,46.60000000000001,22.99642857142857,288.5388241714286
2016-08-06,16.499999999999996,20.796428571428574,294.8868029857143
2016-08-21,3.0,22.41428571428571,294.6670034785715
2016-09-05,85.4,18.064285714285713,292.8229066142857
2016-09-20,35.800000000000004,16.24642857142857,286.4363532071429
2016-10-05,64.8,13.875,284.0885493642857
2016-10-20,32.4,13.614285714285716,294.6001309071429
2016-11-04,110.60000000000002,8.553571428571429,288.29826132142864
2016-11-19,53.5,9.389285714285714,296.60754390000005
2016-12-04,0.0,7.199999999999998,296.60754390000005
2016-12-19,7.0,6.260714285714285,296.60754390000005
2017-01-03,62.599999999999994,0.053571428571428506,296.60754390000005
2017-01-18,13.6,4.825,296.60754390000005
2017-02-02,60.4,7.432142857142858,296.60754390000005
2017-02-17,15.6,7.542857142857143,293.3663487
2017-03-04,63.5,8.642857142857144,287.22086225000004
2017-03-19,10.6,12.57142857142857,282.8126925714286
2017-04-03,49.7,12.778571428571427,274.4151402071429
2017-04-18,50.6,9.7,285.4669502857143
2017-05-03,82.19999999999999,14.996428571428572,283.60282928571434
2017-05-18,52.1,16.92142857142857,285.9872132071429
2017-06-02,2.4,20.64642857142857,286.47896231428575
2017-06-17,37.4,22.410714285714285,291.32886310000004
2017-07-02,66.4,24.042857142857144,295.1279072142857
2017-07-17,7.8,22.596428571428568,294.45004625714284
2017-08-01,13.8,26.989285714285717,277.4786712571429
2017-08-16,0.0,24.907142857142862,228.85953899285713
2017-08-31,220.50000000000003,18.542857142857144,210.90285622857144
2017-09-15,42.50000000000001,15.5,294.82956581428573
2017-09-30,14.6,14.839285714285714,245.0786813
2017-10-15,9.0,14.450000000000001,207.02853151428573
2017-10-30,77.7,10.392857142857142,205.23559663571427
2017-11-14,29.799999999999997,7.996428571428573,292.8071181214286
2017-11-29,153.5,4.889285714285714,290.12102405714285
2017-12-14,185.0,4.5928571428571425,286.2207010357142
2017-12-29,56.1,7.460714285714286,284.12821151428574
2018-01-13,38.4,5.921428571428571,282.93825409285716
2018-01-28,163.2,5.653571428571429,283.1801815571428
2018-02-12,82.0,4.296428571428572,280.5153126
2018-02-27,188.29999999999998,5.717857142857143,265.05652500714285
2018-03-14,113.4,5.960714285714286,258.63829392142856
2018-03-29,35.6,11.257142857142858,243.23852396428575
2018-04-13,19.2,15.932142857142855,277.05977183571434
2018-04-28,95.19999999999999,15.289285714285716,266.6564840714286
2018-05-13,87.8,15.332142857142856,263.0162389714286
2018-05-28,27.5,20.578571428571426,261.3248425214286
2018-06-12,38.50000000000001,18.86785714285714,264.95622629285714
2018-06-27,13.1,21.282142857142855,271.21387425714283
2018-07-12,40.900000000000006,22.917857142857144,264.9317196642857
2018-07-27,19.000000000000004,23.953571428571433,278.3340986571429
2018-08-11,34.8,22.34642857142857,269.15317814285714
2018-08-26,19.3,19.857142857142858,291.6042100142857
2018-09-10,55.8,21.075,291.16926519285715
2018-09-25,47.6,15.971428571428572,291.2142013571429
2018-10-10,45.2,16.039285714285715,289.49733055
2018-10-25,393.29999999999995,13.249999999999998,274.4756819928571
2018-11-09,120.2,10.64642857142857,269.9044673285714
2018-11-24,92.6,8.235714285714284,275.0026211142858
2018-12-09,124.6,4.978571428571429,267.20840613571426
2018-12-24,72.80000000000001,8.299999999999999,275.5686421285714
2019-01-08,62.2,12.375,276.5875996428571
2019-01-23,51.4,14.332142857142856,274.56541482857136
2019-02-07,0.8,19.89642857142857,230.86351395714286
2019-02-22,136.5,15.839285714285714,226.91574335714284
2019-03-09,29.7,14.228571428571428,231.94027925
2019-03-24,23.0,17.128571428571426,217.60763040714284
2019-04-08,19.799999999999997,13.117857142857144,212.27226512142855
2019-04-23,37.1,13.150000000000004,206.75678082857146
2019-05-08,397.29999999999995,16.20357142857143,202.32256161428566
2019-05-23,22.4,11.325000000000001,231.42530650000006
2019-06-07,43.6,15.525,222.43000485
2019-06-22,2.7,19.175000000000004,234.4494537642857
2019-07-07,66.39999999999999,13.48214285714286,281.32393402857144
2019-07-22,63.7,13.007142857142856,282.49445952857144
2019-08-06,57.50000000000001,17.54642857142857,292.2793223714286
2019-08-21,54.7,13.482142857142858,278.8096904785715
2019-09-05,20.299999999999997,12.492857142857144,294.0402187642857
2019-09-20,41.400000000000006,13.407142857142858,285.63817379999995
2019-10-05,77.6,14.325000000000001,249.25381509285714
2019-10-20,60.199999999999996,13.521428571428572,218.66261935000003
2019-11-04,34.0,13.092857142857142,224.59828612857146
2019-11-19,42.9,17.400000000000002,247.36590741428572
2019-12-04,28.0,13.292857142857143,221.86164010000002
2019-12-19,53.2,16.042857142857144,224.27059204999998
2020-01-03,30.0,13.164285714285715,224.06907787142856
2020-01-18,62.4,15.114285714285712,235.48877405000002
2020-02-02,83.2,13.860714285714286,223.96630317142854
2020-02-17,48.7,15.842857142857143,219.2383720642857
