,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
2004-03-27,588.4,792.8,518.8,675.0,739.2,16.68457249070632,249.8603717472119,2.823420074349442
2004-12-22,480.19999999999993,605.0,592.8,520.8,586.2,14.275278810408922,251.0218587360595,2.681040892193309
2005-09-18,878.6000000000001,1058.0,913.8,878.2,1055.2,10.30910780669145,251.13130111524165,4.540148698884759
2006-06-15,526.4,899.5999999999999,564.2,464.4,741.5999999999999,15.69460966542751,248.5452788104089,1.9059479553903342
2007-03-12,461.0,581.6,479.6,420.0,618.2,17.307620817843866,248.8693308550186,1.6593308550185872
2007-12-07,566.4000000000001,673.8,557.0,465.6,693.2,14.533457249070633,249.13988847583644,1.1420074349442377
2008-09-02,817.2,1191.4,837.5999999999999,825.8000000000001,965.4000000000001,12.012453531598513,249.8343494423792,3.6699628252788106
2009-05-30,736.5999999999999,924.4000000000001,748.6,683.6,904.1999999999999,15.504089219330853,248.89397769516734,2.7627137546468403
2010-02-24,782.2,902.8000000000001,810.8,763.8,1075.0,17.070260223048326,250.7479553903345,3.0413754646840143
2010-11-21,645.4000000000001,887.6,698.4000000000001,710.6000000000001,850.0,14.109851301115242,251.23739776951672,4.199442379182155
2011-08-18,507.2,523.5999999999999,487.59999999999997,588.4000000000001,645.0,13.419144981412638,245.4325650557621,1.4136059479553906
2012-05-14,396.4,954.0,824.8,875.1999999999999,906.6000000000001,16.96710037174721,247.02985130111523,1.894423791821561
2013-02-08,610.0,1008.0,949.4,953.8,1071.8,17.774907063197027,250.55204460966542,4.761040892193309
2013-11-05,714.0,1353.2,1019.2,933.1999999999999,1130.1999999999998,14.213940520446098,250.14747211895912,4.292379182156134
2014-08-02,844.8,972.2,855.4000000000001,936.4000000000001,857.2,12.019144981412639,249.7689962825279,2.799925650557621
2015-04-29,592.5999999999999,703.4,730.5999999999999,711.2,720.8,16.104089219330856,248.97981412639407,1.5635687732342005
2016-01-24,705.4,1003.5999999999999,703.2,686.5999999999999,800.5999999999999,16.12081784386617,250.2403345724907,3.0705204460966535
2016-10-20,600.4000000000001,780.2,560.4000000000001,568.8,606.8,12.108364312267657,249.58152416356876,1.4074349442379184
2017-07-17,946.8,1319.6,875.6,1021.3999999999999,1129.8,11.780855018587358,248.88141263940523,3.7357620817843866
2018-04-13,496.6,586.0,537.6,465.2,602.1999999999999,16.938475836431227,249.38855018587356,1.4394052044609664
2019-01-08,631.0,782.6,612.4,495.2,661.2,15.70092936802974,250.06204460966543,1.2059479553903345
2019-10-05,1048.4,1184.6000000000001,891.1999999999999,1064.0,1075.0,11.724349442379184,250.13977695167287,3.7553903345724917
