,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2006-03-17,80.3,22.249101123595505,21.668426966292134,14.08426966292135,12.346067415730337,2530470.2400000007,2.4168539325842695
2006-06-15,224.10000000000002,24.00247191011236,23.368764044943823,15.57752808988764,14.970786516853934,2460873.3120000004,2.5235955056179775
2006-09-13,63.0,25.4276404494382,24.83280898876405,17.75505617977528,17.758426966292134,2866555.008,2.293258426966292
2006-12-12,66.4,27.144719101123602,26.337977528089883,13.043820224719102,12.923595505617978,2967290.496,2.2123595505617977
2007-03-12,226.4,26.906966292134836,26.100224719101124,14.36741573033708,14.113483146067415,2566149.9839999997,2.379775280898876
2007-06-10,76.80000000000001,29.068876404494382,28.06202247191011,10.559550561797751,9.873033707865169,3202291.5840000003,2.1752808988764047
2007-09-08,134.2,30.797865168539317,29.917415730337083,10.68876404494382,9.843820224719103,2588161.248,2.4887640449438204
2007-12-07,143.5,31.20314606741573,30.512247191011237,10.429213483146066,9.675280898876405,2564565.4080000003,2.4292134831460674
2008-03-06,115.6,30.271797752808983,29.780337078651684,9.739325842696628,8.734831460674156,2323697.7600000002,2.475280898876404
2008-06-04,104.5,31.80202247191011,31.032808988764046,9.507865168539327,8.929213483146066,2614804.416,2.424719101123596
2008-09-02,48.9,33.21584269662922,32.48033707865169,14.357303370786516,14.262921348314606,3055591.296,2.269662921348315
2008-12-01,117.4,31.471573033707863,30.74876404494382,6.639325842696629,6.305617977528089,2419732.224,2.5179775280898875
2009-03-01,50.5,28.455168539325847,27.9223595505618,14.184269662921347,13.484269662921347,2636357.76,2.3438202247191016
2009-05-30,77.9,28.41932584269663,27.7714606741573,23.884269662921348,22.979775280898878,2805748.416,2.053932584269663
2009-08-28,46.7,29.38550561797753,28.698314606741572,15.666292134831462,15.422471910112359,3064900.896,1.9831460674157306
2009-11-26,166.60000000000002,29.514494382022477,28.8532584269663,5.711235955056179,5.679775280898877,2665473.696,2.5808988764044942
2010-02-24,87.5,27.02280898876405,26.491235955056172,11.926966292134832,11.487640449438203,2548545.12,2.5280898876404496
2010-05-25,35.9,26.492247191011234,25.776966292134833,23.23820224719101,22.32808988764045,2722329.216,2.0910112359550563
2010-08-23,75.30000000000001,27.07561797752809,26.39022471910112,15.922471910112359,15.706741573033709,2698995.1680000005,2.0910112359550563
2010-11-21,110.29999999999998,25.506179775280902,24.802808988764042,5.6370786516853935,5.595505617977527,2525670.7199999997,2.5707865168539326
