,Rainfall_Terni,Flow_Rate_Lupa
2009-03-01,29.064000000000004,177.19714285714286
2009-03-16,29.064000000000004,181.85999999999999
2009-03-31,38.346,180.22285714285712
2009-04-15,39.059999999999995,180.13571428571427
2009-04-30,17.596999999999998,126.96142857142856
2009-05-15,15.945999999999996,114.88071428571428
2009-05-30,39.022,154.02357142857142
2009-06-14,42.867999999999995,142.65571428571428
2009-06-29,21.436,133.70999999999998
2009-07-14,17.864,124.22285714285715
2009-07-29,14.277999999999995,115.40785714285713
2009-08-13,13.299999999999995,107.28714285714284
2009-08-28,39.5,97.96571428571428
2009-09-12,49.98,91.81357142857141
2009-09-27,39.89999999999999,85.42
2009-10-12,35.868,79.98785714285715
2009-10-27,49.323000000000015,86.98071428571428
2009-11-11,56.798000000000016,92.24642857142858
2009-11-26,68.057,82.85857142857142
2009-12-11,74.31199999999998,77.61357142857143
2009-12-26,58.03200000000002,77.69500000000001
2010-01-10,45.82200000000002,77.845
2010-01-25,49.08399999999999,78.00071428571427
2010-02-09,52.34599999999998,78.13928571428572
2010-02-24,41.26700000000001,78.295
2010-03-11,35.112,78.44500000000001
2010-03-26,40.367999999999995,78.67785714285715
2010-04-10,44.309999999999995,78.78071428571427
2010-04-25,51.790000000000006,78.89500000000001
2010-05-10,57.400000000000006,78.98285714285714
2010-05-25,39.879000000000005,85.4907142857143
2010-06-09,22.358000000000004,92.42857142857144
2010-06-24,21.518,86.90357142857144
2010-07-09,20.678,81.75999999999999
2010-07-24,16.363999999999997,80.83642857142857
2010-08-08,10.611999999999998,79.5692857142857
2010-08-23,13.872,79.61285714285715
2010-09-07,19.74,79.74499999999999
2010-09-22,27.829999999999995,79.89500000000001
2010-10-07,42.391999999999996,80.05785714285717
2010-10-22,62.12,80.16642857142858
2010-11-06,111.43999999999997,80.34500000000001
2010-11-21,93.732,80.50071428571427
2010-12-06,49.462,80.64500000000001
2010-12-21,44.002,80.79499999999999
2011-01-05,23.982000000000006,80.94500000000001
2011-01-20,23.988000000000007,81.11500000000001
2011-02-04,24.024000000000004,81.24714285714285
2011-02-19,30.723999999999997,81.39500000000001
2011-03-06,47.47399999999999,81.55785714285717
2011-03-21,41.731999999999985,81.67
2011-04-05,20.678,81.84500000000001
2011-04-20,21.136999999999997,82.00071428571427
2011-05-05,22.819999999999993,82.165
2011-05-20,23.493999999999993,82.27285714285712
2011-06-04,27.537999999999993,82.44500000000001
2011-06-19,28.271999999999995,82.61500000000001
2011-07-04,32.676,82.74357142857141
2011-07-19,30.709999999999997,82.89500000000001
2011-08-03,5.152000000000001,83.05785714285717
2011-08-18,5.152000000000001,83.215
2011-09-02,22.638000000000005,83.3457142857143
2011-09-17,22.638000000000005,83.50071428571427
2011-10-02,31.84999999999999,83.665
