,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-12-07,935.4,735.2,1009.0,661.8,863.8000000000001,853.1999999999999,903.4,555.2,852.1999999999999,1250.3999999999999,14.51539033457249,6.225092936802974,1.9980669144981413,5.8194423791821555,3.6516728624535317,14.854275092936804,11.31728624535316,13.48271375464684,15.49721189591078,2808875.663946,4164732.5887700003,3109915.582,0.0,0.0,0.28918215613382897,0.20490706319702603
2008-09-02,2011.8000000000002,1346.0,1532.4,1241.0,1772.4,1329.5,1824.1999999999998,723.4000000000001,1751.0,2436.8,14.520520446096652,5.596356877323419,1.7645724907063196,5.594535315985129,3.39092936802974,12.063382899628252,9.038661710037173,12.478438661710037,12.443308550185874,2738435.832492,4353578.627970001,3321193.37909,0.0,0.0,0.3967657992565055,0.043457249070631976
2009-05-30,1539.6,909.4000000000001,1009.0000000000001,893.8,1217.6,1155.8999999999999,1391.6,634.0,1343.4,1884.6000000000001,14.376765799256507,5.949405204460967,2.2453159851301114,6.911189591078067,3.8556133828996275,15.457434944237919,11.9317843866171,6.495910780669146,15.989962825278807,3062537.024139,4410371.00393,3436119.90267,0.0,0.0,0.2757992565055762,-0.21226765799256506
2010-02-24,1601.4,1281.0,1403.0,1068.4,1259.1999999999998,1389.9,1392.2000000000003,840.4,1304.0,1815.2,13.767137546468401,5.690594795539034,1.7715241635687733,6.155910780669145,3.6601115241635696,17.20910780669145,12.940520446096654,17.313011152416355,17.932527881040894,2869418.5932060005,4295818.4544,3534385.1040000003,0.0,0.0,0.3334572490706319,-0.6280669144981413
2010-11-21,1122.6,746.8,908.5999999999999,674.8000000000001,989.0,849.2,1067.6000000000001,716.2,984.2,1377.0000000000002,13.233494423791822,5.555613382899629,1.9377695167286244,6.117397769516728,3.362936802973978,13.78382899628253,9.976579925650556,13.990334572490704,14.42973977695167,2788381.227907,4334606.26204,3470255.9999999995,0.0,0.0,0.33397769516728626,-0.711635687732342
2011-08-18,1306.0,598.4,542.8,537.4000000000001,1011.0,851.6,1186.6,584.4,978.3999999999999,1519.6,13.487472118959108,6.185576208178438,2.695353159851301,8.153494423791821,4.410185873605948,12.28271375464684,9.618029739776953,12.852044609665429,12.801486988847586,2804581.9267889997,4253707.007999999,3374957.664,0.0,0.0,0.2513754646840149,-0.9396654275092936
2012-05-14,1643.6000000000001,1347.6,1351.2000000000003,1146.8,1315.0,1256.2,1427.0000000000002,809.8,1262.0,1902.8000000000002,13.70981412639405,5.659851301115242,2.196579925650558,7.204460966542751,4.099702602230484,16.532156133828998,12.95539033457249,16.64907063197026,16.99795539033457,2678174.881976,4206190.6368,3537033.912,0.0,0.0,0.30494423791821557,-0.7604089219330855
2013-02-08,1717.4,1112.4,1114.6,1011.3999999999999,1439.4,1198.2,1657.0,827.4000000000001,1539.6,2057.0,12.851115241635688,5.2671747211895905,1.9828252788104093,6.516579925650558,3.4042007434944233,17.42639405204461,13.12639405204461,17.36468401486989,17.982156133828997,2525169.720078,4302550.3104,3332619.1583999996,0.0,0.0,0.34215613382899623,-0.6365427509293681
2013-11-05,1930.0,1311.0,1497.6,1180.4,2230.6000000000004,984.2,1562.2,781.0,1337.0,2234.6,12.348513011152416,5.205130111524164,1.6146468401486989,5.925799256505576,3.5008550185873606,13.613382899628252,10.02174721189591,13.968587360594796,14.276579925650557,2241646.9631999996,4433693.544,3218985.1008,1041685.2289169999,900166.9608039999,0.4103345724907064,-0.5716728624535315
2014-08-02,1348.1999999999998,1044.1999999999998,1167.1999999999998,969.5999999999999,1282.8000000000002,1104.6,1295.1999999999998,1347.0,1178.6,1613.6000000000001,12.056728624535316,5.296877323420075,1.4970260223048326,5.87721189591078,3.8088475836431224,13.312825278810408,9.928810408921933,13.79628252788104,13.813382899628252,2409268.933286,4611969.791999999,3172090.3344,1334592.052391,1176494.753464,0.3547211895910781,-0.7997397769516729
2015-04-29,896.2,770.8000000000001,868.1999999999999,599.2,1044.1999999999998,1037.8,855.2000000000002,709.6000000000001,782.4000000000001,1038.0,12.340966542750929,5.792973977695167,2.3079182156133826,7.36007434944238,4.376133828996283,17.414869888475838,14.212267657992564,17.734386617100373,17.979739776951675,2356787.3215999994,4675177.267200001,3304902.3624,1526865.0851019998,1450587.108,0.1923791821561338,-0.9781412639405205
2016-01-24,1257.0,884.8,1155.2,873.8,1326.2,1092.2,1205.8000000000002,723.8,1212.4,1418.4,12.205464684014872,5.688401486988847,1.962490706319703,5.862304832713755,3.702379182156134,17.45799256505576,13.273977695167286,17.693122676579925,18.04368029739777,1823524.1424,4538083.838400001,2787953.9472000003,1347617.8920259997,1832264.3271500003,0.2983271375464684,-0.8018587360594797
2016-10-20,1134.0,610.8000000000001,789.5999999999999,678.4000000000001,1023.8,979.0,1062.4,541.2,874.4000000000001,1333.3999999999999,12.447100371747213,5.677360594795539,2.005278810408922,5.464944237918216,3.9280669144981406,13.039219330855019,10.002230483271376,9.905947955390335,13.669702602230483,1577363.5007999998,4655429.942399999,2984828.1840000004,1369203.1466449997,1544729.853001,0.276096654275093,-0.8475092936802975
2017-07-17,1535.0000000000002,1315.4,1308.4,1130.8,1735.3999999999999,1693.6000000000001,1520.3999999999999,1299.0,1425.0,1996.6,12.82282527881041,5.504498141263941,2.0926765799256506,6.161895910780669,3.970260223048327,13.00353159851301,9.784944237918218,0.0,13.420446096654274,1762280.383953,4628200.9824,2878466.4144,1638876.2444189996,1427843.0638219998,0.3102602230483272,-0.6923420074349442
2018-04-13,702.2,693.2,654.8,522.6,744.1999999999999,724.8000000000001,720.1999999999999,667.0,655.6,864.4000000000001,12.594981412639404,5.488550185873606,2.273791821561338,6.402118959107807,4.144126394052044,18.12806691449814,14.824535315985129,0.0,18.63364312267658,1771025.9306279998,4463988.60156,2919252.7007999998,1737863.9878780001,1087179.1692420002,0.19037174721189595,-0.9709665427509293
2019-01-08,971.0,722.0,793.8000000000001,601.6,927.4000000000001,871.8,900.8000000000001,865.8,875.8,1083.4,12.821449814126394,5.489479553903346,2.208438661710037,6.157100371747211,4.315650557620818,16.642007434944237,12.828810408921933,0.0,17.302416356877323,1974918.1887200004,4360308.66787,2675425.3344,1727394.766084,1016808.3282319999,0.2188104089219331,-0.8806691449814127
2019-10-05,1975.0,1258.1999999999998,1535.3999999999999,1146.6000000000001,1699.8000000000002,1564.0,1791.8,751.6,1675.8,2370.8,12.538884758364313,5.095576208178438,1.702453531598513,5.237286245353159,3.58089219330855,12.851301115241636,9.623234200743495,0.0,13.361152416356877,1625395.3933269999,3115894.3996830005,2129832.9014270003,1543484.279767,761094.4425154,0.4042379182156134,-0.6237174721189591
