,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-04-11,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.696666666666667,6.795555555555556,1.8344444444444443,4.665555555555556,3.261111111111111,16.749999999999996,14.588888888888887,16.933333333333334,18.138888888888893,97142.70331,150888.88530999998,117789.21969000001,0.0,0.0,0.2822222222222222,0.22
2007-04-21,0.0,0.6,0.0,0.2,4.4,2.8000000000000003,5.6,2.4,0.0,0.2,14.735555555555557,6.948888888888889,1.9644444444444444,5.045555555555556,3.428888888888889,17.57222222222222,15.800000000000002,16.96111111111111,18.777777777777775,96600.00665,150045.93064999997,117131.17935,0.0,0.0,0.22666666666666668,0.20666666666666667
2007-05-01,59.599999999999994,86.4,134.8,78.60000000000001,74.60000000000001,74.0,67.4,69.8,79.4,86.0,14.694444444444445,6.887777777777777,1.7955555555555556,5.014444444444445,3.296666666666667,16.177777777777777,12.255555555555555,15.633333333333333,17.094444444444445,104362.48546,147232.51200000002,117325.98309,0.0,0.0,0.29444444444444445,0.26555555555555554
2007-05-11,0.2,1.0,2.0,0.4,3.2,0.2,0.2,1.2,0.6,5.199999999999999,14.704444444444444,6.728888888888889,2.021111111111111,4.997777777777778,3.4566666666666666,18.094444444444445,14.005555555555555,17.5,19.238888888888887,104362.48546,147232.51200000002,117325.98309,0.0,0.0,0.20666666666666667,0.19444444444444445
2007-05-21,73.39999999999999,37.0,88.99999999999999,36.599999999999994,42.8,40.800000000000004,61.400000000000006,33.4,64.6,65.4,14.72777777777778,6.801111111111112,2.0722222222222224,5.278888888888889,3.5222222222222226,21.266666666666666,17.205555555555556,19.983333333333334,21.855555555555554,104362.48546,147232.51200000002,117325.98309,0.0,0.0,0.21111111111111114,0.20333333333333334
2007-05-31,36.400000000000006,12.8,20.4,16.599999999999998,23.2,21.6,37.2,83.0,34.8,30.6,14.752222222222223,6.713333333333334,2.0855555555555556,5.151111111111112,3.511111111111111,18.505555555555556,14.244444444444444,17.4,19.58333333333333,106657.54789999999,148194.144,107350.04437,0.0,0.0,0.21888888888888888,0.19555555555555557
2007-06-10,5.199999999999999,0.0,1.0,1.0,2.0,0.0,0.6,2.4,1.8,12.8,14.704444444444444,6.724444444444444,2.17,5.395555555555556,3.5155555555555558,22.32777777777778,17.1,21.033333333333335,23.322222222222223,106348.77,147486.528,105502.49865,0.0,0.0,0.21444444444444444,0.19111111111111112
2007-06-20,0.0,0.0,0.0,0.0,3.8,0.0,0.2,13.6,0.0,0.2,14.767777777777777,6.84,2.437777777777778,6.533333333333334,3.9044444444444446,23.016666666666666,17.205555555555556,21.244444444444447,23.41111111111111,106946.235,148315.104,106095.20931,0.0,0.0,0.16555555555555557,0.17666666666666664
2007-06-30,4.8,0.2,0.0,0.0,15.0,5.2,9.4,2.6,14.6,4.8,14.86111111111111,6.786666666666665,2.616666666666667,7.393333333333334,4.24,21.150000000000002,17.01111111111111,20.70555555555556,22.244444444444444,112987.49676,153634.05314,108507.09464999998,0.0,0.0,0.14666666666666664,0.18888888888888888
2007-07-10,0.0,0.2,0.0,0.0,1.4000000000000001,0.0,0.0,13.0,0.0,0.0,14.916666666666666,6.7811111111111115,2.9355555555555553,7.902222222222223,4.228888888888889,22.594444444444445,20.116666666666667,22.427777777777777,23.87777777777778,114467.32418,155279.70527,109499.15035999999,0.0,0.0,0.12444444444444445,0.07111111111111112
