,actual,predicted,error,error_abs,error_sq
2016-02-13,-1.2262738606806982,-0.7395102381706238,-0.48676362251007443,0.48676362251007443,0.23693882419913023
2016-02-23,-1.3822404367648293,-0.34173521399497986,-1.0405052227698495,1.0405052227698495,1.0826511186113341
2016-03-04,-1.364274249012711,-0.286111444234848,-1.078162804777863,1.078162804777863,1.1624350336064686
2016-03-14,-1.478502096107747,-0.7051514387130737,-0.7733506573946733,0.7733506573946733,0.5980712392927734
2016-03-24,-1.5183800886904912,-0.5076625347137451,-1.0107175539767461,1.0107175539767461,1.0215499739167366
2016-04-03,-1.5448075189258197,-0.6478195786476135,-0.8969879402782062,0.8969879402782062,0.8045873650045388
2016-04-13,-1.4958923334727283,-0.27551737427711487,-1.2203749591956135,1.2203749591956135,1.489315041031695
2016-04-23,-1.458183880225998,-0.8849660754203796,-0.5732178048056185,0.5732178048056185,0.3285786517461721
2016-05-03,-1.555217480435423,-0.8626874685287476,-0.6925300119066755,0.6925300119066755,0.4795978173914601
2016-05-13,-1.3981465105606168,-0.0854995995759964,-1.3126469109846204,1.3126469109846204,1.723041912917466
2016-05-23,-1.5536503251991027,0.02372346818447113,-1.5773737933835739,1.5773737933835739,2.4881080840532857
2016-06-02,-1.422707169370339,-0.3649706244468689,-1.0577365449234701,1.0577365449234701,1.1188065984666402
2016-06-12,-1.5078705042317226,-0.10518992692232132,-1.4026805773094013,1.4026805773094013,1.9675128019610353
2016-06-22,-1.448499739984163,-0.4621978998184204,-0.9863018401657426,0.9863018401657426,0.9727913199143301
2016-07-02,-1.3229079364096934,-0.10655555874109268,-1.2163523776686007,1.2163523776686007,1.4795131066600582
2016-07-12,-1.276010605951149,-0.3165816068649292,-0.9594289990862197,0.9594289990862197,0.9205040042875854
2016-07-22,-1.2607048273490384,-0.7289485335350037,-0.5317562938140348,0.5317562938140348,0.28276475601083806
2016-08-01,-1.1200253940476543,-0.5944783091545105,-0.5255470848931438,0.5255470848931438,0.2761997384396813
2016-08-11,-1.1335985144323903,0.0038117305375635624,-1.137410244969954,1.137410244969954,1.2937020653626106
2016-08-21,-1.097598898254369,-0.7719771265983582,-0.3256217716560108,0.3256217716560108,0.10602953817639925
2016-08-31,-1.0262048173012532,-0.27940696477890015,-0.7467978525223531,0.7467978525223531,0.5577070325319983
2016-09-10,-0.9920888873127321,-0.24712930619716644,-0.7449595811155657,0.7449595811155657,0.5549647774958791
2016-09-20,-0.9432263101942141,-0.8485074639320374,-0.09471884626217675,0.09471884626217675,0.008971659837237874
2016-09-30,-0.9935780200257145,-0.21322233974933624,-0.7803556802763782,0.7803556802763782,0.6089549877396091
2016-10-10,-0.9953392400887145,-0.1396586149930954,-0.8556806250956192,0.8556806250956192,0.7321893321640295
2016-10-20,-0.9510756987946237,-0.6365077495574951,-0.3145679492371286,0.3145679492371286,0.09895299468725272
2016-10-30,-1.0002669345433066,-0.010827766731381416,-0.9894391678119252,0.9894391678119252,0.978989866800355
2016-11-09,-0.9582871725675158,-0.12892651557922363,-0.8293606569882922,0.8293606569882922,0.6878390993600517
2016-11-19,-1.0178192193214766,0.15704351663589478,-1.1748627359573713,1.1748627359573713,1.38030244834124
2016-11-29,-0.95964052086023,-0.3968135714530945,-0.5628269494071355,0.5628269494071355,0.3167741749789423
